Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,ID,Longitude,Latitude,Match Score
Huntsville Recovery Inc,,,4040 Independence Drive,,,Huntsville,AL,35816,(256)721-1940,,SAF/SA/MM/METH/OTPA/OTP/CBT/SACA/TRC/REBT/TWFA/BIA/MOTI/ANG/RELP/SMPD/OP/OMB/ORT/PVT/STAG/STMH/CARF/SF/MD/HEOH/SSA/SMHD/CSAA/OPC/BABA/DAUT/TBS/DP/HAEC/TAEC/SAE/ICO/GCO/FCO/YAD/ADLT/FEM/MALE/MO/,3146AL35816,-86.62985537509907,34.73753560555071,99.55
Walker Recovery Center Inc,,,2195 North Airport Road,,,Jasper,AL,35504,(205)221-1799 Intake: (205)221-1796,,SAF/SA/DT/MM/DM/MPD/METH/OTPA/OTP/CBT/DBT/SACA/REBT/TWFA/MOTI/ANG/RELP/SMPD/OP/OD/OMB/ORT/PVT/STAG/CARF/SF/PI/CO/PW/WN/MN/CM/PEER/HEOH/SSA/SMHD/CSAA/OPC/BABA/DAUT/TBS/DP/ACC/SSD/HAEC/TAEC/SAE/MHS/ODTX/ICO/GCO/FCO/YAD/ADLT/FEM/MALE/MO/,5511AL35504,-87.2675299762368,33.873530970424305,100.0
Sumter County Treatment Center,,,106 Hospital Road,Suite 101,,Livingston,AL,35470,(205)652-4919,,SAF/SA/DT/MM/DM/BUM/DB/BU/METH/OTPA/OTP/CBT/SACA/MOTI/RELP/SMPD/OP/OD/OMB/ORT/PVT/STAG/STMH/CARF/SF/PW/CM/PEER/HEOH/HS/SSA/SMHD/CSAA/CMHA/OPC/BABA/DAUT/TBS/DP/ACC/SSD/AOSS/EMP/HAEC/TAEC/SAE/SHG/ODTX/ICO/GCO/FCO/YAD/ADLT/FEM/MALE/BMO/,2902AL35470,-88.1828794690595,32.60011634361372,98.04
AltaPointe Health Systems Inc,AltaPointe Medication Assisted Trt,,4211 Government Boulevard,,,Mobile,AL,36693,(251)666-2569,,MHSAF/SA/DT/MM/MMW/DM/ACM/MPD/METH/OTPA/OTP/CBT/DBT/SACA/TRC/REBT/TWFA/BIA/CMI/MOTI/ANG/MXM/CRV/RELP/SMPD/OP/OMB/OIT/PVT/STAG/JC/SF/MD/PI/FSA/SS/CO/PW/WN/MN/HV/TAY/CM/HEOH/STU/TCC/SSA/SMHD/CSAA/CMHA/BABA/DAUT/SHB/SHC/HIVT/STDT/TBS/DP/ACC/SSD/AOSS/EMP/DVFP/EIH/HAEC/TAEC/SAE/TA/MHS/ODTX/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/MO/AH/,3152AL36693,-88.14878992184461,30.628666822159875,100.0
ECD Program Inc,,,808 Downtowner Loop West,,,Mobile,AL,36609,(251)341-9504,,SAF/SA/DT/MM/MMW/DM/METH/OTPA/OTP/CBT/DBT/SACA/TRC/REBT/TWFA/BIA/CMI/MOTI/RELP/SMPD/OP/OMB/ORT/CT/PVT/STAG/STMH/CARF/SF/CO/VET/SE/PW/WN/MN/HV/TAY/CM/PEER/HEOH/HS/SSA/SMHD/CSAA/CMHA/OPC/ISC/BABA/DAUT/SHC/STDT/TBS/DP/ACC/SSD/AOSS/EMP/DVFP/EIH/HAEC/TAEC/SAE/MHS/ODTX/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/MO/,2044AL36609,-88.14447751648012,30.672190985955385,100.0
Mobile Metro Treatment Center,,,1924 Dauphin Island Parkway,Suite C,,Mobile,AL,36605,(251)476-5733,,SAF/SA/DT/MM/MMW/DM/BUM/BMW/DB/BU/METH/OTPA/OTP/CBT/SACA/TRC/BIA/MOTI/ANG/MXM/RELP/SMPD/OP/OD/OMB/PVT/STAG/STMH/CARF/NCQA/SF/CO/GL/VET/SE/PW/WN/MN/HV/TRMA/XA/DV/CM/PEER/HEOH/HS/SSA/CSAA/OPC/BABA/DAUT/HIVT/TBS/DP/ACC/SSD/EMP/DVFP/HAEC/TAEC/SAE/ODTX/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/BMO/,3401AL36605,-88.089004820398,30.63037535171698,100.0
Montgomery Metro Treatment Center,,,6001 East Shirley Lane,,,Montgomery,AL,36117,(334)244-1618,,SAF/SA/DT/MM/MMW/DM/BUM/BMW/DB/BU/METH/OTPA/OTP/CBT/SACA/TRC/REBT/BIA/MOTI/ANG/MXM/RELP/SMON/OP/OD/OMB/ODT/OIT/ORT/PVT/STAG/STMH/CARF/SF/CO/PW/WN/MN/CM/PEER/STU/SSA/CSAA/OPC/BABA/DAUT/TBS/DP/ACC/SSD/HAEC/TAEC/SAE/ODTX/ICO/GCO/FCO/YAD/ADLT/FEM/MALE/BMO/,8032AL36117,-86.20474955355957,32.36717471031807,100.0
MedMark Treatment Centers,Dothan,,9283 U.S. Highway 84 West,,,Newton,AL,36352,(334)692-4455,,SAF/SA/MM/METH/OTPA/OTP/CBT/DBT/SACA/TRC/TWFA/CMI/MOTI/ANG/MXM/RELP/SMPD/OP/OMB/ORT/PVT/STAG/STMH/CARF/SF/MD/PI/CO/PW/WN/HV/CM/PEER/HEOH/HS/SSA/CSAA/OPC/BABA/DAUT/SHB/SHC/HIVT/STDT/TBS/DP/SSD/AOSS/HAEC/TAEC/SAE/SHG/ICO/GCO/FCO/YAD/ADLT/FEM/MALE/MO/,0898AL36352,-85.60870122974788,31.242292913306517,95.63
MedMark Treatment Centers,Oxford,,118 East Choccolocco Street,,,Oxford,AL,36203,(256)831-4601,,SAF/SA/MM/BUM/BU/METH/OTPA/OTP/CBT/SACA/TRC/REBT/TWFA/BIA/MOTI/ANG/MXM/RELP/SMPD/OP/OMB/ORT/PVT/STAG/STMH/CARF/SF/MD/PI/PW/WN/CM/PEER/HEOH/HS/SSA/CSAA/OPC/BABA/DAUT/SHB/SHC/HIVT/STDT/TBS/DP/SSD/AOSS/HAEC/TAEC/SAE/SHG/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/BMO/,8190AL36203,-85.83361019652041,33.61507245507789,100.0
Shoals Treatment Center,,,3430 North Jackson Highway,,,Sheffield,AL,35660,(256)383-6646,,SAF/SA/MM/MMW/METH/OTPA/OTP/CBT/SACA/REBT/CMI/MOTI/ANG/MXM/RELP/SMPD/OP/OMB/PVT/STAG/STMH/CARF/SF/MC/PI/CO/PW/WN/MN/HV/XA/DV/CM/PEER/HEOH/HS/TCC/SSA/SMHD/CSAA/OPC/BABA/DAUT/SHB/SHC/HIVT/STDT/TBS/DP/ACC/SSD/AOSS/DVFP/EIH/HAEC/TAEC/SAE/SHG/ICO/GCO/FCO/YAD/ADLT/FEM/MALE/MO/,4063AL35660,-87.67615217141622,34.766566746293805,100.0
Comprehensive Management Group LLC,Northeast Alabama Treatment Center,,196 County Road 85,,,Stevenson,AL,35772,(256)437-2728,,SAF/SA/DT/MM/MMW/DM/METH/OTPA/OTP/CBT/SACA/TRC/REBT/TWFA/CMI/MOTI/ANG/RELP/SMON/OP/OMB/ORT/PVT/STAG/STMH/STDH/CARF/SF/PW/WN/HV/DV/CM/PEER/HEOH/HS/SSA/CSAA/BABA/DAUT/SHB/SHC/HIVT/STDT/TBS/DP/ACC/SSD/EMP/DVFP/HAEC/TAEC/SAE/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/MO/,3469AL35772,-85.81126267894244,34.872759962078945,100.0
Tuscaloosa Treatment Center,,,1001 Mimosa Park Road,,,Tuscaloosa,AL,35405,(205)752-5857,,SAF/SA/MM/METH/OTPA/OTP/CBT/DBT/SACA/BIA/CMI/MOTI/ANG/RELP/SMPD/OP/OMB/PVT/STAG/STMH/CARF/SF/MD/FSA/CM/HEOH/TCC/SSA/CSAA/DAUT/TBS/DP/ACC/HAEC/TAEC/SAE/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/MO/,5701AL35405,-87.55181937830143,33.15494892799984,100.0
Anchorage Treatment Solutions,,,121 West Fireweed Lane,Suite 105,,Anchorage,AK,99503,(866)837-4791,,SAF/SA/DT/MM/MMW/DM/BUM/BMW/DB/RPN/BU/VTRL/METH/OTPA/OTP/CBT/DBT/SACA/TRC/REBT/TWFA/BIA/CMI/MOTI/MXM/RELP/SMPD/OP/OMB/ORT/PVT/STAG/STDH/CARF/COA/SF/PI/MI/GL/VET/ADM/SE/PW/WN/MN/TRMA/XA/DV/TAY/CM/HEOH/STU/TCC/SSA/SMHD/CSAA/BABA/DAUT/STDT/TBS/DP/ACC/SSD/DVFP/HAEC/TAEC/SAE/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/BMO/,3661AK99503,-149.88397796167249,61.198366997390224,100.0
Narcotic Drug Treatment Center Inc,Center for Drug Problems,,520 East 4th Avenue,Suite 102,,Anchorage,AK,99501,(907)276-6430,,SAF/SA/DT/MM/MMW/DM/METH/OTPA/OTP/CBT/SACA/TRC/TWFA/BIA/CMI/MOTI/ANG/RELP/SMPD/OP/OD/OMB/ORT/CT/PVT/STAG/STDH/CARF/SF/MD/SI/PI/FSA/SS/PA/CO/GL/VET/MF/CJ/SE/PW/WN/MN/HV/TRMA/XA/DV/TAY/CM/HEOH/HS/STU/TCC/SSA/SMHD/CSAA/OPC/ISC/DAUT/SHB/SHC/HIVT/TBS/DP/ACC/SSD/AOSS/HAEC/TAEC/SAE/SHG/ODTX/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/MO/AH/,5954AK99501,-149.87406602589138,61.21851252448672,100.0
IAA Project Special Delivery,,,710 3rd Avenue,,,Fairbanks,AK,99701,(907)452-4222x115 Intake: (907)452-4222x114,,SAF/SA/DT/MM/DM/METH/MOA/OTPA/OTP/CBT/DBT/SACA/TRC/REBT/BIA/CMI/MOTI/ANG/MXM/RELP/SMPD/OP/OMB/ORT/PVT/STAG/CARF/SF/MD/PI/MI/FSA/SS/WN/SSA/SMHD/CSAA/ISC/DAUT/SHC/HIVT/DP/ACC/HAEC/ICO/GCO/FCO/YAD/ADLT/FEM/MALE/MO/,1447AK99701,-147.72514051186158,64.84289779087666,100.0
Southwest Behavioral Health Services,,,809 Hancock Road,Suite 1,,Bullhead City,AZ,86442,(928)763-7111,,SAF/SA/DT/MM/BUM/BU/DSF/ACM/MPD/NXN/VTRL/METH/OTPA/OTP/CBT/DBT/SACA/TRC/BIA/CMI/MOTI/ANG/MXM/RELP/SMPD/OP/OD/OMB/OIT/ORT/PVT/SF/MC/SI/SS/WN/CM/PEER/HEOH/HS/NRT/NSC/SSA/SMHD/CSAA/CMHA/ISC/BABA/DAUT/SHC/TBS/DP/SSD/AOSS/EMP/TAEC/SAE/TA/MHS/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/BMO/AH/,7875AZ86442,-114.62157533253617,35.1080044941549,100.0
BAART Behavioral Health Services Inc,,,908 West Chandler Boulevard,Building A,,Chandler,AZ,85225,(480)899-0200,,SAF/SA/DT/MM/MMW/DM/BUM/BMW/DB/BU/METH/OTPA/OTP/CBT/SACA/REBT/BIA/MOTI/RELP/SMPD/OP/OMB/PVT/STAG/STMH/STDH/CARF/SF/MD/MC/SI/PI/FSA/CO/GL/VET/CJ/SE/PW/WN/MN/HV/TRMA/XA/DV/CM/HS/SSA/CSAA/BABA/DAUT/STDT/TBS/DP/SSD/SAE/TA/ODTX/ICO/YAD/ADLT/FEM/MALE/BMO/AH/,6306AZ85225,-111.85768785507305,33.30697615784918,100.0
Thunderbird Treatment Center,,,13820 North 51st Avenue,Suite 300,,Glendale,AZ,85306,(602)938-2301 Intake: (602)938-2300,,SAF/SA/DT/MM/DM/BUM/DB/BU/METH/OTPA/OTP/SACA/TRC/TWFA/MOTI/ANG/RELP/SMPD/OP/OD/OMB/PVT/STAG/STMH/STDH/CARF/SF/SE/PW/WN/MN/CM/PEER/HEOH/HS/STU/TCC/SSA/CSAA/OPC/BABA/DAUT/STDT/TBS/DP/ACC/SSD/AOSS/EMP/DVFP/EIH/HAEC/TAEC/SAE/MHS/BDTX/CDTX/MDTX/ODTX/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/BMO/F36/,6197AZ85306,-112.16849754199787,33.61155498941035,100.0
Community Medical Services,Mesa,,6116 East Arbor Avenue,Building 1 Suite 104,,Mesa,AZ,85206,(480)499-4599,,SAF/SA/DT/MM/MMW/DM/RPN/VTRL/METH/OTPA/OTP/CBT/SACA/TRC/BIA/CMI/MOTI/RELP/SMON/OP/OMB/ORT/CT/PVT/STAG/STMH/CARF/SF/MD/FSA/CJ/PW/CM/HS/SSA/CSAA/OPC/DAUT/TBS/DP/SSD/SAE/TA/ODTX/ICO/YAD/ADLT/FEM/MALE/MO/AH/,4772AZ85206,-111.6990963796615,33.413527246291565,100.0
New Hope Behavioral Health Center Inc,,,215 South Power Road,Suite 114,,Mesa,AZ,85206,(480)981-1022 Intake: (480)981-4072,,SAF/SA/DT/MM/MMW/DM/METH/OTPA/OTP/CBT/SACA/REBT/TWFA/BIA/CMI/MOTI/RELP/SMON/OP/OMB/ORT/PVT/STAG/STMH/STDH/CARF/SF/MD/MC/PI/FSA/PA/CO/PW/WN/CM/PEER/HEOH/HS/SSA/CSAA/OPC/ISC/BABA/DAUT/SHC/HIVT/STDT/TBS/DP/ACC/SSD/AOSS/EMP/EIH/HAEC/TAEC/SAE/TA/MHS/SHG/ODTX/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/MO/AH/SP/,0611AZ85206,-111.68199402824136,33.41130801169729,100.0
Addiction Resources Inc,,,4337 West Indian School Road,Suite 105,,Phoenix,AZ,85031,(602)233-9401,,SAF/SA/MM/MMW/BUM/BMW/BU/METH/OTPA/OTP/CBT/DBT/SACA/TWFA/BIA/CMI/MOTI/RELP/SMPD/OP/OMB/PVT/STDH/CARF/SF/PW/CM/HEOH/HS/STU/TCC/SSA/CSAA/OPC/DAUT/STDT/TBS/DP/SSD/DVFP/HAEC/TAEC/SAE/ICO/FCO/MCO/YAD/ADLT/FEM/MALE/BMO/SP/,0527AZ85031,-112.15314097337105,33.49493254138844,100.0
Center for Behavioral Health Inc,Phoenix,,1501 East Washington Street,,,Phoenix,AZ,85034,(602)253-6553,,SAF/SA/DT/MM/MMW/DM/BUM/BMW/DB/RPN/BU/ACM/NXN/VTRL/METH/OTP/CBT/SACA/TWFA/BIA/CMI/MOTI/ANG/MXM/RELP/SMPD/OP/OD/OMB/OIT/ORT/CT/PVT/STAG/STMH/STDH/CARF/SF/MD/CO/CJ/PW/WN/CM/HEOH/HS/NSC/STU/TCC/SSA/CSAA/OPC/BABA/DAUT/SHB/SHC/HIVT/STDT/TBS/DP/ACC/SSD/EMP/DVFP/EIH/HAEC/TAEC/SAE/SHG/ODTX/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/DU/SP/,8079AZ85034,-112.0496715754502,33.44819354053965,100.0
Community Medical Services,Alpha,,3825 North 24th Street,,,Phoenix,AZ,85016,(602)955-7997,,SAF/SA/DT/MM/MMW/DM/BUM/BMW/DB/RPN/BU/VTRL/METH/OTPA/OTP/CBT/SACA/BIA/CMI/MOTI/RELP/SMPD/OP/OMB/ORT/CT/PVT/STAG/CARF/SF/MD/FSA/CM/HEOH/HS/STU/SSA/CSAA/STDT/TBS/DP/ACC/SSD/AOSS/DVFP/EIH/HAEC/TAEC/SAE/TA/MHS/ODTX/ICO/YAD/ADLT/FEM/MALE/BMO/AH/SP/,3567AZ85016,-112.03018046544399,33.49137978790857,100.0
Community Medical Services,Northern,,2301 West Northern Avenue,,,Phoenix,AZ,85021,(602)866-9378,,SAF/SA/MM/MMW/BUM/BMW/BU/VTRL/METH/OTPA/OTP/CBT/SACA/TRC/REBT/BIA/MOTI/ANG/RELP/SMPD/OP/OMB/CT/PVT/STDH/CARF/SF/SI/CM/HEOH/HS/SSA/CSAA/DAUT/TBS/DP/ACC/SSD/AOSS/DVFP/HAEC/TAEC/SAE/TA/ICO/YAD/ADLT/FEM/MALE/BMO/AH/SP/,1819AZ85021,-112.1085981149732,33.55308643707673,100.0
Intensive Treatment Systems LLC,,,19401 North Cave Creek Road,Suite 18,,Phoenix,AZ,85024,(602)996-0099,,SAF/SA/MM/METH/OTPA/OTP/SACA/TRC/TWFA/BIA/CMI/MOTI/MXM/CRV/RELP/SMPD/OP/OMB/ORT/PVT/STAG/STMH/STDH/CARF/SF/MD/FSA/PA/PW/CM/HEOH/HS/STU/SSA/SMHD/CSAA/BABA/DAUT/HIVT/TBS/DP/SSD/AOSS/EMP/HAEC/TAEC/SAE/TA/MHS/ICO/FCO/MCO/YAD/ADLT/FEM/MALE/MO/AH/,6122AZ85024,-112.03073735909092,33.662711001775534,100.0
Intensive Treatment Systems LLC,,,4136 North 75th Avenue,Suite 116,,Phoenix,AZ,85033,(623)247-1234,,SAF/SA/MM/METH/OTPA/OTP/CBT/DBT/SACA/TRC/TWFA/BIA/CMI/MOTI/ANG/MXM/RELP/SMPD/OP/OMB/PVT/STDH/CARF/SF/MD/SI/FSA/CM/HEOH/HS/SSA/CSAA/OPC/ISC/BABA/DAUT/TBS/DP/ACC/SSD/AOSS/EMP/DVFP/EIH/HAEC/TAEC/SAE/TA/ICO/YAD/ADLT/FEM/MALE/MO/SP/,9044AZ85033,-112.2206188622402,33.4962444650339,100.0
Intensive Treatment Systems LLC,,,651 West Coolidge Street,,,Phoenix,AZ,85013,(602)248-0550,,SAF/SA/MM/METH/OTPA/OTP/CBT/SACA/BIA/CMI/MOTI/RELP/SMPD/OP/OMB/PVT/STAG/STMH/STDH/CARF/SF/MD/FSA/PW/WN/CM/HEOH/STU/TCC/SSA/CSAA/OPC/ISC/BABA/DAUT/HIVT/STDT/TBS/DP/SSD/AOSS/HAEC/TAEC/SAE/TA/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/MO/AH/SP/,5171AZ85013,-112.08192413304093,33.50476757320793,100.0
Recovery Rx,,,4350 North 19th Avenue,Suite 1,,Phoenix,AZ,85015,(602)388-4986 Intake: (602)568-8169,,SAF/SA/MM/MMW/METH/OTP/CBT/DBT/SACA/REBT/CMI/MOTI/RELP/SMPD/OP/OMB/PVT/STAG/STDH/CARF/SF/CM/HEOH/HS/SSA/CSAA/OPC/BABA/DAUT/STDT/TBS/DP/ACC/SSD/AOSS/HAEC/TAEC/SAE/ICO/FCO/MCO/YAD/ADLT/FEM/MALE/,1669AZ85015,-112.09993751351723,33.500235981075214,100.0
Southwest Behavioral and Health Servs,Methadone Maintenance,,1424 South 7th Avenue,Building C,,Phoenix,AZ,85007,(602)258-3600x4144 Intake: (602)258-3600x0,,SAF/SA/MM/BUM/BU/DSF/ACM/MPD/NXN/METH/OTP/CBT/DBT/SACA/TRC/REBT/BIA/MOTI/ANG/MXM/RELP/SMPD/OP/OMB/ORT/PVT/STAG/STMH/STDH/CARF/SF/MD/MC/SI/PI/FSA/CO/WN/MN/TRMA/CM/PEER/HEOH/HS/NSC/STU/TCC/SSA/SMHD/CSAA/CMHA/OPC/ISC/BABA/SHB/SHC/HIVT/STDT/TBS/DP/ACC/SSD/AOSS/EMP/DVFP/EIH/HAEC/TAEC/SAE/TA/MHS/ICO/GCO/FCO/MCO/YAD/ADLT/FEM/MALE/AH/,7322AZ85007,-112.08253156956421,33.434280461368274,100.0
Valle del Sol,,,1209 South 1st Avenue,,,Phoenix,AZ,85003,(602)258-6797 Intakes: (602)523-9312 (602)258-6797x931,,MHSAF/SA/MM/BUM/BU/MPD/METH/OTP/CBT/DBT/SACA/TRC/TWFA/BIA/CMI/MOTI/ANG/MXM/CRV/RELP/SMPD/OP/OMB/OIT/ORT/PVT/STAG/STMH/STDH/CARF/SF/MD/MC/SI/PI/MI/FSA/SS/PA/AD/PW/WN/MN/TRMA/XA/DV/TAY/CM/PEER/HEOH/HS/NRT/NSC/STU/TCC/SSA/SMHD/CSAA/CMHA/OPC/ISC/BABA/DAUT/SHB/SHC/HIVT/STDT/TBS/DP/ACC/SSD/AOSS/EMP/DVFP/EIH/HAEC/TAEC/SAE/TA/MHS/SHG/ADD/TGD/TID/ICO/GCO/FCO/MCO/CHLD/YAD/ADLT/FEM/MALE/DU/AH/SP/,2153AZ85003,-112.07508123110743,33.43560467634146,100.0
