Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID,Longitude,Latitude,Match Score
Bradford Health Services,,,703 Medical Center Parkway,,,Boaz,AL,35957,(256)593-9152 Intake: (888)265-2373 Hotlines: (256)593-9152 (800)265-2373,www.bradfordhealth.com/contact_us/,locations.html,SA/TX/OP/AD/SF/PI/,2910AL35957,-86.16063777484834,34.21860109644032,100.0
Indian Rivers Mental Health Center,Substance Abuse Intensive/Outpatient,,Highway 17,,,Carrollton,AL,35447,(205)367-8159 Intake: (205)562-3700x104 Hotlines: (205)345-1600 (800)264-1660,,,MH/TX/OP/SF/MD/MC/SI/PI/MI/SS/AH/,9038AL35447,-88.07893088193813,33.2882090273279,100.0
Bridge Inc,Recovery Center for Teens/Cullman,,402 Arnold Street NE,Suite 104,,Cullman,AL,35055,(256)775-8301,www.bridgeinc.org,,SA/TX/OP/AD/CJ/SF/MD/SI/PI/MI/SS/PA/AH/,9513AL35055,-86.88227496430383,34.196379987614414,100.0
Cullman County Treatment Center,,,1912 Commerce Avenue,,,Cullman,AL,35055,(256)739-5595,,Methadone Clients Only,SA/TX/DT/MM/OP/PW/SF/,2781AL35055,-86.87567756831436,34.2048932352126,100.0
Lighthouse Inc,,,925 Convent Road NE,,,Cullman,AL,35055,(256)739-2777,www.geocities.com/lighthouse_cullman,,SA/TX/HH/RL/MN/SF/SS/,2708AL35055,-86.82733340629223,34.188675003777085,100.0
Mental Health Ctr of North Central AL,Quest Rec Ctr Subst Abuse Treatment,,4110 U.S. Highway 31 South,,,Decatur,AL,35603,(256)353-9116 Intakes: (256)355-5904 (800)365-6008 Hotline: (256)355-6091,www.mhcnca.org,,SA/TX/OP/PW/WN/SF/MD/MC/SI/PI/SS/AH/,5798AL35603,-86.97199232280292,34.5278675450569,100.0
Bradford Health Services,Dothan Outreach,,114 Adris Place,,,Dothan,AL,36303,(334)671-1677 Hotline: (334)671-1677,www.bradfordhealth.com,,SA/TX/OP/PH/AD/DU/CJ/SF/SI/PI/MI/,7798AL36303,-85.45949518003475,31.24440712912219,100.0
Spectra Care,The Haven,,831 John D Odom Road,,,Dothan,AL,36303,(334)794-3771 Intake: (334)794-3771x21 Hotline: (334)794-0300,,,SA/TX/RS/SF/MD/SI/SS/,0433AL36303,-85.46066747301337,31.250740537071014,100.0
Baldwin County Mental Health Center,Rapport,,372 South Greeno Road,,,Fairhope,AL,36532,(251)990-8961 Intakes: (251)990-4234 (258)872-8223 Hotline: (251)928-9500,,,SA/TX/OP/SF/MD/MC/,9108AL36532,-87.88619470218504,30.51438598451874,99.89
Bradford Health Services,Florence Outreach,,1626-A Florence Boulevard,,,Florence,AL,35630,(256)760-0200 Intake: (866)888-8091,www.bradfordhealth.org,,SA/TX/OP/AD/SF/SI/PI/,5458AL35630,-87.65071424515398,34.8222433873526,99.99
Riverbend Center for Mental Health,Substance Abuse Services,,635 West College Street,,,Florence,AL,35630,(256)764-3431x205 Intake: (256)764-3431 Hotline: (256)764-3431,www.rcmh.org,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AH/,3136AL35630,-87.68471101656769,34.79534349627563,100.0
Bridge Inc,Recovery Center for Teens/Fort Payne,,100 7th Street NE,,,Fort Payne,AL,35967,(256)845-7767 Intake: (256)845-6220,www.bridgeinc.org,,SA/TX/OP/SF/MD/SS/PA/AH/,2872AL35967,-85.71774005933308,34.44614004867035,100.0
Family Life Center,,,300 Gault Avenue South,,,Fort Payne,AL,35967,(256)997-9356 Intake: (256)844-2006,www.familylifecenter.ws,,SA/TX/OP/AD/CO/SF/MC/PI/MI/,9515AL35967,-85.72423649193735,34.43935219864058,100.0
Army Substance Abuse Program,,,6th Avenue,Building 132,,Fort Rucker,AL,36362,(334)255-1040,,,SA/TX/OP/DU/PA/AH/,6108AL36362,-85.7187528934878,31.326609107707647,100.0
Bridge Inc,,,3232 Lay Springs Road,,,Gadsden,AL,35904,(256)546-6324,www.bridgeinc.org,,SA/TX/RL/AD/CO/CJ/SF/MD/SI/PI/MI/PA/AH/,3453AL35904,-85.97860622498159,34.07195402964593,100.0
Gadsden Treatment Center Inc,,,1107 West Meighan Boulevard,,,Gadsden,AL,35901,(256)549-0807,www.bitchandgripe.com/Wisconsin.htm,Methadone Clients Only,SA/TX/MM/OP/PW/WN/MN/SF/PI/,7491AL35901,-86.01800955180912,34.02036605590047,100.0
Mountain View Deferred Prosecution,Prosecution Program/Gadsden,,301 North 12th Street,Suites 1-3,,Gadsden,AL,35901,(256)546-9265 Intakes: (256)546-9265x600 (256)546- 9265x608 Hotline: (800)662-1002,www.mtnviewhospital.com,,SA/TX/OP/CJ/SF/AH/,0698AL35901,-86.02112636250472,34.02258935571783,100.0
Mountain View Hospital,,,3001 Scenic Highway,,,Gadsden,AL,35904,(800)245-3645 Intakes: (800)662-2760 (256)546-9265 Hotlines: (800)662-2760 (256)546-9265,www.mtnviewhospital.com,,MH/TX/DT/HI/OP/PH/CO/SE/SF/MC/PI/MI/AH/,2657AL35904,-86.02069245919455,34.07105845576011,100.0
Mountain View Outpatient Program,Chemical Dependency,,3001 Scenic Highway,,,Gadsden,AL,35904,(256)546-9265 Intakes: (256)546-9265x210 (256)546- 9265x211 Hotline: (800)662-1002,www.mtnviewhospital.com,,SA/TX/OP/SF/SI/PI/MI/AH/,2657AL35904,-86.02069245919455,34.07105845576011,100.0
Mountain View Partial Hospitalization,Program,,3001 Scenic Highway,,,Gadsden,AL,35904,(256)546-9265 Intakes: (256)546-9265x268 (256)546- 9265x276 Hotline: (800)662-1002,www.mtnviewhospital.com,,MH/TX/PH/CO/SE/WN/MN/SF/MC/SI/PI/MI/AH/,2657AL35904,-86.02069245919455,34.07105845576011,100.0
Gulf Coast Treatment,,,Interchange Road,,,Grand Bay,AL,36541,(251)865-0123,,Methadone Clients Only,SA/TX/MM/OP/HV/PW/WN/SF/AH/,1102AL36541,-88.32891143959391,30.49813972049453,97.4
Cedar Lodge,A Program of MLBH,,22165 U.S. Highway 431,,,Guntersville,AL,35976,(256)582-4465x104 Intakes: (256)582-4465 (256)582-4452 Hotlines: (256)582-4465 (256)582-5339,www.mlbhc.com,,SA/TX/RS/OP/SF/MD/SI/PI/SS/,3516AL35976,-86.26510688395511,34.41975632422606,100.0
Family Life Center,,,432 Gunter Avenue,,,Guntersville,AL,35976,(256)582-1471 Hotline: (256)582-1471,www.familylifecenter.ws,,SA/TX/OP/DU/SF/PI/SS/,6167AL35976,-86.29408555398426,34.35879763418755,100.0
Marion County Treatment Center,,,1879 Military Street South,,,Hamilton,AL,35570,(205)921-3799,,Methadone Clients Only,SA/TX/MM/OP/PW/WN/MN/SF/PI/AH/SP/,5447AL35570,-87.98942506591645,34.11666921240657,100.0
Crestwood Medical Center of Huntsville,Behavioral Services,,1 Hospital Drive,,,Huntsville,AL,35801,(256)880-4260 Intake: (256)880-4280,www.crestwoodmedcenter.com,,MH-SA/DT/HI/SF/MD/MC/SI/PI/MI/AH/,0304AL35801,-86.57255257785901,34.69296173411103,99.55
Huntsville Madison County MH Center,New Horizons Recovery Center,,600 Saint Clair Street,Number 9 Suite 23,,Huntsville,AL,35801,(256)532-4141 Intake: (256)533-1970 Hotline: (256)533-1970,www.mhcmc.org,,SA/TX/OP/SF/MD/MC/SI/PI/PA/AH/SP/,1153AL35801,-86.58760002189669,34.721767485478075,97.61
Huntsville Metro Treatment Center,,,2227 Drake Avenue,Suite 10-D,,Huntsville,AL,35805,(256)881-1311,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,0408AL35805,-86.60357727045357,34.699692947184474,99.55
Pathfinder Inc,,,3104 Ivy Avenue SW,,,Huntsville,AL,35805,(256)534-7644,www.Thepathfinder.us,,HH/,5546AL35805,-86.60824196720881,34.70544750090015,100.0
Northwest Alabama Mental Health Center,,,1100 7th Avenue,,,Jasper,AL,35501,(205)302-9000x9017 Intake: (205)302-9000 Hotlines: (800)489-3971 (205)302-9000,www.nwamhc.com,,MH-SA/TX/OP/AD/CO/DU/SF/MD/MC/SI/PI/MI/SS/AH/,7304AL35501,-87.28264837725199,33.841013943510376,100.0
Walker Recovery Center Inc,,,2195 North Airport Road,,,Jasper,AL,35504,(205)221-1799 Intake: (205)221-1796,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/CJ/SF/PI/,5511AL35504,-87.2675299762368,33.873530970424305,100.0
Metro Treatment of Alabama LP,Sumter County Treatment Center,,106 Hospital Road,Suite 101,,Livingston,AL,35470,(205)652-4919,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,2902AL35470,-88.1828794690595,32.60011634361372,98.04
First Step,Substance Abuse Treatment,,150 Hospital Drive,P. O. Drawer 700,,Luverne,AL,36049,(334)335-6294x225 Intake: (334)335-6294 Hotline: (334)222-7794,,,SA/TX/RS/OP/DU/SF/MD/MC/PI/MI/SS/AH/,2961AL36049,-86.2635348223492,31.69433737153105,100.0
Bradford Health Services,Huntsville Madison Inpt and Outpt,,1600 Browns Ferry Road,,,Madison,AL,35758,(800)879-7272 Intake: (256)461-7272,www.bradfordhealth.com,,SA/TX/DT/HI/RS/PH/AD/SF/PI/MI/,2467AL35758,-86.78332701641291,34.72414300065681,100.0
Bradford Health Services,Mobile Regional Facility,,1000 Hillcrest Road,Suite 304,,Mobile,AL,36695,(800)333-0906 Intake: (251)633-0900 Hotlines: (251)633-0900 (800)333-0906,www.bradfordhealth.com,,SA/TX/OP/AD/WN/MN/SF/SI/PI/AH/,3751AL36695,-88.1907181293662,30.669289799718786,100.0
Bridge Inc,Mobile Campus/Westwood Program,,3401 Newman Road,,,Mobile,AL,36695,(251)633-0475 Intake: (251)633-0475x1028,www.bridgeinc.org,,SA/TX/RL/AD/SF/MD/SI/PI/MI/,4130AL36695,-88.33712499976956,30.619203988751025,100.0
Bridge Inc,Recovery Center for Teens/Mobile,,1874 Pleasant Avenue,,,Mobile,AL,36617,(251)470-1318x615 Intakes: (251)470-1319 (251)470-1318,www.bridgeinc.org,,SA/TX/OP/AD/SF/MD/SI/PI/PA/,6027AL36617,-88.08033575630262,30.702291584754377,100.0
Dauphin Way Lodge,,,1009 Dauphin Street,,,Mobile,AL,36604,(251)438-4729x149 Intakes: (251)438-4729x135 (251)438- 1625x135,www.salvos.com/mobile,,SA/TX/HH/RS/RL/SF/SS/,9975AL36604,-88.05866904000689,30.687729022785767,100.0
ECD Program,,,2950 Springhill Avenue,,,Mobile,AL,36607,(251)476-1677 Intake: (251)476-1683 Hotline: (256)476-1677,,Methadone Clients Only,SA/TX/DT/MM/OP/CO/HV/GL/SE/PW/WN/MN/CJ/SF/AH/,9926AL36607,-88.11049309267267,30.699565375987593,100.0
Franklin Primary Health Center,,,1055 Dauphin Street,,,Mobile,AL,36604,(251)434-8195,,,SA/TX/OP/WN/SF/AH/,4157AL36604,-88.05976178872388,30.687675378605523,100.0
Mobile Mental Health,Oasis,,4211 Government Boulevard,,,Mobile,AL,36693,(251)666-2569,www.mobilementalhealth.com,,SA/TX/MM/OP/PH/WN/CJ/SF/MD/MC/PI/MI/AH/,3152AL36693,-88.14878992184461,30.628666822159875,100.0
Mobile Metro Treatment Center,,,3367 Dauphin Island Parkway,,,Mobile,AL,36605,(251)476-5733,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,8709AL36605,-88.07649336042273,30.602566211206867,100.0
Bradford Health Services,Montgomery Outreach/Montgomery,,386 Saint Lukes Drive,,,Montgomery,AL,36117,(800)873-2887 Intake: (334)244-0702 Hotlines: (800)873-2887 (334)244-0702,www.bradfordhealth.com,,SA/TX/OP/AD/SF/SI/PI/MI/,7774AL36117,-86.17048098061719,32.37906984630004,100.0
Chemical Addictions Program Inc (CAP),,,1153 Air Base Boulevard,,,Montgomery,AL,36108,(334)269-2150,www.capmgm.com,,SA/TX/OP/PH/AD/WN/MN/SF/MD/SI/PI/SS/,4431AL36108,-86.3413790177281,32.352609016165424,100.0
Lighthouse Counseling Center Inc,Intensive Outpatient Unit,,1415 East South Boulevard,,,Montgomery,AL,36116,(334)286-5980x222 Intakes: (334)286-5980x221 (334)286- 5980x225,www.lighthousehelp.com,,SA/TX/OP/CO/PW/WN/SF/MD/MC/SI/PI/SS/AH/,6846AL36116,-86.28371898377488,32.32704278655681,100.0
Montgomery Metro Treatment Center,,,4303 Norman Bridge Road,,,Montgomery,AL,36105,(334)288-5363,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,6849AL36105,-86.29911972503125,32.32229104373711,100.0
Treatment Centers Inc,DBA Shoals Treatment Center,,520 Louise Avenue,,,Muscle Shoals,AL,35661,(256)383-6646 Intake: (256)549-0807,,Methadone Clients Only,SA/TX/MM/OP/HV/PW/WN/MN/SF/PI/SP/F27/F29/F65/F69/,3715AL35661,-87.66815290212082,34.756822616214265,99.55
Bradford Health Services,Tuscaloosa Regional Office,,515 Energy Center Boulevard,,,Northport,AL,35473,(800)891-9673 Intake: (205)750-0227 Hotlines: (800)891-9673 (205)750-0227,www.bradfordhealth.com,,SA/TX/OP/PH/AD/SF/SI/PI/MI/AH/,1744AL35473,-87.55388208085388,33.24001690523693,100.0
Calhoun Treatment Center Inc,,,118 East Choccolocco Street,,,Oxford,AL,36203,(256)831-4601,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/SF/PI/,8190AL36203,-85.83361019652041,33.61507245507789,100.0
East Alabama MH/MR Center,Russell County Clinic,,2400 10th Street,,,Phenix City,AL,36869,(334)298-2405 Intakes: (800)815-0630 (334)742-2877 Hotlines: (800)815-0630 (334)742-2877,,,MH-SA/TX/OP/CO/CJ/SF/MD/SI/PI/SS/PA/AH/,9485AL36869,-85.02616126324338,32.46449744909285,100.0
New Choices Inc,,,136 East Main Street,,,Roanoke,AL,36274,(334)863-2333,,,SA/TX/OP/SF/,0940AL36274,-85.36077741631385,33.15159597032861,98.87
Freedom House,,,15132 Highway 72,,,Rogersville,AL,35652,(256)247-1222 Intake: (256)247-1224 Hotline: (256)247-1222,,,SA/TX/HH/RL/OP/PH/PW/WN/BC/SF/MD/,4635AL35652,-87.31286884665417,34.82882062013204,100.0
Freedom House,Adult Outpatient Services,,111 South Jackson Avenue,,,Russellville,AL,35653,(256)332-1230 Intake: (256)247-1222 Hotline: (256)247-1222,,,SA/TX/OP/CO/PW/WN/CJ/SF/MD/SS/PA/,8481AL35653,-87.7304685803738,34.504724221539085,100.0
Cahaba Ctr for Substance Abuse Servs,,,912 Jeff Davis Avenue,,,Selma,AL,36701,(334)874-2600 Intake: (334)875-2100 Hotlines: (334)875-2109 (800)291-1920,,,SA/TX/OP/AD/PW/SF/MD/SI/PI/MI/SS/PA/AH/,4989AL36701,-87.02907999999996,32.41915000000006,85.0
Shoulder,,,4901 Battleship Parkway,,,Spanish Fort,AL,36577,(251)626-2199,www.theshoulder.org,,SA/TX/HH/RL/SF/PI/SS/PA/,3829AL36577,-87.93945968520796,30.670448388285518,98.72
Cheaha Regional Mental Health,,,1723 Old Birmingham Highway,,,Sylacauga,AL,35150,(256)245-2201 Intake: (256)249-2395 Hotline: (256)245-2201,,,MH/TX/OP/SF/MD/SI/AH/,9262AL35150,-86.27740313359398,33.17719093597016,100.0
Cheaha Regional Mental Health/Caradale,Lodge/Mental Retardation Board Inc,,1721 Old Birmingham Highway,,,Sylacauga,AL,35150,(256)249-2395 Hotline: (256)245-2201,,,SA/TX/DT/RS/OP/HV/DU/SF/MD/SI/AH/,4273AL35150,-86.27737992071009,33.177161147231395,100.0
East Central Mental Health Inc,Substance Abuse Program,,200 Cherry Street,,,Troy,AL,36081,(334)566-6022x242 Intake: (334)566-6022x220 Hotlines: (334)566-3391 (800)467-1208,,,MH-SA/TX/OP/AD/SF/MD/SI/PI/,5583AL36081,-85.97323724420227,31.809386697728467,100.0
Bridge Inc,Recovery Center for Teens/Tuscaloosa,,6001 12th Avenue East,,,Tuscaloosa,AL,35405,(205)344-6483 Intake: (205)345-4340x258,www.bridgeinc.org,,SA/TX/OP/AD/CO/CJ/MD/SI/PI/MI/SS/PA/,7143AL35405,-87.52242312185562,33.152283189423514,100.0
Indian Rivers Mental Health Center,Alcohol and Drug Abuse Program,The Insight Center,3532 23rd Street,,,Tuscaloosa,AL,35401,(205)391-0132,,,SA/TX/RS/OP/PH/CO/PW/WN/SF/MD/MC/PI/MI/SS/AH/,2484AL35401,-87.5829582324172,33.19221721645086,100.0
Phoenix House Inc,,,700 35th Avenue,,,Tuscaloosa,AL,35401,(205)758-3867,,,SA/TX/HH/RL/HV/WN/MN/SF/SS/PA/,6479AL35401,-87.58155200052153,33.204355385715296,100.0
Tuscaloosa Treatment Center,,,1001 Mimosa Park Road,,,Tuscaloosa,AL,35405,(205)752-5857 Hotline: (205)752-5857,,Methadone Clients Only,SA/TX/MM/DM/OP/CO/HV/GL/SE/PW/WN/MN/CJ/SF/PI/MI/,5701AL35405,-87.55181937830143,33.15494892799984,100.0
Veterans Affairs Medical Center,MAPS/MI Addiction PTSD Services,,3701 Loop Road East,,,Tuscaloosa,AL,35404,(205)554-2000x2690 Intake: (205)554-2000x3158,www.vaww.visn7.med.ua.gov,,SA/TX/RS/OP/PH/CO/SE/SF/MC/PI/MI/AH/,9877AL35404,-87.48654698370329,33.19129001032155,98.87
VA Central Alabama Healthcare System,,,2400 Hospital Road,,,Tuskegee,AL,36083,(334)727-0550 Intakes: (334)727-0550x2678 (334)727- 0550x3838,,www1.va.gov/directory,GH/TX/RS/OP/CO/SF/PI/MI/PA/,9406AL36083,-85.70841234375703,32.43707538345293,100.0
Bradford Health Services,Warrior Lodge/Jefferson,,1189 Allbritton Road,,,Warrior,AL,35180,(800)333-1865 Intakes: (800)333-1865x2400 (205)647-1945 Hotlines: (800)333-1865x2400 (205)647- 1945x2400,www.bradfordhealth.com,,SA/TX/DT/RS/RL/SF/PI/MI/,3440AL35180,-86.87165668554245,33.82449669475884,100.0
A New Direction,c/o Elmore Community Hospital,,500 Hospital Drive,,,Wetumpka,AL,36092,(877)647-7552 Intake: (334)514-3709,,,SA/TX/DT/HI/CO/WN/MN/SF/MD/MC/PI/MI/,3389AL36092,-86.18704253164417,32.552381997253924,100.0
Chemical Addictions Program Inc,Hillside MH Ctr/Adult Outpatient Servs,,8721 Highway 231 North,,,Wetumpka,AL,36092,(334)269-2150,,,SA/TX/OP/SF/MD/SI/PI/SS/,9623AL36092,-86.19177436272501,32.56047370776954,98.85
TCC Allakaket Counseling Center,P.O. Box 89,,,,,Allakaket,AK,99720,(907)968-2210,,,MH-SA/TX/OP/PA/,6549AK99720,-152.65183939999997,66.56370220000008,100.0
Akeela Inc,Akeela House,,2804 Bering Street,,,Anchorage,AK,99503,(907)562-4409 Intake: (907)562-4416,www.akeela.org,,SA/TX/HH/RL/HV/GL/SE/PW/WN/SF/PI/,3752AK99503,-149.89610380953937,61.19483653977273,100.0
Alaska VA Healthcare Sys/Reg Office,Social and Behavioral Health Service,,2925 DeBarr Road,,,Anchorage,AK,99508,(907)257-4854 Intake: (907)257-4855,www.vaww.visn20.med.va.gov/anchorage,,MH-SA/TX/DT/OP/PW/WN/DU/SF/MD/MC/SI/PI/MI/,1181AK99508,-149.82716902616767,61.20982748978329,100.0
Alaska Womens Resource Center,,,610 C Street,Suite 2-A,,Anchorage,AK,99501,(907)276-0528,www.awrconline.org,,MH-SA/TX/OP/CO/WN/SF/MD/PI/MI/SS/AH/,1767AK99501,-149.88738746842716,61.216356992356644,100.0
Alaska Womens Resource Center,,,611 West 47th Street,,,Anchorage,AK,99501,(907)276-0528 Intake: (907)569-0097,www.awrconline.org,,MH-SA/TX/RS/RL/OP/PH/WN/BC/SF/MD/SI/PI/MI/SS/AH/SP/,7219AK99501,-149.89515103860532,61.177737499204376,90.44
Cook Inlet Tribal Council Inc,Ernie Turner Center,,4330 South Bragaw Street,,,Anchorage,AK,99508,(907)550-2400,www.citci.com,,SA/TX/DT/HI/RL/HV/SE/SF/PI/N3/N34/N40/,8156AK99508,-149.808305987668,61.22077810931108,92.12
Genesis Recovery Services Inc,,,2825 West 42nd Avenue,,,Anchorage,AK,99517,(907)243-5130,,,SA/TX/HH/RS/RL/OP/PH/HV/GL/WN/MN/DU/CJ/SF/PI/SS/,3917AK99517,-149.93798776061183,61.18226397837625,100.0
Narcotic Drug Treatment Center Inc,Center for Drug Problems,,520 East 4th Avenue,Suite 102,,Anchorage,AK,99501,(907)276-6430,www.ndtc.ak.org,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/WN/MN/CJ/SF/MD/PI/SS/PA/AH/,5954AK99501,-149.87406602589138,61.21851252448672,100.0
Providence Alaska Medical Center,Providence Breakthrough,,2401 East 42nd Avenue,Suite 103,,Anchorage,AK,99508,(907)562-7325 Intakes: (907)562-1925 (800)478-0615,www.providence.org/alaska,,SA/TX/OP/PH/CO/HV/GL/SE/PW/WN/MN/CJ/SF/SI/PI/MI/,3483AK99508,-149.8358319745566,61.1826675251046,100.0
Recovery Connection LLC,,,500 Muldoon Road,Suite 9,,Anchorage,AK,99504,(907)332-7660,,,SA/TX/DT/OP/DU/SF/SI/PI/MI/,5342AK99504,-149.73350754460964,61.217742981956214,100.0
Salvation Army,Clitheroe Center,,1709 South Bragaw Street,Suite B,,Anchorage,AK,99508,(907)276-2898 Intake: (877)376-2898,www.salvationarmy.org/clitheroe,,SA/TX/OP/CO/WN/MN/SF/MD/PI/MI/SS/AH/SP/,4531AK99508,-149.80830253558602,61.205629790763204,98.87
Southcentral Foundation,Dena A Coy,,4130 San Ernesto Avenue,,,Anchorage,AK,99508,(907)729-5070x5073 Intakes: (907)729-5070 (907)729-6300,www.southcentralfoundation.org,,SA/TX/RS/RL/CO/PW/WN/BC/SF/MD/SI/PI/MI/SS/AH/N3/N15/N40/,9011AK99508,-149.80274902181827,61.21246250868414,100.0
Starting Point,,,341 West Tudor Road,,,Anchorage,AK,99503,(907)562-6116,,,SA/TX/OP/DU/SF/PI/,5475AK99503,-149.88989835134237,61.18089336956906,100.0
Volunteers of America Alaska,Assist,,1675 C Street,Suite 201,,Anchorage,AK,99501,(907)279-9634,www.voaak.org,,SA/TX/OP/DU/SF/MD/SI/PI/MI/SS/,9744AK99501,-149.88709804131045,61.205825005288155,100.0
Yukon/Kuskokwim Health Corporation,Phillips Ayagnirvik Treatment Center,,324 Radio Street,,,Bethel,AK,99559,(907)543-6735 Intake: (800)478-2642 Hotlines: (907)543-6730 (800)478-2642x6730,www.ykhc.org,,MH-SA/TX/DT/RS/RL/OP/PH/AD/CO/WN/MN/DU/CJ/SF/MD/MC/PI/MI/SS/PA/AH/N40/,2608AK99559,-161.77248467998103,60.79167979915138,100.0
