Year,Page,Center_name,Street_address,City,State,Postal_code,Phone,Keys
2017,887,Veterans A˜airs Medical Center Substance Use Disorders Program Clinic,1501 San Pedro Street SE,Albuquerque,NM,87108,(505) 265-1711x2220 Intake: (505) 265-1711x2150,MHSAF SA DT BUM BMW RPN BU DSF ACM MPD NXN VTRL HH PAIN UBN CBT DBT SACA TRC BIA MOTI RELP SMPD RES OP RL OD OMB OIT ORT GH VAMC HLA JC CARF MD MC PI MI FSA PA VET CM PEER HEOH HS NRT NSC STU TCC SSA SMHD CSAA CMHA OPC BABA DAUT SHB SHC HIVT STDT TBS DP ACC SSD AOSS EMP DVFP EIH HAEC TAEC SAE TA MHS SHG ADTX BDTX CDTX ODTX ICO GCO MCO YAD ADLT FEM MALE
2017,887,San Felipe Health Station,127 Hagen Road,Algodones,NM,87001,(505) 867-2739,MHSAF SA MOA CBT SACA TRC TWFA BIA CMI MOTI ANG RELP SMPD OP ORT TBG SF MD SI PI ITU ATR FSA PA WN MN CM PEER HS STU SSA SMHD CSAA CMHA OPC ISC DP ACC SSD AOSS EMP DVFP SAE TA MHS SHG TGD TID ICO GCO FCO MCO CHLD YAD ADLT FEM MALE N16
2017,887,Presbyterian Medical Services Artesia Health Resources,1105 Memorial Drive,Artesia,NM,88210,(575) 746-9848,MHSAF SA MPD NOOP CBT DBT SACA TRC TWFA BIA CMI MOTI ANG MXM RELP SMPD OP ORT CT PVT STAG STMH STDH JC NCQA SF MD MC PI MI ATR FSA SS PA CM HEOH HS NRT NSC STU TCC SSA SMHD CSAA CMHA DAUT SHB SHC HIVT STDT TBS DP SSD AOSS HAEC TAEC SAE MHS ADD TGD ICO GCO FCO MCO ADLT FEM MALE 
2017,887,Recovery Service of New Mexico Belen,2443 Highway 47,Belen,NM,87002,(505) 861-2066,SAF SA MM MMW METH OTPA OTP CBT SACA TWFA BIA MOTI MXM RELP SMPD OP OMB PVT STAG STDH CARF SF MD CM PEER HEOH HS STU TCC SSA SMHD CSAA OPC BABA DAUT SHB SHC TBS DP ACC SSD AOSS EMP HAEC TAEC SAE SHG ICO GCO YAD ADLT FEM MALE MO SP
2017,887,Presbyterian Medical Services School Based Health Center,3000 West Church Street,Carlsbad,NM,88220,(575) 234-3319,SA MPD NOOP CBT DBT TRC REBT BIA CMI MOTI ANG SMON OP ORT PVT STMH JC SF MD SI PI SS PA AD CM CSAA CMHA DP ACC SSD MHS ADD TGD TID ICO FCO FEM MALE
2017,887,Consulting Psychological Services,921 East 21st Street Suite D,Clovis,NM,88101,(575) 762-0212 Intake: (575) 762-2853,MHF SA MOA CBT SACA TRC REBT TWFA BIA ANG RELP SMPD OP ORT PVT STAG STMH STDH SF MD MC SI PI MI HEOH STU TCC SSA SMHD CSAA CMHA DP ACC SSD EMP DVFP SAE MHS ADD TGD TID ICO GCO FCO MCO CHLD YAD ADLT FEM MALE
2017,887,Life Skills Learning Center,1200 ˛ornton Street Suite H,Clovis,NM,88101,(575) 935-4411 Intake: (575) 763-4400,MHSAF SA NOOP CBT DBT SACA TRC REBT BIA CMI MOTI ANG MXM RELP SMPD OP OIT ORT PVT SF MD FSA CJ WN MN DV CM HS SMHD CMHA OPC DP ACC AOSS DVFP SAE MHS ICO GCO FCO CHLD YAD ADLT FEM MALE DU SP
2017,887,Mental Health Resources Inc,1100 West 21st Street,Clovis,NM,88101,(575) 769-2345,MHSAF SA MPD NOOP CBT SACA TRC REBT TWFA BIA CMI MOTI ANG MXM RELP SMPD OP ORT CT PVT STDH SF MD MC SI PI MI ATR FSA PA CM PEER HEOH HS TCC SSA SMHD CSAA CMHA OPC ISC DAUT DP ACC SSD AOSS EMP SAE MHS SHG ICO GCO FCO MCO ADLT FEM MALE DU AH SP
2017,888,Crownpoint Healthcare Facility Highway Junction,57 Route 9,Crownpoint,NM,87313,(505) 786-6464 Intakes: (505) 786-6232 (505) 786-6237,MHSAF SA MPD NXN MOA CBT DBT SACA TRC REBT TWFA BIA CMI MOTI ANG CRV RELP SMON OP ORT GH IH STDH HLA MD MC SI PI ITU FSA CM TCC SSA SMHD CSAA CMHA ISC BABA DAUT SHB SHC HIVT STDT TBS DP ACC SSD DVFP SAE MHS ADD TGD TID ICO GCO FCO MCO CHLD ADLT FEM MALE N23
2017,888,Dept of Behavioral Health Services Crownpoint Outpatient Treatment Center Southwest Highland Drive,,Crownpoint,NM,87313,(505) 786-2111 Intake: (505) 786-2116,"SAF SA NOOP CBT SACA TRC TWFA BIA CMI MOTI ANG MXM RELP SMON OP ORT IH STAG STMH STDH MD ITU FSA PA CO GL VET CJ SE AD PW WN MN HV TRMA XA DV TAY CM SSA CSAA OPC ISC BABA DAUT DP ACC SSD DVFP SAE TA SHG ICO GCO FCO MCO CHLD YAD ADLT FEM MALE N23 CUBA Cuba Health Center PMS 6349 U.S. Highway 550 Cuba, NM 87013 (575) 289-3291 MHF SA MPD NOOP CBT SACA TRC BIA MOTI ANG RELP SMPD OP ORT PVT STMH STDH JC SF MD MC PI MI ITU FSA SS PA CM HEOH HS NRT NSC STU SSA SMHD CSAA CMHA OPC DAUT SHB SHC HIVT STDT TBS DP ACC AOSS DVFP HAEC SAE MHS ICO FCO MCO ADLT FEM MALE F28"
2017,888,Human Resources Dev Assoc Inc,1114 Plaza del Norte Suite B,Espanola,NM,87532,(505) 753-8933 Intake: (505) 753-1362,MHSAF SA MOA CBT DBT SACA TRC BIA CMI MOTI ANG RELP SMPD OP ODT OIT ORT PVT STAG STMH SF MC PI FSA CO GL VET MF CJ SE AD PW WN MN HV TRMA XA DV TAY CM HS SSA SMHD CSAA CMHA BABA DAUT DP SSD AOSS DVFP TAEC SAE MHS ACU TGD ICO GCO FCO MCO CHLD ADLT FEM MALE DU SP
2017,888,New Mexico Treatment Services LLC,208 Guachpangue Road,Espanola,NM,87532,(505) 747-8187 Intake: (505) 982-2129,SAF SA MM METH OTPA OTP CBT SACA MOTI RELP SMPD OP OMB PVT STAG CARF SF MD SI PI FSA PW CM HEOH HS TCC SSA SMHD CSAA OPC BABA DAUT STDT TBS DP ACC SSD AOSS EMP DVFP TAEC SAE ICO GCO FCO MCO YAD ADLT FEM MALE MO AH SP
2017,888,Presbyterian Medical Services (PMS) Valley Community Health Center,835 Spruce Street Suite C,Espanola,NM,87532,(505) 747-7400,MHSAF SA BUM RPN BU DSF ACM MPD NXN VTRL UBN CBT DBT SACA TRC REBT TWFA BIA MOTI ANG MXM RELP SMON OP ORT PVT STAG STMH STDH JC SF MD MC SI PI MI FSA TRMA CM PEER HEOH HS NRT NSC STU TCC SSA SMHD CSAA CMHA OPC ISC BABA DAUT SHB SHC HIVT STDT TBS DP ACC SSD AOSS EMP DVFP EIH HAEC TAEC SAE MHS ICO GCO FCO CHLD YAD ADLT FEM MALE SP
2017,888,Santa Clara Pueblo Behavioral Health,1 Kee Street 360 Fog Road,Espanola,NM,87532,(505) 692-6315x1294 Intakes: (505) 692-6315 (505) 753-7326x1326,MHSAF SA MOA CBT SACA TRC TWFA BIA ANG MXM RELP SMPD OP OIT ORT TBG ITU FSA CM PEER HS STU SSA SMHD CSAA OPC ISC BABA DAUT DP ACC SSD AOSS DVFP SAE TA MHS SHG ICO GCO FCO MCO CHLD YAD ADLT FEM MALE
2017,888,Desert View Family Counseling Services,6100 East Main Street,Farmington,NM,87402,(505) 326-7878,MHSAF SA MPD NOOP CBT DBT SACA TRC REBT BIA CMI MOTI ANG MXM RELP SMON OP ORT PVT SF MD SI PI FSA SS PA CO GL VET ADM MF CJ SE AD PW WN MN HV TRMA XA DV TAY CM PEER SSA SMHD CSAA CMHA DAUT DP ACC SSD AOSS DVFP SAE TA MHS ADD TGD TID ICO GCO FCO MCO ADLT FEM MALE AH
2017,888,Four Winds Recovery Center Inc,1313 Mission Avenue,Farmington,NM,87499,(505) 327-7218,SAF SA NMOA CBT DBT SACA TRC REBT TWFA BIA MOTI ANG MXM RELP SMPD RES OP RS RL OIT ORT PVT STAG STMH STDH SF PI FSA SS CO GL VET ADM MF CJ SE PW WN MN HV TRMA XA DV CM HEOH SSA SMHD CSAA CMHA OPC ISC BABA DAUT SHB SHC HIVT STDT TBS DP ACC AOSS HAEC TAEC SAE SHG ICO GCO FCO MCO YAD ADLT FEM MALE
2017,889,New Mexico Treatment Services LLC Farmington,607 East Apache Street,Farmington,NM,87401,(505) 326-2012,SAF SA MM METH OTPA OTP CBT DBT SACA TRC CMI MOTI RELP SMPD OP OMB ORT PVT STDH CARF SF MD SI PI MI FSA PW TRMA CM PEER HEOH HS SSA CSAA OPC BABA DAUT SHB SHC HIVT STDT TBS DP ACC AOSS HAEC TAEC SAE MHS ICO GCO FCO YAD ADLT FEM MALE MO N23
2017,889,Presbyterian Medical Services Farmington Community Hlth Ctr/SA Prog,744 West Animas,Farmington,NM,87401,(505) 326-9157 Intakes: (505) 325-0238 (505) 566-0333,SAF SA DSF ACM MPD NXN VTRL MOA CBT SACA TRC REBT TWFA BIA CMI MOTI ANG MXM RELP SMON OP ORT PVT JC SF MD MC SI PI MI FSA SS PA CO VET ADM MF CJ WN MN TRMA XA DV CM PEER HEOH HS NRT NSC STU TCC SSA SMHD CSAA CMHA OPC DAUT DP ACC SSD AOSS EMP DVFP HAEC TAEC SAE MHS ADD TGD TID ICO GCO FCO YAD ADLT FEM MALE AH
2017,889,Presbyterian Medical Services Totah Behavioral Health Authority,1615 Ojo Court,Farmington,NM,87401,(505) 564-4804,MHSAF SA MOA CBT DBT SACA TRC TWFA BIA CMI MOTI ANG MXM RELP SMPD OP ODT OIT ORT PVT STMH STDH SF MD MC SI PI MI ITU FSA SS CJ WN MN TRMA CM PEER HS STU SSA SMHD CSAA OPC ISC BABA DP ACC SSD AOSS EMP DVFP SAE TA MHS ACU SHG TGD ICO GCO FCO MCO YAD ADLT FEM MALE DU AH N23 N41 SP
2017,889,Na Nizhoozhi Center Inc A Bridge to Recovery,2205 East Boyd Street,Gallup,NM,87301,(505) 863-3869,SAF DT NOOP SACA MOTI RELP SMPD RES RD PVT NP FSA PA WN MN BABA SHC HIVT ADTX ICO GCO YAD ADLT FEM MALE N23
2017,889,Na Nizhoozhi Center Inc (NCI) A Bridge To Recovery,506 Frances Street,Gallup,NM,87301,(505) 722-9282 Intake: (505) 722-2433,SAF SA MOA SACA MOTI RELP SMON RES RL PVT STAG STDH SF SI ITU FSA PA HEOH SSA CSAA BABA DAUT DP ACC EIH HAEC SAE ICO GCO YAD ADLT FEM MALE N23
2017,889,Navajo Nation DBHS Gallup Outpatient Treatment Center,300 West Nizhoni Boulevard Suite A,Gallup,NM,87301,(505) 722-9470 Intake: (505) 722-9394,SAF SA MOA CBT SACA REBT TWFA BIA MOTI ANG RELP SMON OP ORT TBG FSA AD MN CM STU SSA SMHD CSAA OPC ISC DP ACC SSD SAE ICO GCO FCO CHLD ADLT FEM MALE N23
2017,889,Presbyterian Medical Services Western New Mexico Medical Group BH,2025 East Aztec Road,Gallup,NM,87301,(505) 863-3828,MHSAF SA MPD MOA CBT DBT SACA TRC REBT BIA MOTI ANG MXM RELP SMON OP ORT CT PVT STMH STDH JC SF MD MC SI PI MI SS CJ AD HEOH HS STU TCC SSA SMHD CSAA CMHA ISC DP ACC SSD AOSS DVFP SAE MHS ADD TGD ICO GCO FCO MCO ADLT FEM MALE
2017,889,Veterans Administration PRRTP,513 South William Street Building 15,Gallup,NM,87301,(505) 722-3760 Intake: (505) 722-3761x6691,SAF SA MPD NXN NOOP CBT DBT SACA TRC REBT TWFA BIA MOTI ANG MXM CRV RELP SMPD RES RL GH VAMC HLA JC CARF NP FSA PA CM HEOH HS NRT NSC SSA CSAA OPC BABA DAUT DP ACC SSD AOSS EMP SAE TA MHS SHG ICO GCO FCO MCO YAD ADLT FEM MALE
2017,889,Guidance Center of Lea County Inc,920 West Broadway,Hobbs,NM,88240,(575) 393-3168x215 Intakes: (575) 393-3168 (575) 393-3169,MHSAF SA MPD NOOP CBT SACA TRC TWFA BIA CMI MOTI ANG MXM CRV RELP SMPD OP OIT ORT PVT STAG STMH STDH JC SF MD MC SI PI MI ATR FSA SS CO AD PW WN MN TAY CM PEER HEOH HS STU SSA SMHD CSAA CMHA OPC ISC DAUT DP ACC SSD AOSS EMP DVFP HAEC TAEC SAE TA MHS SHG ADD TGD TID ICO GCO FCO MCO CHLD ADLT FEM MALE SP
2017,889,Humphrey House,3821 West College Lane,Hobbs,NM,88242,(575) 392-2231,MHSAF SA MPD HH NOOP CBT DBT SACA TRC REBT BIA CMI MOTI ANG RELP SMON RES RS RL PVT STMH STDH SF MD SI PI MI FSA SS PA CO AD TRMA XA CM PEER HEOH HS NSC TCC SSA SMHD CSAA CMHA OPC ISC BABA DAUT DP ACC SSD AOSS EMP DVFP HAEC SAE TA MHS ICO GCO FCO BC CHLD ADLT FEM MALE SP
2017,890,Recovery Group,1141 Mall Drive,Las Cruces,NM,88001,(575) 522-0660,SAF SA DT MM MMW METH OTPA OTP CBT SACA TRC TWFA CMI MOTI ANG RELP SMON OP OD OMB ORT CT PVT STAG STDH CARF SF MD SI PI HS STU TCC SSA SMHD CSAA BABA DAUT TBS DP AOSS EMP DVFP SAE ODTX ICO GCO FCO MCO YAD ADLT FEM MALE MO 
2017,890,Mesilla Valley Hospital,3751 Del Rey Boulevard,Las Cruces,NM,88012,(575) 382-3500 Intake: (800) 877-3500,MHF SA DT BMW BU MPD NXN UBN CBT DBT SACA TRC TWFA BIA CMI MOTI ANG RELP SMPD HI OP ODT ORT HID HIT CT PSYH PVT STMH JC SF MD MC SI PI MI CO WN MN CM NRT TCC SSA SMHD CSAA CMHA BABA DAUT SHB SHC HIVT STDT TBS DP ACC SAE MHS SHG ADTX BDTX CDTX MDTX ODTX ICO GCO FCO YAD ADLT FEM MALE AH SP
2017,890,Epoch Behavioral Healthcare Inc Epoch Integrated Health Services,250 South Main Street,Las Cruces,NM,88001,(855) 469-3242,MHSAF SA BUM BU MPD UBN OTPA CBT DBT SACA TRC REBT TWFA BIA CMI MOTI ANG MXM RELP SMON OP OMB ORT PVT STAG STMH STDH SF MD MC SI PI MI SS CO GL VET ADM MF CJ SE PW WN MN HV TRMA XA DV TAY PEER HS SSA SMHD CSAA CMHA OPC ISC DAUT DP ACC SSD DVFP SAE MHS ADD TGD TID ICO GCO FCO MCO YAD ADLT FEM MALE AH SP
2017,890,Esperanza Guidance Services Inc,2805 Las Vegas Court Suite B,Las Cruces,NM,88007,(575) 522-5144,SAF SA DSF MPD NXN NOOP CBT SACA TRC REBT TWFA BIA MOTI ANG MXM RELP SMPD OP ORT CT PVT SF MD PI FSA SS CO GL VET ADM MF CJ SE PW WN MN TRMA XA DV SSA CSAA CMHA OPC ISC BABA DAUT DP ACC DVFP SAE TA MHS ICO GCO FCO MCO YAD ADLT FEM MALE DU SP
2017,890,James J Lehman,702 Parker Road,Las Cruces,NM,88005,(575) 524-6807,MHSAF SA NOOP CBT SACA TRC REBT TWFA ANG SMPD OP ORT PVT SF MD MC SI PI MI SS SSA SMHD ICO GCO FCO MCO ADLT FEM MALE
2017,890,Nava Counseling Services,2293 Divot Drive Suite 2,Las Cruces,NM,88001,(575) 524-2505,MHSAF SA MOA CBT DBT SACA TRC TWFA BIA CMI MOTI ANG RELP SMON OP OIT ORT PVT STAG SF MD SI PI SS CJ WN MN TRMA DV CM PEER SSA SMHD CSAA OPC ISC BABA DAUT DP ACC SSD AOSS DVFP SAE MHS ADD TGD TID ICO GCO FCO MCO YAD ADLT FEM MALE DU SP
2017,890,Triad Behavioral Healthcare,1401 South Don Roser Drive Suite F-1,Las Cruces,NM,88011,(575) 521-4848,MHF SA MPD MOA CBT DBT SACA TRC TWFA BIA CMI MOTI ANG MXM RELP SMPD OP ORT PVT SF MD MC SI PI MI SS NSC STU SSA SMHD CMHA DAUT DP SSD MHS ADD TGD TID ICO FCO MCO CHLD YAD ADLT FEM MALE SP
2017,890,Human Resources Dev Associates Inc Las Vegas Community Corrections,609 University Avenue,Las Vegas,NM,87701,(505) 454-8349,SAF SA MOA CBT DBT SACA TRC TWFA BIA CMI MOTI ANG RELP SMPD OP OIT ORT PVT STAG STDH COA SF MD SI PI MI FSA CO VET ADM MF CJ WN MN HV TRMA XA DV TAY CM SSA SMHD CSAA CMHA ISC DAUT DP ACC SSD DVFP SAE MHS ICO GCO FCO MCO YAD ADLT FEM MALE DU SP
2017,890,Rio Grande Alcoholism Treatment Program,2301 7th Street Suite A,Las Vegas,NM,87701,(505) 454-9611,SAF SA MOA CBT SACA TRC REBT TWFA CMI MOTI ANG MXM RELP SMPD OP OIT ORT PVT STAG STDH CARF SF MD SI PI FSA SS PA CM PEER HEOH SSA SMHD CSAA OPC ISC BABA DAUT DP ACC SSD DVFP HAEC TAEC SAE ICO GCO YAD ADLT FEM MALE DU SP
2017,890,Los Alamos Family Council Inc,1505 15th Street Suite C,Los Alamos,NM,87544,(505) 662-4160 Intakes: (505) 662-3264 (505) 662-4422,MHSAF SA MOA CBT DBT SACA TRC TWFA BIA MOTI ANG MXM RELP SMPD OP OIT ORT PVT STMH STDH SF MD SI PI FSA SS HEOH SSA SMHD CSAA CMHA OPC ISC BABA DAUT DP ACC SSD AOSS DVFP HAEC TAEC SAE MHS ADD TGD TID ICO GCO FCO MCO CHLD ADLT FEM MALE DU
2017,891,Central New Mexico Counseling Service,431 Luna Avenue,Los Lunas,NM,87031,(505) 565-9496,MHSAF SA NOOP CBT DBT SACA TRC REBT BIA CMI MOTI ANG MXM RELP SMPD OP ORT PVT SF MD SI PI MI CO GL VET ADM MF CJ SE AD PW WN MN HV TRMA XA DV TAY CM PEER TCC SSA SMHD CSAA OPC DP ACC SSD MHS SHG ADD TGD TID ICO FCO MCO ADLT FEM MALE SP
2017,891,Guidance Center of Lea County Inc Lovington,315 North 1st Street,Lovington,NM,88260,(575) 393-3168x215 Intake: (575) 396-3818,MHSAF SA MPD NOOP CBT SACA TRC TWFA BIA CMI MOTI ANG MXM RELP SMPD OP OIT ORT PVT STAG STMH STDH SF MD MC SI PI MI FSA SS CO AD PW WN MN TAY CM HS STU SSA SMHD CSAA CMHA OPC ISC DP ACC SSD AOSS SAE MHS ADD TGD TID ICO GCO FCO MCO CHLD ADLT FEM MALE SP
2017,891,Alamo Navajo School Board Inc Alamo Navajo Behavorial Health Clinic Highway,169 Mile Marker 29,Magdalena,NM,87825,(575) 854-2626x101 Intake: (575) 854-2626x115,MHSAF SA DT MPD NXN VTRL MOA CBT DBT SACA TRC REBT TWFA BIA CMI MOTI ANG MXM CRV RELP SMON OP OD ORT CT IH STAG STMH STDH HLA SF MD MC SI PI ITU FSA PA CO GL VET CJ AD PW WN MN HV TRMA XA DV TAY CM PEER HEOH HS NRT STU TCC SSA SMHD CSAA CMHA OPC ISC BABA DAUT SHB SHC HIVT STDT TBS ACC SSD AOSS EMP DVFP EIH HAEC TAEC SAE TA MHS SHG ADD TGD TID ICO GCO FCO MCO CHLD YAD ADLT FEM MALE DU N23
2017,891,Valle del Sol of New Mexico,717 North Abrahames Road Suite D,Moriarty,NM,87035,(505) 384-0220,MHSAF SA MPD MOA CBT DBT SACA TRC TWFA BIA CMI MOTI ANG MXM RELP SMPD OP OIT ORT PVT STAG STMH STDH SF MD MC SI PI MI CO GL VET CJ SE AD PW WN MN HV TRMA XA DV TAY CM HS STU TCC SSA SMHD CSAA CMHA OPC DAUT DP ACC SSD AOSS EMP DVFP SAE MHS SHG ADD TGD TID ICO GCO FCO MCO CHLD YAD ADLT FEM MALE DU
2017,891,Sangre de Cristo House Interfaith Leap Inc,816 Highway 22,Pena Blanca,NM,87041,(505) 465-2040,SA NMOA CBT DBT SACA TRC TWFA BIA CMI MOTI ANG RELP RD OMB OIT PVT CO GL VET CJ PW WN TRMA XA DV CM PEER HS STU TCC SSA SMHD CSAA ISC BABA DAUT DP SSD CCC AOSS EMP TAEC SAE TA SHG ICO GCO FCO MCO BC YAD ADLT FEM
2017,891,Mental Health Resources Inc Mental Health and Substance Abuse,300 East 1st Street,Portales,NM,88130,(575) 359-1221 Intake: (575) 359-1223,MHSAF SA MOA CBT SACA TRC BIA MOTI ANG MXM RELP SMPD OP ORT PVT STAG STMH STDH SF MD MC SI PI MI FSA SS CO PEER HS STU SSA SMHD CSAA ISC DP ACC SSD AOSS EMP DVFP SAE MHS ADD TGD TID ICO GCO FCO MCO ADLT FEM MALE AH
2017,891,Acoma Canoncito Laguna (ACL) Hospital,80 Veterans Boulevard Suite B,Pueblo of Acoma,NM,87034,(505) 552-5300,GHF SA DSF MPD NXN NOOP CBT DBT SACA TRC BIA CMI MOTI ANG RELP SMON RES OP RL ORT GH IH STAG STDH HLA JC CARF NCQA SF MD MC SI PI MI ITU CM PEER HEOH NRT NSC STU SSA SMHD CSAA CMHA ISC BABA DAUT SHB SHC HIVT STDT TBS DP ACC SSD AOSS DVFP SAE MHS SHG ADD TGD TID ICO FCO MCO CHLD YAD ADLT FEM MALE N13 N16 N23 N36 N49
2017,892,Pueblo of Acoma,45 Pinsbarri Drive,Pueblo of Acoma,NM,87034,(505) 552-6661,MHSAF SA MOA CBT SACA TRC TWFA CMI MOTI ANG RELP SMPD OP OIT ORT TBG SF ITU FSA PA CJ WN CM PEER STU TCC SSA SMHD CSAA CMHA OPC ISC DP ACC SSD AOSS EMP SAE TA MHS ACU SHG TGD ICO GCO FCO MCO CHLD ADLT FEM MALE DU N16
2017,892,Presbyterian Medical Services ˇuesta Health Center,2573 State Highway 522,ˇuesta,NM,87556,(575) 586-0315,MHSAF SA DT BUM BMW DB RPN BU DSF ACM MPD NXN VTRL UBN CBT DBT SACA TRC REBT TWFA BIA CMI MOTI ANG MXM RELP SMON OP OMB ORT CT PVT STAG STMH STDH JC SF MD MC SI PI MI FSA CM PEER HEOH HS NRT NSC STU TCC SSA SMHD CSAA CMHA OPC ISC BABA DAUT SHB SHC HIVT STDT TBS DP ACC SSD AOSS EMP DVFP EIH HAEC TAEC SAE MHS SHG TGD ICO GCO FCO MCO ADLT FEM MALE AH SP
2017,892,Human Resources Dev Assoc Inc Raton Community Corrections,130 South 3rd Street,Raton,NM,87740,(575) 445-9761,MHSAF SA NMOA MOA CBT SACA TRC REBT TWFA BIA CMI MOTI ANG RELP SMPD OP ORT PVT STAG STMH STDH NCQA SF MD MC PI FSA CO GL VET CJ SE AD PW WN MN TRMA XA DV TAY CM HEOH HS SSA SMHD CSAA BABA DAUT DP ACC SSD AOSS EMP DVFP HAEC TAEC SAE MHS ICO GCO FCO MCO YAD ADLT FEM MALE SP
