address,city,state,zip,Longitude,Latitude,Match Score
12213 W BELL ROAD STE 110 NA SURPRISE AZ 85374,SURPRISE,AZ,85374,-112.32317005857973,33.63859249448328,99.15
218 MAIN STREET SUITE 114 & 118 TRUSSVILLE AL 35173,TRUSSVILLE,AL,35173,-86.60918736206797,33.61941977106947,99.31
1830 LEE AVE SW SUITE B-D CULLMAN AL 35055,CULLMAN,AL,35055,-86.8418853389293,34.154271778722574,97.02
"1218 S EULAULA AVE, SUITE 1234 NA EUFAULA AL 36027",EUFAULA,AL,36027,-85.15334398725692,31.877493994253456,94.13
2705 HIGHWAY 31 SOUTH NA DECATUR AL 35603,DECATUR,AL,35603,-86.97367106889094,34.55527967054177,96.67
6521 HWY 69 S STE O TUSCALOOSA AL 35404,TUSCALOOSA,AL,35404,-87.54486248248453,33.14803477988969,99.08
1815 GLYNWOOD DRIVE NA PRATTVILLE AL 36066,PRATTVILLE,AL,36066,-86.42166901678864,32.461720859846906,96.42
105 INVERNESS CORS NA BIRMINGHAM AL 35242,BIRMINGHAM,AL,35242,-86.69257715656065,33.418594022941974,96.35
2250 HIGHWAY 60 STE O-2 NA MIAMI AZ 85539,MIAMI,AZ,85539,-110.95797831927662,33.36238696162,96.82
1337 S GILBERT RD STE 106 NA MESA AZ 85204,MESA,AZ,85204,-111.78831251887028,33.391286997772426,99.41
1525 N GILBERT RD STE 121 NA GILBERT AZ 85234,GILBERT,AZ,85234,-111.78823259203347,33.37789733193518,96.8
10238 E HAMPTON AVE STE 108 NA MESA AZ 85209,MESA,AZ,85209,-111.6100239062728,33.389833533852595,99.43
14671 W. MOUNTAIN VIEW BLVD. SUITE 106 SURPRISE AZ 85374,SURPRISE,AZ,85374,-112.37692652197444,33.65469607026561,97.5
13907 W CAMINO DEL SOL SUITE 103 SUN CITY WEST AZ 85375,SUN CITY WEST,AZ,85375,-112.36182747984404,33.657730977822844,97.1
500 N BULLARD AVE STE C34 NA GOODYEAR AZ 85338,GOODYEAR,AZ,85338,-112.3755375074111,33.45246198282226,99.35
1134 E UNIVERSITY DR STE 101 NA MESA AZ 85203,MESA,AZ,85203,-111.80688497228869,33.42243750273372,99.45
3540 E BASELINE RD STE 110 NA PHOENIX AZ 85042,PHOENIX,AZ,85042,-112.00537992269048,33.37815750081953,99.37
11540 E UNIVERSITY DR STE 109 NA APACHE JUNCTION AZ 85220,APACHE JUNCTION,AZ,85220,-111.58227643319023,33.422411839768955,95.88
9666 E RIGGS RD STE 143 NA SUN LAKES AZ 85248,SUN LAKES,AZ,85248,-111.87462230478705,33.21818564693198,96.5
13657 W MCDOWELL RD STE 106 NA GOODYEAR AZ 85338,GOODYEAR,AZ,85338,-112.35316604019756,33.46424249627806,99.19
1337 S GILBERT RD STE 109 NA MESA AZ 85204,MESA,AZ,85204,-111.78831251887028,33.3910279969643,99.41
"5115 EAST THOMAS, SUITE #115 NA PHOENIX AZ 85018",PHOENIX,AZ,85018,-111.97051620554926,33.48000135057079,86.67
629 N HIGHWAY 90 STE 6 & 7 NA SIERRA VISTA AZ 85635,SIERRA VISTA,AZ,85635,-110.257237791203,31.560620000381306,97.21
5957 W NORTHERN AVE STE 108 NA GLENDALE AZ 85301,GLENDALE,AZ,85301,-112.18966268570612,33.55302365662195,99.37
AGENCY ROAD BLDG 173 RURAL RT 1/AGENCY ROAD PARKER AZ 85344,PARKER,AZ,85344,-114.29079089999999,34.14598200000006,85
980 WILLOW CREEK RD STE 101 NA PRESCOTT AZ 86301,PRESCOTT,AZ,86301,-112.48215590253585,34.55930558245597,99.37
"2201 N VICKEY STREET, STE 120 NA FLAGSTAFF AZ 86004",FLAGSTAFF,AZ,86004,-111.60605934989005,35.20737141147599,99.37
9220 E MOUNTAIN VIEW RD STE 105 NA SCOTTSDALE AZ 85258,SCOTTSDALE,AZ,85258,-111.88009150879456,33.575846656959584,99.38
5750 W THUNDERBIRD RD BLDG G #750 NA GLENDALE AZ 85306,GLENDALE,AZ,85306,-112.18306897775413,33.61265100706957,99.41
3815 E. BELL ROAD STE. 1100 NA PHOENIX AZ 85032,PHOENIX,AZ,85032,-111.99901202321007,33.6385489924059,99.36
10301 E OSBORN RD BLDG 14 NA SCOTTSDALE AZ 85256,SCOTTSDALE,AZ,85256,-111.85880093630433,33.48772164984251,96.61
US 70 & AZ ROUTE 170 NA PERIDOT AZ 85542,PERIDOT,AZ,85542,-110.45718993547241,33.29794004713089,95.91
14786 S HIGHWAY 77 - POB 729 NA MAMMOTH AZ 85618,MAMMOTH,AZ,85618,-110.64899704914973,32.73899497126185,94.44
15930 48TH STREET NA PHOENIX AZ 85048,PHOENIX,AZ,85048,-111.99482199999994,33.299706600000036,85
2149 E WARNER RD STE 109 & STE 110 NA TEMPE AZ 85284,TEMPE,AZ,85284,-111.90066363285327,33.334720131631265,99.45
8410 W THOMAS RD STE 100 BLDG 1 NA PHOENIX AZ 85037,PHOENIX,AZ,85037,-112.24128372605958,33.47993383811798,99.41
6261 N LA CHOLLA BLVD STE 181 NA TUCSON AZ 85741,TUCSON,AZ,85741,-111.01231751545008,32.321244018301954,99.41
1700 W COMMERCE POINTE PL NA SAHUARITA AZ 85629,SAHUARITA,AZ,85629,-111.00220718002052,31.89705626661756,96.24
2945 W INA RD STE 105 NA TUCSON AZ 85741,TUCSON,AZ,85741,-111.030293847914,32.3373012721245,99.32
6622 N 91ST AVE SUITE 120 GLENDALE AZ 85305,GLENDALE,AZ,85305,-112.25525753211949,33.532457986628856,99.4
3600 W TANGERINE RD SUITE 120 MARANA AZ 85658,MARANA,AZ,85658,-111.04221601553364,32.423947519820345,97.4
14620 WEST ENCANTO NA GOODYEAR AZ 85395,GOODYEAR,AZ,85395,-112.37675999999999,33.48533500000008,85
6970 EAST CHAUNCEY LANE SUITE 130 PHOENIX AZ 85054,PHOENIX,AZ,85054,-111.93032400306795,33.65160745272984,99.5
"9721 WEST PECOS RD- RR2, BOX 807 NA LAVEEN AZ 85339",LAVEEN,AZ,85339,-112.16403999999994,33.37445500000007,85
20325 N 51ST AVE STE 186 BLDG 11 NA GLENDALE AZ 85308,GLENDALE,AZ,85308,-112.16922224134603,33.66941736250626,99.4
5222 E BASELINE RD STE 104 NA GILBERT AZ 85234,GILBERT,AZ,85234,-111.7188200036617,33.37930745602576,95.88
10750 W MCDOWELL RD STE E500 NA AVONDALE AZ 85323,AVONDALE,AZ,85323,-112.29112403108326,33.46450749014726,99.2
13055 W MCDOWELL RD STE F101 NA AVONDALE AZ 85392,AVONDALE,AZ,85392,-112.33728870392652,33.46418826536451,99.38
8910 N 43RD AVE STE 107 NA GLENDALE AZ 85302,GLENDALE,AZ,85302,-112.15169299959776,33.56614083217743,99.32
975 W CHANDLER HEIGHTS STE 101 NA CHANDLER AZ 85248,CHANDLER,AZ,85248,-111.8571414203748,33.232711555275124,87.05
7355 S HOUGHTON RD STE 101 NA TUCSON AZ 85747,TUCSON,AZ,85747,-110.77258251177693,32.11830800032165,99.39
4845 W MCDOWELL RD STE 10A NA PHOENIX AZ 85035,PHOENIX,AZ,85035,-112.16344493076366,33.465947123926846,96.86
3511 MERCY RD STE 101 NA GILBERT AZ 85297,GILBERT,AZ,85297,-111.75039067596744,33.285552407650606,85.99
811 N TEGNER ST  #101 NA WICKENBURG AZ 85390,WICKENBURG,AZ,85390,-112.73583504033068,33.97588317001984,96.27
HIGHWAY 264 MP 388 NA POLACCA AZ 86042,POLACCA,AZ,86042,-110.42044949999996,35.805785600000036,85
3121 W SECOND CT NA RUSSELLVILLE AR 72801,RUSSELLVILLE,AR,72801,-93.16754639761886,35.285762406553,96.04
108 D ANNA PL NA HELENA AR 72342,HELENA,AR,72342,-90.63338140520891,34.51763742348078,96.05
312 PROFESSIONAL PARK DR STE H NA ARKADELPHIA AR 71923,ARKADELPHIA,AR,71923,-93.08923645554535,34.12119062809326,99.37
301 S POWER ROAD SUITE 104 NA MESA AZ 85206,MESA,AZ,85206,-111.68452268079102,33.41043771869058,99.42
9250 WEST THOMAS ROAD SUITE 120 PHOENIX AZ 85037,PHOENIX,AZ,85037,-112.25870098558195,33.47963778929786,99.48
7362 W THUNDERBIRD RD SUITE 104 NA PEORIA AZ 85381,PEORIA,AZ,85381,-112.21747527977625,33.61045152638598,97.22
"5705 N SCOTTSDALE RD, STE 120 NA SCOTTSDALE AZ 85250",SCOTTSDALE,AZ,85250,-111.92584035542097,33.51997662033884,99.36
5115 E THOMAS RD STE 100 NA PHOENIX AZ 85018,PHOENIX,AZ,85018,-111.97051620554926,33.48000135057079,96.73
5555 E 5TH ST #155 NA TUCSON AZ 85711,TUCSON,AZ,85711,-110.87419959291545,32.228947487766455,96.34
13430 N SAGUARO BLVD BLDG 3 FOUNTAIN HILLS AZ 85268,FOUNTAIN HILLS,AZ,85268,-111.7144196721327,33.608097915355145,97.87
16605 NORTH 28TH AVENUE SUITE 100 PHOENIX AZ 85053,PHOENIX,AZ,85053,-112.11882554558979,33.63615709060646,99.5
4141 N SCOTTSDALE RD STE 100 SCOTTSDALE AZ 85251,SCOTTSDALE,AZ,85251,-111.92605250139054,33.49565799510836,99.4
2545 EAST THOMAS ROAD SUITE 100 PHOENIX AZ 85016,PHOENIX,AZ,85016,-112.02649446242424,33.48028370366801,97.41
4901 W MCDOWELL ROAD SUITE 120 PHOENIX AZ 85035,PHOENIX,AZ,85035,-112.16577996135027,33.46594247197069,97.36
540 E WASHINGTON NA JONESBORO AR 72401,JONESBORO,AR,72401,-90.70193499999993,35.83414000000005,85
SPRINGHILL MEDICAL PLAZA 3401 SPRINGHILL DR STE 190 NORTH LITTLE ROCK AR 72117,NORTH LITTLE ROCK,AR,72117,-92.21958608935579,34.78517570290017,99
1411 N JACKSON NA MAGNOLIA AR 71754,MAGNOLIA,AR,71754,-93.23587516939081,33.28035242542645,95.66
201 SKYLINE DR  STE 32 NA CONWAY AR 72032,CONWAY,AR,72032,-92.42962175871581,35.112419909908645,96.67
10310 W MARKHAM STE 100 NA LITTLE ROCK AR 72205,LITTLE ROCK,AR,72205,-92.33069711578393,34.74730210595285,90.4
1114 WASHINGTON NW NA CAMDEN AR 71701,CAMDEN,AR,71701,-92.84902474488398,33.584931308267564,85.37
505 SAINT MARYS STREET NA LAKE VILLAGE AR 71653,LAKE VILLAGE,AR,71653,-91.28598765357543,33.32985570637208,97.42
310 S RHODES NA WEST MEMPHIS AR 72301,WEST MEMPHIS,AR,72301,-90.17113999999998,35.14264000000003,85
210 BARROW HILL RD NA FORREST CITY AR 72335,FORREST CITY,AR,72335,-90.78887861724425,35.04169949099493,96.23
805 WEST MADISON NA STUTTGART AR 72160,STUTTGART,AR,72160,-91.54959999999994,34.49482000000006,85
509 E MILLSAP STE 111 NA FAYETTEVILLE AR 72703,FAYETTEVILLE,AR,72703,-94.15016099999997,36.11366200000003,94.56
1900 MALVERN AVE STE 102 NA HOT SPRINGS AR 71901,HOT SPRINGS,AR,71901,-93.03452375020605,34.48762606107037,99.32
5320 WEST 12TH ST NA EAST LITTLE ROCK AR 72204,EAST LITTLE ROCK,AR,72204,-92.33295577221222,34.7411046199227,95.34
9421 WEST MARKHAM SUITE B LITTLE ROCK AR 72205,LITTLE ROCK,AR,72205,-92.37932999263487,34.75343314220813,86.62
500 S MT OLIVE STE 107 NA SILOAM SPRINGS AR 72761,SILOAM SPRINGS,AR,72761,-94.54237249999994,36.18400100000008,85
1001 E MOULTRIE NA BLYTHEVILLE AR 72315,BLYTHEVILLE,AR,72315,-89.92531999999994,35.92207500000006,85
PRATT SQUARE 1912 MCCLAIN NEWPORT AR 72112,NEWPORT,AR,72112,-91.28296999999998,35.60226000000006,85
GROUND LEVEL-1200 N MAIN STE 2 NA BENTON AR 72015,BENTON,AR,72015,-92.58175509999995,34.563643300000024,85
"1301 N HERVEY ST, SUITE B NA HOPE AR 71801",HOPE,AR,71801,-93.60340226143744,33.679296399317714,99.4
2800 W 28TH ST NA PINE BLUFF AR 71603,PINE BLUFF,AR,71603,-92.03173213267314,34.201796708722426,88.49
200 EAST 8TH ST #101 NA MOUNTAIN HOME AR 72653,MOUNTAIN HOME,AR,72653,-92.38320016878806,36.333972162722546,99.24
2070 MCKENZIE ROAD STE B SPRINGDALE AR 72762,SPRINGDALE,AR,72762,-94.18552392822959,36.16753241800124,99.37
1590 TANNER RD NA MALVERN AR 72104,MALVERN,AR,72104,-92.81203499999998,34.35935500000005,85
225 N DUDNEY NA MAGNOLIA AR 71753,MAGNOLIA,AR,71753,-93.23297372421463,33.26824553026325,95.95
#2 LILE CT STE 102 NA LITTLE ROCK AR 72205,LITTLE ROCK,AR,72205,-92.37788478488945,34.74567326006758,99.22
1521 E TANGERINE ROAD SUITE 101 ORO VALLEY AZ 85755,ORO VALLEY,AZ,85755,-110.94867132374219,32.427345678817325,97.24
6622 N 91ST AVENUE STE 210 GLENDALE AZ 85305,GLENDALE,AZ,85305,-112.25525753211949,33.53240899440479,99.41
5555 MESA VERDE DR SUITE 120 SIERRA VISTA AZ 85635,SIERRA VISTA,AZ,85635,-110.23332446385045,31.55138685011304,97.81
926 E MC DOWELL RD SUITE 100 PHOENIX AZ 85006,PHOENIX,AZ,85006,-112.06140713221507,33.46581870559644,97.2
2125 E MAIN STE 12 NA SILOAM SPRINGS AR 72761,SILOAM SPRINGS,AR,72761,-94.54237249999994,36.18400100000008,85
139 W HWY 64 STE 100 NA MCCRORY AR 72101,MCCRORY,AR,72101,-91.20142075607971,35.26906814504625,96.44
1501 N WASHINGTON ST NA FORREST CITY AR 72335,FORREST CITY,AR,72335,-90.78814696091614,35.024371498741324,96.36
"2628 INTERNATIONAL BLVD, STE 100 NA OAKLAND CA 94601",OAKLAND,CA,94601,-122.23186891629909,37.78102078371735,97.19
125 E. ARBOR VITAE NA INGLEWOOD CA 90301,INGLEWOOD,CA,90301,-118.35494499999999,33.95853500000004,85
2521 STOCKTON BLVD DEPARTMENT OF PEDIATRICS SACRAMENTO CA 95817,SACRAMENTO,CA,95817,-121.45538558319927,38.55204267825562,96.25
"CHILDRENS HOSPITAL 11234 ANDERSON ST., RM. 4219 NA LOMA LINDA CA 92354",LOMA LINDA,CA,92354,-117.26117458996792,34.04920047871882,95.14
3600 E. MARTIN LUTHER KING JR. BLVD. NA LYNWOOD CA 90262,LYNWOOD,CA,90262,-118.20400100117735,33.932167982650995,87.77
9022 LANDERS RD SUITE E NA NORTH LITTLE ROCK AR 72117,NORTH LITTLE ROCK,AR,72117,-92.16838649109393,34.83518087995939,99.26
310 S FALLS BLVD PO BOX 590 WYNNE AR 72396,WYNNE,AR,72396,-90.78740038480008,35.21985634007484,95.28
1120 STATE HWY 77  STE 2 NA MARION AR 72364,MARION,AR,72364,-90.18441632864258,35.18395945671199,99.35
"PERITONEAL DIALYSIS UNIT, 3460 E. LA PALMA AVENUE NA ANAHEIM CA 92806",ANAHEIM,CA,92806,-117.84308841227322,33.85464697084054,94.57
"3020 CHILDRENS WAY, MC 5115 NA SAN DIEGO CA 92123",SAN DIEGO,CA,92123,-117.15082752385709,32.79832199811857,95.74
27303 SLEEPY HOLLOW NA HAYWARD CA 94545,HAYWARD,CA,94545,-122.11773879999998,37.645260000000064,85
PERITONEAL DIALYSIS UNIT 1813 N HACIENDA BLVD. NA LA PUENTE CA 91744,LA PUENTE,CA,91744,-117.94375581571096,34.05069442188886,94.51
"200 MUIR ROAD, HACIENDA BUILDING, SECOND FLOOR NA MARTINEZ CA 94553",MARTINEZ,CA,94553,-122.1106632436209,37.994323665273335,94.71
"1759 W. AVENUE J, SUITE 102 NA LANCASTER CA 93534",LANCASTER,CA,93534,-118.16317099061011,34.68944749547641,96.67
1020 SECOND STREET NA SANTA ROSA CA 95404,SANTA ROSA,CA,95404,-122.7053596091947,38.44243688901996,96.4
"227 W. JANSS ROAD, SUITE 115 NA THOUSAND OAKS CA 91360",THOUSAND OAKS,CA,91360,-118.88397283800138,34.20607558647471,99.31
"1045 W. REDONDO BEACH BLVD., SUITE 105 NA GARDENA CA 90247",GARDENA,CA,90247,-118.29297708267951,33.892479000563135,99.46
2765 TIMBER RIDGE LANE NA EUREKA CA 95503,EUREKA,CA,95503,-124.1367500387769,40.780067458180774,96.81
9432 VENICE BLVD. NA CULVER CITY CA 90230,CULVER CITY,CA,90230,-118.39550703689247,34.02486600634869,95.73
