Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,ID,Longitude,Latitude,Match Score
Northwest Alabama Treatment Center,,,4204 Edmonton Drive,,,Bessemer,AL,35022,(205)425-1200,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/,8772AL35022,-86.93995821612879,33.368655188646365,100.0
Alcohol and Drug Abuse,Treatment Centers Inc,,2701 Jeff erson Avenue SW,,,Birmingham,AL,35211,(205)923-6552x12 Intakes: (205)923-6552x10 (205)923- 6552x13,,SA/TX/DT/BU/RS/SF/MD/SS/PA/AH/,5319AL35211,-86.8776602236915,33.47431863354241,100.0
Aletheia House,,,201 Finley Avenue West,,,Birmingham,AL,35204,(205)324-6502,,SA/TX/OP/MN/SF/MD/MC/AH/,0542AL35204,-86.83880519462637,33.5364827663802,100.0
Aletheia House,Women Only,,4246 5th Avenue South,,,Birmingham,AL,35222,(205)595-1114 Intake: (205)279-3999x3999,,SA/TX/RL/PW/WN/SF/PA/,2137AL35222,-86.76949251758379,33.5234999952482,100.0
Birmingham Healthcare,,,712 25th Street North,,,Birmingham,AL,35203,(205)323-5311 Hotline: (205)941-4690,,MH-SA/TX/OP/MD/MC/PI/PA/,5440AL35203,-86.80299525633802,33.52380065509877,100.0
Birmingham Metro Treatment Center,,,151 Industrial Drive,,,Birmingham,AL,35211,(205)941-1799,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,3700AL35211,-86.85061106777306,33.44878773365579,100.0
Bradford Health Services,Birmingham Regional Offi ce Jeff erson,,631 Beacon Parkway West,Suite 211,,Birmingham,AL,35209,(800)293-7191 Hotline: (800)293-7191,,SA/TX/OP/AD/SF/SI/PI/,0352AL35209,-86.82185049486422,33.47609107078793,100.0
Department of Veterans Aff airs,Medical Center,,700 South 19th Street,,,Birmingham,AL,35233,(205)933-8101x6136 Intake: (205)933-8101x5510,,GH/TX/DT/BU/OP/CO/HV/SF/PI/MI/AH/,5587AL35233,-86.80095784682842,33.504708438880954,99.89
Fellowship House Inc,,,1625 12th Avenue South,,,Birmingham,AL,35205,(205)933-2430,,SA/TX/HH/RL/CO/WN/MN/SF/SS/,1605AL35205,-86.80074528176368,33.49721556226586,100.0
Hill Crest Behavioral Health Services,,,6869 5th Avenue South,,,Birmingham,AL,35212,(205)833-9000x2046 Intake: (205)833-9000 Hotline: (800)242-8553,,MH/DT/HI/AD/SF/MD/MC/SI/PI/MI/AH/SP/,9326AL35212,-86.73057500586397,33.54924115517593,100.0
Jeff erson Cnty Committee for Econ Opp,Opportunity Community Sub Abuse Prog,,228 2nd Avenue North,,,Birmingham,AL,35204,(205)787-3040 Intake: (205)428-7362,,SA/TX/OP/SF/MD/SS/,1350AL35204,-86.8308704285095,33.504160094775386,100.0
Oakmont Center,,,2008 21st Street Ensley,,,Birmingham,AL,35218,(205)787-7100,,SA/TX/OP/WN/MN/CJ/SF/MD/,1493AL35218,-86.88076395161484,33.50786944385658,100.0
Saint Annes Home Inc,,,2772 Hanover Circle,,,Birmingham,AL,35205,(205)933-2402,,SA/TX/HH/RL/WN/SF/,3900AL35205,-86.78654742743194,33.504850176863734,99.55
Tri County Treatment Center,,,1101 East Park Drive,,,Birmingham,AL,35235,(205)836-3345,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,6133AL35235,-86.68089638775254,33.58759385235036,100.0
University of Alabama at Birmingham,Center for Psychiatric Medicine,,1713 6th Avenue South,,,Birmingham,AL,35294,(205)975-8494 Intake: (205)934-7008x7008,,SA/TX/DT/BU/HI/RS/RL/OP/PH/WN/SF/MC/SI/PI/MI/AH/,0640AL35294,-86.80453989505979,33.50508138437197,99.52
University of Alabama at Birmingham,UAB Substance Abuse Programs,,401 Beacon Parkway West,Suite 270,,Birmingham,AL,35209,(205)917-3784x231 Intakes: (205)917-3733x106 (205)917- 3733x104,,SA/TX/OP/PH/AD/WN/MN/SF/MD/SI/SS/,2643AL35209,-86.82401847412059,33.474769999028396,100.0
Bradford Health Services,Boaz Regional Offi ce,,703 Medical Center Parkway,,,Boaz,AL,35957,(256)593-9152,,SA/TX/OP/AD/SF/PI/AH/,2910AL35957,-86.16063777484834,34.21860109644032,100.0
Indian Rivers Mental Health Center,Substance Abuse Intensive Outpatient,,2439 Main Street,,,Brent,AL,35034,(205)926-4681,,SA/TX/OP/SF/MD/SI/AH/,8795AL35034,-87.16281705195028,32.93874672163552,100.0
Indian Rivers Mental Health Center,Substance Abuse Intensive Outpatient,,140 Court Square,,,Carrollton,AL,35447,(205)367-8159,,MH/TX/OP/SF/MD/MC/SI/PI/SS/,8179AL35447,-88.09449769999998,33.258355100000074,85.0
Bridge Inc,Recovery Center for Teens/Cullman,,402 Arnold Street NE,Suite 104,,Cullman,AL,35055,(256)775-8301,,SA/TX/OP/AD/SF/MD/SI/PI/MI/SS/AH/,9513AL35055,-86.88227496430383,34.196379987614414,100.0
Cullman County Treatment Center,,,1912 Commerce Street NW,,,Cullman,AL,35056,(256)739-5595,Methadone Clients Only,SA/TX/MM/DM/OP/PW/WN/MN/SF/AH/,8656AL35056,-86.87574698347733,34.203834348523365,92.94
Lighthouse Inc,,,925 Convent Road NE,,,Cullman,AL,35055,(256)739-2777 Intake: (256)796-2777,,SA/TX/HH/RL/BC/MN/,2708AL35055,-86.82733340629223,34.188675003777085,100.0
Shoulder,,,7400 Roper Lane,,,Daphne,AL,36526,(251)626-2199,,SA/TX/HH/RL/SF/SS/PA/,3251AL36526,-87.89714847216564,30.63547371298193,100.0
Mental Health Ctr of North Central AL,Quest Rec Ctr Subst Abuse Treatment,,4110 U.S. Highway 31 South,,,Decatur,AL,35603,(256)353-9116 Intakes: (256)355-5904 (800)365-6008 Hotline: (256)355-6091,,SA/TX/OP/PW/WN/SF/MD/SI/PI/SS/AH/,5798AL35603,-86.97199232280292,34.5278675450569,100.0
West Alabama Mental Health Center,,,1215 Walnut Avenue South,,,Demopolis,AL,36732,(334)289-2410x26 Intake: (800)239-2901 Hotline: (800)239-2901x24,,MH-SA/TX/OP/AD/DU/SF/MD/MC/PI/SS/,9263AL36732,-87.83852899120225,32.503330174601736,99.89
Bradford Health Services,Dothan Outreach,,114 Adris Place,,,Dothan,AL,36303,(334)671-1677 Hotline: (334)671-1677,,SA/TX/OP/AD/SF/PI/,7798AL36303,-85.45949518003475,31.24440712912219,100.0
Herring Houses of Dothan,,,101 North Herring Street,,,Dothan,AL,36303,(334)699-3175,,SA/TX/HH/RS/RL/MN/SF/,3875AL36303,-85.40643270379236,31.226977212925906,100.0
SpectraCare,Th e Haven,,831 John D Odom Road,,,Dothan,AL,36303,(334)794-3771 Intake: (334)673-2143 Hotline: (800)951-4357,,SA/TX/RS/SF/SI/PI/MI/AH/,0433AL36303,-85.46066747301337,31.250740537071014,100.0
Baldwin County Mental Health Center,RAPPORT Adult IOP/Fairhope,,372 South Greeno Road,,,Fairhope,AL,36532,(251)990-4234 Hotlines: (251)928-9500 (800)558-8295,,SA/TX/OP/SF/MD/SI/PI/MI/SS/AH/,9108AL36532,-87.88619470218504,30.51438598451874,99.89
Bradford Health Services,Florence Outreach,,1626 Florence Boulevard,Suite A,,Florence,AL,35630,(256)760-0200 Intake: (800)217-2849,,SA/TX/OP/AD/SF/SI/PI/,6247AL35630,-87.65071424515398,34.8222433873526,100.0
Riverbend Center for Mental Health,Substance Abuse Services,,635 West College Street,,,Florence,AL,35630,(256)764-3431x205 Intake: (256)764-3431 Hotline: (256)764-3431,,MH-SA/TX/OP/PH/AD/CO/SF/MD/MC/SI/PI/MI/AH/,3136AL35630,-87.68471101656769,34.79534349627563,100.0
Bridge Inc,Fort Payne Recovery Center,,100 7th Street NE,,,Fort Payne,AL,35967,(256)845-7767 Intake: (888)845-6220,,SA/TX/OP/SF/MD/SI/PI/MI/SS/PA/AH/,2872AL35967,-85.71774005933308,34.44614004867035,100.0
Family Life Center,,,300 Gault Avenue South,,,Fort Payne,AL,35967,(256)997-9356,,MH-SA/TX/OP/CJ/SF/PI/MI/SS/,9515AL35967,-85.72423649193735,34.43935219864058,100.0
Army Substance Abuse Program,CDR USA Aeromedical Center,,Andrews Avenue,Building 301,,Fort Rucker,AL,36362,(334)255-7509,,SA/TX/DT/OP/CO/WN/MN/,6156AL36362,-85.70365091206864,31.377950278623217,100.0
Bridge Inc,,,3232 Lay Springs Road,,,Gadsden,AL,35904,(256)546-6324,,SA/TX/RL/OP/AD/CO/BC/SF/MD/SI/PI/MI/SS/PA/AH/,3453AL35904,-85.97860622498159,34.07195402964593,100.0
CED Fellowship House Inc,,,4209 Brooke Avenue,,,Gadsden,AL,35904,(256)413-3470 Intake: (866)287-5748,,SA/TX/HH/RL/MN/SF/PA/,6112AL35904,-86.07583797819738,34.000074725598196,100.0
Cherokee/Etowah/DeKalb MH Center,Substance Abuse Servs Men/Women,,901 Goodyear Avenue,,,Gadsden,AL,35903,(256)492-7800x144 Intake: (256)492-7800 Hotline: (256)492-7800,,MH-SA/TX/OP/SF/MD/MC/PI/MI/SS/PA/,5025AL35903,-85.97120400151171,34.00936717181528,100.0
Gadsden Treatment Center,,,1107 West Meighan Boulevard,,,Gadsden,AL,35901,(256)549-0807 Hotline: (256)549-0807,Methadone Clients Only,SA/TX/MM/OP/CO/HV/PW/WN/MN/SF/PI/AH/,7491AL35901,-86.01800955180912,34.02036605590047,100.0
Mountain View Hospital,Intensive Outpatient Program,,301 North 12th Street,Suites 1-3,,Gadsden,AL,35901,(256)543-7620 Intake: (800)245-3645 Hotline: (800)662-1002,,MH-SA/TX/DT/BU/OP/CO/SF/MC/PI/MI/AH/,0698AL35901,-86.02112636250472,34.02258935571783,100.0
Mountain View Hospital,Outpatient Services,,3001 Scenic Highway,,,Gadsden,AL,35904,(800)245-3645 Intake: (256)546-9265 Hotline: (800)662-1002,,MH-SA/TX/DT/BU/HI/OP/PH/CO/SE/DU/SF/MD/MC/SI/PI/MI/AH/,2657AL35904,-86.02069245919455,34.07105845576011,100.0
Mountain View Hospital,Outpatient Substance Abuse Program,,3001 Scenic Highway,,,Gadsden,AL,35904,(256)546-9265x123 Intakes: (256)546-9265x282 (800)245- 3645x282 Hotline: (800)662-1002,,MH-SA/TX/DT/BU/HI/OP/PH/SF/MC/SI/PI/MI/,2657AL35904,-86.02069245919455,34.07105845576011,100.0
Mountain View Hospital,Partial Hospitalization Program,,3001 Scenic Highway,,,Gadsden,AL,35902,(256)546-9265 Intakes: (256)546-9265x276 (256)546- 9265x268,,SA/TX/BU/OP/PH/CO/SF/MC/SI/PI/MI/,2657AL35902,-86.02069245919455,34.07105845576011,98.39
SpectraCare,Geneva Co IOP,,1203 West Maple,,,Geneva,AL,36340,(334)673-2143,,SA/TX/OP/SF/MD/SI/PI/AH/,4127AL36340,-85.89041151423879,31.04808692080804,98.84
Gulf Coast Treatment Center,,,12271 Interchange Road,,,Grand Bay,AL,36541,(251)865-0123,Methadone Clients Only,SA/TX/MM/OP/PW/SF/AH/SP/,6549AL36541,-88.33302599765966,30.500168097438287,98.04
Cedar Lodge,A Program of MLBH,,22165 U.S. Highway 431,,,Guntersville,AL,35976,(256)582-4465 Intakes: (256)582-4465x100 (256)582- 4452x100 Hotlines: (256)582-4465x100 (256)582-5339,,SA/TX/RS/OP/SF/MD/SI/PI/MI/SS/,3516AL35976,-86.26510688395511,34.41975632422606,100.0
Family Life Center,,,432 Gunter Avenue,,,Guntersville,AL,35976,(256)582-1471,,MH-SA/TX/OP/CJ/SF/PI/MI/SS/,6167AL35976,-86.29408555398426,34.35879763418755,100.0
Marion County Treatment Center,,,1879 Military Street South,,,Hamilton,AL,35570,(205)921-3799,Methadone and Buprenorphine Clients Only,SA/TX/MM/BU/OP/CO/HV/GL/PW/WN/MN/CJ/SF/PI/AH/,5447AL35570,-87.98942506591645,34.11666921240657,100.0
Bradford Health Services,Huntsville Regional Offi ce,,555 Sparkman Drive,Suite 208,,Huntsville,AL,35816,(256)895-3848,,SA/TX/OP/AD/SF/PI/MI/AH/,9472AL35816,-86.64393345203507,34.73336954821523,99.55
Crestwood Medical Center of Huntsville,Behavioral Services,,1 Hospital Drive,,,Huntsville,AL,35801,(256)429-4000 Intake: (256)429-5480,,MH-SA/DT/HI/SF/MD/MC/PI/MI/,0304AL35801,-86.57255257785901,34.69296173411103,99.55
Huntsville Madison County MH Center,New Horizons Recovery Center,,4040 Memorial Parkway SW,Suite C,,Huntsville,AL,35802,(256)532-4141 Intake: (256)533-1970 Hotline: (256)533-1970,,SA/TX/OP/AD/CJ/SF/MD/SI/PI/PA/AH/SP/,1485AL35802,-86.5774108965778,34.680404721144704,100.0
Huntsville Metro Treatment Center,,,2227 Drake Avenue,Suite 19,,Huntsville,AL,35805,(256)881-1311,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/,0408AL35805,-86.60357727045357,34.699692947184474,99.55
Huntsville Recovery Inc,,,4040 Independence Avenue,,,Huntsville,AL,35816,(256)721-1940,Methadone Clients Only,SA/TX/MM/OP/SF/,5931AL35816,-86.62985537509907,34.73753560555071,97.61
Pathfi nder Inc,,,3104 Ivy Avenue SW,,,Huntsville,AL,35805,(256)534-7644,,SA/TX/HH/RL/CO/SE/WN/MN/CJ/SF/AH/,5546AL35805,-86.60824196720881,34.70544750090015,100.0
Northwest Alabama Mental Health Center,,,1100 7th Avenue,,,Jasper,AL,35501,(205)302-9000x9017 Intakes: (205)302-9000 (205)487-2124,,MH-SA/TX/OP/PH/CO/DU/SF/MD/MC/SI/PI/MI/SS/AH/,7304AL35501,-87.28264837725199,33.841013943510376,100.0
Walker Recovery Center Inc,,,2195 North Airport Road,,,Jasper,AL,35504,(205)221-1799 Intake: (205)221-1796,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/WN/MN/SF/PI/,5511AL35504,-87.2675299762368,33.873530970424305,100.0
Metro Treatment of Alabama LP,Sumter County Treatment Center,,106 Hospital Road,Suite 101,,Livingston,AL,35470,(205)652-4919,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,2902AL35470,-88.1828794690595,32.60011634361372,98.04
Bradford Health Services,Huntsville Madison Inpt and Outpt,,1600 Browns Ferry Road,,,Madison,AL,35758,(800)879-7272 Hotline: (800)879-7272,,SA/TX/DT/BU/RS/PH/AD/SF/SI/PI/MI/AH/,2467AL35758,-86.78332701641291,34.72414300065681,100.0
AltaPointe Health Systems Inc,AltaPointe Medication Assisted Trt,,4211 Government Boulevard,,,Mobile,AL,36693,(251)666-2569 Hotline: (251)473-4423,Methadone Clients Only,SA/TX/MM/OP/SF/MD/PI/SS/AH/,3152AL36693,-88.14878992184461,30.628666822159875,100.0
Bradford Health Services,Mobile Regional Facility,,1000 Hillcrest Road,Suite 304,,Mobile,AL,36695,(800)333-0906 Intake: (251)633-0900 Hotlines: (251)633-0900 (800)333-0906,,SA/TX/OP/AD/WN/MN/SF/PI/AH/,3751AL36695,-88.1907181293662,30.669289799718786,100.0
Bridge Inc,Recovery Center For Teens,,722 Downtowner Loop West,,,Mobile,AL,36609,(251)338-1780 Intake: (251)338-1780x304,,SA/TX/OP/AD/SF/MD/SI/,6869AL36609,-88.14448816149721,30.67420725276424,100.0
Bridge Inc,Recovery Center for Teens/Mobile,,1874 Pleasant Avenue,,,Mobile,AL,36617,(251)338-1780x304 Intake: (251)338-1780,,SA/TX/OP/AD/CJ/SF/MD/SI/PI/MI/PA/AH/,6027AL36617,-88.08033575630262,30.702291584754377,100.0
Bridge Inc,Westwood,,3401 Newman Road,,,Mobile,AL,36695,(251)633-0475,,SA/TX/RL/AD/SF/MD/SI/PI/MI/SS/PA/AH/,4130AL36695,-88.33712499976956,30.619203988751025,100.0
Dauphin Way Lodge,,,1009 Dauphin Street,,,Mobile,AL,36604,(251)438-4729x149 Intake: (251)438-4729x129,,SA/TX/HH/RS/RL/MN/SF/MD/AH/,9975AL36604,-88.05866904000689,30.687729022785767,100.0
Franklin Primary Health Center,,,1055 Dauphin Street,,,Mobile,AL,36604,(251)434-8195,,SA/TX/OP/WN/SF/,4157AL36604,-88.05976178872388,30.687675378605523,100.0
Mobile Metro Treatment Center,,,1924 Dauphin Island Parkway,Suite C,,Mobile,AL,36605,(251)476-5733,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,3401AL36605,-88.089004820398,30.63037535171698,100.0
VA Gulf Coast Healthcare System,Mobile Outpatient Clinic,,1504 Springhill Avenue,,,Mobile,AL,36604,(251)219-3900 Intakes: (251)219-3784 (251)219-3701,,GH/TX/OP/MD/MC/SI/PI/MI/PA/,3138AL36604,-88.07192946228754,30.692469450036462,100.0
Bradford Health Services,Montgomery Regional Offi ce,,386 Saint Lukes Drive,,,Montgomery,AL,36117,(800)873-2887 Hotline: (800)873-2887,,SA/TX/OP/AD/SF/PI/MI/AH/,7774AL36117,-86.17048098061719,32.37906984630004,100.0
Chemical Addictions Program Inc (CAP),Adolescent Intensive Outpatient Prog,,1153 Air Base Boulevard,,,Montgomery,AL,36108,(334)265-4544 Intake: (334)269-2150,,SA/TX/OP/SF/MD/SI/SS/AH/,4431AL36108,-86.3413790177281,32.352609016165424,100.0
Lighthouse Counseling Center Inc,Intensive Outpatient Unit,,1415 East South Boulevard,,,Montgomery,AL,36116,(334)286-5980x222 Intakes: (334)286-5980 (334)286-5981,,SA/TX/OP/CO/PW/WN/CJ/SF/MD/PI/MI/SS/PA/AH/,6846AL36116,-86.28371898377488,32.32704278655681,100.0
Montgomery Metro Treatment Center,,,4303 Norman Bridge Road,,,Montgomery,AL,36105,(334)288-5363,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/,6849AL36105,-86.29911972503125,32.32229104373711,100.0
Right Turn Inc,,,305 South Perry Street,,,Montgomery,AL,36104,(334)224-1515 Intake: (334)224-2400,,SA/TX/OP/SF/PI/MI/SS/,8615AL36104,-86.30726475562298,32.37434224336145,100.0
Shoals Treatment Center,,,3430 North Jackson Highway,,,Muscle Shoals,AL,35660,(256)383-6646 Hotline: (256)383-6646,Methadone Clients Only,SA/TX/MM/OP/CO/HV/PW/WN/MN/SF/PI/SP/,4063AL35660,-87.67615217141622,34.766566746293805,100.0
Bradford Health Services,Tuscaloosa Regional Offi ce,,515 Energy Center Boulevard,,,Northport,AL,35473,(205)750-0227 Intake: (800)891-9673 Hotlines: (205)750-0227 (800)891-9673,,SA/TX/OP/AD/SF/SI/PI/AH/,1744AL35473,-87.55388208085388,33.24001690523693,100.0
Calhoun Treatment Center Inc,,,118 East Choccolocco Street,,,Oxford,AL,36203,(256)831-4601,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/CO/PW/WN/MN/SF/PI/MI/AH/,8190AL36203,-85.83361019652041,33.61507245507789,100.0
Freedom House,,,54 Wheeler Hills Road,P.O. Box 1020,,Rogersville,AL,35652,(256)247-1222,,SA/TX/RL/OP/PH/CO/PW/WN/BC/CJ/SF/MD/,0375AL35652,-87.3120661265831,34.827503843913654,100.0
Sunrise Lodge,Substance Abuse Treatment Center,,1163 Washington Avenue SW,,,Russellville,AL,35653,(256)332-0078 Intake: (256)764-3431 Hotline: (256)764-3431,,SA/TX/RS/SF/PI/MI/AH/,1318AL35653,-87.73299100836826,34.50185866038862,100.0
Family Life Center,,,211 South Market Street,,,Scottsboro,AL,35768,(256)574-3448,,MH-SA/TX/OP/CJ/SF/PI/MI/SS/,2669AL35768,-86.03321598723034,34.67265466667596,100.0
Cahaba Center for,Substance Abuse Services,,912 Jeff Davis Avenue,,,Selma,AL,36701,(334)874-2600 Hotline: (334)875-2109,,SA/TX/OP/AD/PW/WN/MD/MC/SS/PA/AH/,4989AL36701,-87.02907999999996,32.41915000000006,85.0
Cheaha Regional Mental Health/Caradale,Lodge/Mental Retardation Board Inc,,1721 Old Birmingham Highway,,,Sylacauga,AL,35150,(256)249-2395 Hotline: (256)245-2201,,SA/TX/DT/RS/OP/AD/DU/SF/MD/SI/AH/,4273AL35150,-86.27737992071009,33.177161147231395,100.0
East Central Mental Health Inc,Substance Abuse Program,,200 Cherry Street,,,Troy,AL,36081,(334)566-6022x242 Intake: (334)566-6022x211 Hotline: (334)566-3391,,MH-SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/CJ/SF/MD/MC/PI/,5583AL36081,-85.97323724420227,31.809386697728467,100.0
Bridge Inc,Recovery Center for Teens/Tuscaloosa,,6001 12th Avenue East,,,Tuscaloosa,AL,35405,(205)344-6483 Intake: (205)343-9978,,SA/TX/OP/AD/SF/MD/SI/PI/MI/SS/PA/AH/,7143AL35405,-87.52242312185562,33.152283189423514,100.0
Indian Rivers Mental Health Center,Insight Center for Substance Abuse,,3532 23rd Street,,,Tuscaloosa,AL,35401,(205)391-0132,,SA/TX/RS/OP/CO/PW/WN/SF/MD/MC/PI/MI/AH/,2484AL35401,-87.5829582324172,33.19221721645086,100.0
Phoenix House Inc,,,700 35th Avenue,,,Tuscaloosa,AL,35401,(205)758-3867,,SA/TX/HH/RL/CO/HV/WN/MN/SF/SS/PA/,6479AL35401,-87.58155200052153,33.204355385715296,100.0
Tuscaloosa Treatment Center,,,1001 Mimosa Park Road,,,Tuscaloosa,AL,35405,(205)752-5857 Intake: (205)752-5851,Methadone Clients Only,SA/TX/MM/OP/SF/,5701AL35405,-87.55181937830143,33.15494892799984,100.0
Veterans Aff airs Medical Center,MAPS/MI Addiction PTSD Services,,3701 Loop Road East,,,Tuscaloosa,AL,35404,(205)554-2000x2690 Intakes: (205)554-2000x2750 (205)554- 2000x3240,,MH-SA/TX/RL/OP/PH/CO/PI/MI/PA/SP/F30/,9877AL35404,-87.48654698370329,33.19129001032155,98.87
Central Alabama Veterans,Healthcare System,,2400 Hospital Road,,,Tuskegee,AL,36083,(334)727-0550 Intake: (800)214-8387x5134,,MH-SA/TX/HI/RL/OP/PH/CO/GL/SE/WN/MN/CJ/MD/MC/SI/PI/MI/PA/AH/,9406AL36083,-85.70841234375703,32.43707538345293,100.0
Bradford Health Services,Warrior Lodge/Jeff erson,,1189 Allbritton Road,,,Warrior,AL,35180,(800)333-1865 Hotline: (800)333-1865,,SA/TX/DT/BU/HI/RS/RL/CO/HV/WN/MN/CJ/SF/PI/MI/AH/,3440AL35180,-86.87165668554245,33.82449669475884,100.0
A New Direction,c/o Elmore Community Hospital,,500 Hospital Drive,,,Wetumpka,AL,36092,(877)647-7552 Intake: (334)514-3752,,MH-SA/TX/DT/HI/SF/MD/MC/PI/MI/,3389AL36092,-86.18704253164417,32.552381997253924,100.0
Chemical Addictions Program Inc (CAP),Adult Outpatient Services,,35 Wysteria Place,,,Wetumpka,AL,36054,(334)290-3800 Intake: (334)269-2150,,SA/TX/OP/CO/SF/MD/PI/SS/PA/,1026AL36054,-86.38102847396758,32.5089779943294,94.05
TCC Allakaket Counseling Center,P.O. Box 89,,,,,Allakaket,AK,99720,(907)968-2210 Intake: (907)452-8251x3800,,MH-SA/TX/OP/MD/PI/MI/PA/,6549AK99720,-152.65183939999997,66.56370220000008,100.0
Akeela Inc,Akeela House,,2804 Bering Street,,,Anchorage,AK,99503,(907)561-5266,,MH-SA/TX/RL/CO/WN/MN/CJ/SF/PI/MI/AR/SS/PA/,3752AK99503,-149.89610380953937,61.19483653977273,100.0
Alaska Human Services Inc/Outpatient,Alcohol/Substance Abuse Treatment Prog,,750 East Fireweed Lane,Suite 200,,Anchorage,AK,99503,(907)561-4535,,SA/TX/OP/SF/PI/SS/,6957AK99503,-149.86958380316833,61.19781462997089,100.0
Alaska VA Healthcare Sys/Reg Offi ce,Social and Behavioral Health Service,,2925 DeBarr Road,Suite 116,,Anchorage,AK,99508,(907)257-4854 Hotlines: (907)563-3200 (800)273-8255,,GH/TX/DT/BU/OP/CO/WN/DU/CJ/SF/PI/MI/PA/N40/,1181AK99508,-149.82716902616767,61.20982748978329,100.0
Booth Memorial,Youth and Family Services,,3600 East 20th Avenue,,,Anchorage,AK,99508,(907)279-0522x502 Intakes: (907)279-0522x504 (907)279- 0522x520,,MH-SA/TX/OP/AD/MD/,7128AK99508,-149.81460161964156,61.202473794669906,100.0
Cook Inlet Tribal Council Inc,Ernie Turner Center,,4330 Elmore Street,,,Anchorage,AK,99508,(907)550-2400 Intake: (907)793-3200,,SA/TX/DT/RS/RL/CO/SF/MD/PI/MI/AR/SS/AH/,1206AK99508,-149.8083975025494,61.18125198929629,98.04
Genesis Recovery Services Inc,,,2825 West 42nd Avenue,,,Anchorage,AK,99517,(907)243-5130,,MH-SA/TX/HH/RS/RL/OP/PH/HV/WN/MN/DU/CJ/SF/PI/AR/,3917AK99517,-149.93798776061183,61.18226397837625,100.0
Narcotic Drug Treatment Center Inc,Center for Drug Problems,,520 East 4th Avenue,Suite 102,,Anchorage,AK,99501,(907)276-6430,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SE/PW/MN/CJ/SF/MD/SI/PI/MI/SS/PA/AH/,5954AK99501,-149.87406602589138,61.21851252448672,100.0
