Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID
Mental Health Ctr of North Central AL,Quest Rec Ctr Subst Abuse Treatment,,801 Church Street NE,Suite 10,,Decatur,AL,35601,(256)353-9116 Intake: (256)355-5904 Hotline: (256)355-6091,www.mhcnca.org,,SA/TX/OP/CO/PW/WO/CJ/SF/MD/PI/SS/AH/,7352AL35601
West Alabama Mental Health Center,,,1215 Walnut Avenue South,,,Demopolis,AL,36732,(334)624-4520 Intake: (800)239-2901 Hotline: (800)239-2901,,,MH-SA/TX/OP/CO/DU/CJ/SF/MD/,9367AL36732
Bradford Health Services,Dothan Outreach,,1609 West Main Street,,,Dothan,AL,36301,(334)671-1677 Hotline: (334)671-1677,www.bradfordhealth.com,,SA/TX/OP/PH/AD/CO/DU/SF/PI/MI/,9235AL36301
Spectra Care,The Haven,,831 John D Odom Road,,,Dothan,AL,36303,(334)794-3771 Intake: (334)671-1919 Hotlines: (334)794-0300 (800)951-4357,,,SA/TX/RR/SF/MD/PI/SS/,2574AL36303
Baldwin County Mental Health Center,,,372 South Greeno Road,,,Fairhope,AL,36532,(251)990-8961 Intake: (800)738-2871 Hotline: (800)738-2871,,,MH-SA/TX/OP/AD/CJ/SF/MD/MC/PI/MI/PA/AH/,3813AL36532
Riverbend Center for Mental Health,Substance Abuse Services,,635 West College Street,,,Florence,AL,35630,(256)764-3431x205 Intake: (256)764-3431 Hotline: (256)764-3431,www.rcmh.org,,MH-SA/TX/OP/AD/CO/SF/MD/MC/PI/MI/SS/SP/AH/,6282AL35630
Bridge Inc,Recovery Center/Fort Payne,,100 7th Street NE,,,Fort Payne,AL,35967,(256)845-7767,www.bridgeinc.org,,SA/TX/OP/AD/SP/AH/,0827AL35967
Alcohol and Drug Abuse,Prevention and Control Office (ADAPCO),,6th Avenue,Building 132,,Fort Rucker,AL,36362,(334)255-2789 Intake: (334)255-1040,,,SA/TX/OP/,8930AL36362
Bridge Inc,,,3232 Lay Springs Road,,,Gadsden,AL,35904,(256)546-6324 Intake: (256)546-6324x208,www.bridgeinc.org,,SA/TX/OP/PH/RR/AD/SF/MD/PI/,4793AL35904
Cherokee/Etowah/DeKalb Mental Health,Center Subst Abuse Servs Men/Women,,901 Goodyear Avenue,,,Gadsden,AL,35903,(256)492-7800 Hotline: (256)492-7800,,,MH/TX/OP/PH/CO/WO/MN/CJ/SF/MD/PI/MI/SS/AH/,8110AL35903
Gadsden Treatment Center,,,1107 West Meighan Boulevard,,,Gadsden,AL,35901,(256)549-0807,www.alamta.freeservers.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/PI/,8213AL35901
Mountain View Hospital,,,3001 Scenic Highway,,,Gadsden,AL,35902,(800)245-3645 Intake: (256)546-9265x250,www.mtnviewhospital.com,,MH/TX/DT/OP/PH/HI/CO/DU/SF/MD/MC/PI/MI/,0297AL35902
Gulf Coast Treatment,,,Interchange Road,,,Grand Bay,AL,36541,(251)865-0123,,Methadone Clients Only,SA/TX/MM/OP/WO/SF/,3666AL36541
Mountain Lakes Behavioral Healthcare,Substance Abuse Services,,22165 U.S. Highway 431,,,Guntersville,AL,35976,(256)582-4465 Hotline: (256)582-5339,,,SA/TX/OP/RR/AD/SF/MD/PI/SS/AH/,0524AL35976
Crestwood Medical Center of Huntsville,Behavioral Services,,1 Hospital Drive,,,Huntsville,AL,35801,(256)880-4260 Intake: (256)880-4280,www.crestwoodmedcenter.com,,GH/TX/DT/OP/PH/HI/AD/CO/SF/MD/MC/PI/MI/,5922AL35801
Huntsville Madison County MH Center,New Horizons Recovery Center,,600 Saint Clair Street,Number 9 Suite 23,,Huntsville,AL,35801,(256)532-4141,,,SA/TX/OP/SF/MD/PI/MI/SS/SP/AH/,2279AL35801
Huntsville Metro Treatment Center,,,2227 Drake Avenue,Suite 10-D,,Huntsville,AL,35805,(256)881-1311,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/SP/,7183AL35805
Pathfinder Inc,,,3104 Ivy Avenue SW,,,Huntsville,AL,35805,(256)534-7644,,,SA/TX/HH/RR/CO/HV/GL/SE/WO/MN/SF/,6750AL35805
Northwest Alabama Mental Health Center,,,1100 7th Avenue,,,Jasper,AL,35501,(205)387-0541x134 Intake: (205)387-0547 Hotline: (800)489-3971,nwamhc.com,,MH-SA/TX/OP/SF/MD/MC/PI/MI/SS/,3770AL35501
Walker Recovery Center Inc,,,2195 North Airport Road,,,Jasper,AL,35504,(205)221-1799,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/CJ/SF/PI/,7802AL35504
Bradford Health Services,Huntsville Madison Inpt and Outpt,,1600 Browns Ferry Road,,,Madison,AL,35758,(800)879-7272 Intake: (256)461-7272x255,www.bradfordhealth.com,,SA/TX/DT/OP/PH/RR/HI/AD/SF/PI/MI/,0066AL35758
Bradford Health Services,Mobile Regional Facility,,1000 Hillcrest Road,Suite 304,,Mobile,AL,36695,(800)333-0906 Hotline: (800)333-0906,www.bradfordhealth.com,,SA/TX/OP/AD/WO/MN/SF/PI/MI/AH/,7138AL36695
Bridge Inc,Recovery Center for Teens/Mobile,,3401 Newman Road,,,Mobile,AL,36695,(251)633-0475,www.bridgeinc.org,,SA/TX/OP/AD/CO/SP/AH/,2144AL36695
Bridge Inc,Mobile Campus/Westwood Program,,3401 Newman Road,,,Mobile,AL,36695,(251)633-0475x1026,www.bridgeinc.org,,SA/TX/RR/AD/SF/PI/MI/SP/AH/,2144AL36695
Dauphin Way Lodge,,,1009 Dauphin Street,,,Mobile,AL,36604,(251)438-4729x149 Intake: (251)438-4729x135,www.salvos.com/mobile,,SA/TX/HH/OP/RR/SF/,0089AL36604
ECD Program,,,2950 Springhill Avenue,,,Mobile,AL,36607,(251)476-1677,,Methadone Clients Only,SA/TX/MM/OP/WO/SF/,5052AL36607
Franklin Primary Health Center,,,1055 Dauphin Street,,,Mobile,AL,36604,(251)434-8195,,,SA/TX/OP/SF/,7490AL36604
Mobile Mental Health,Oasis,,4211 Government Boulevard,,,Mobile,AL,36693,(251)666-2569,,,SA/TX/DT/MM/DM/OP/CO/HV/GL/SE/PW/WO/DU/CJ/SF/MD/MC/PI/MI/PA/AH/,0537AL36693
Mobile Metro Treatment Center,,,3367 Dauphin Island Parkway,,,Mobile,AL,36605,(251)476-5733,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,6522AL36605
Bradford Health Services,Montgomery Outreach/Montgomery,,386 Saint Lukes Drive,,,Montgomery,AL,36117,(800)873-2887 Intake: (334)244-0702 Hotlines: (334)244-0702 (800)873-2887,www.bradfordhealth.com,,SA/TX/OP/AD/SF/PI/,0103AL36117
Chemical Addictions Program Inc,,,1153 Air Base Boulevard,,,Montgomery,AL,36108,(334)269-2150,www.capmgm.com,,SA/TX/OP/PH/AD/SF/MD/PI/MI/SS/,3667AL36108
Lighthouse Counseling Center Inc,Intensive Outpatient Unit,,1415 East South Boulevard,,,Montgomery,AL,36116,(334)286-5980,www.lighthousehelp.com,,SA/TX/OP/AD/CO/HV/PW/WO/CJ/SF/MD/PI/SS/,7532AL36116
Meadhaven Outpatient Center,Addictive Disease Program,,4101-C Wall Street,,,Montgomery,AL,36106,(334)260-3625,www.baptistfirst.org,,MH-SA/TX/DT/OP/PH/SF/PI/AH/,4311AL36106
Montgomery Metro Treatment Center,,,4303 Norman Bridge Road,,,Montgomery,AL,36105,(334)288-5363,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,1386AL36105
Shoals Treatment Center,,,520 Louise Avenue,,,Muscle Shoals,AL,35661,(256)383-6646,,Methadone Clients Only,SA/TX/MM/OP/SF/PI/,1179AL35661
Bradford Health Services,Tuscaloosa Outreach Division,,515 Energy Center Boulevard,,,Northport,AL,35473,(800)891-9673 Hotlines: (800)891-9673 (800)333-1865,www.bradfordhealth.com,,SA/TX/OP/AD/SF/PI/MI/AH/,8334AL35473
Calhoun Treatment Center Inc,,,118 East Choccolocco Street,,,Oxford,AL,36203,(256)831-4601,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/PI/,1510AL36203
East Alabama MH/MR Center,Russell County Clinic,,2400 10th Street,,,Phenix City,AL,36867,(334)298-2405 Intake: (334)742-2877,,,MH/TX/OP/SF/MD/MC/PI/MI/SS/,2279AL36867
First Step,Substance Abuse Treatment,,Smiley Street,,,Red Level,AL,36474,(334)469-5347 Intake: (877)530-0002 Hotline: (334)222-7794,,,SA/TX/RR/MN/SF/MD/MC/PI/MI/SS/,9477AL36474
Freedom House,,,15132 Highway 72,,,Rogersville,AL,35652,(256)247-1222,,,SA/TX/HH/OP/PH/RR/PW/WO/CJ/SF/SP/,9187AL35652
Sunrise Lodge,Substance Abuse Treatment Center,,1163 Washington Avenue SW,,,Russellville,AL,35653,(256)332-0078 Intake: (256)764-3431 Hotline: (256)764-3431,www.rcmh.org,,SA/TX/RR/CO/MN/SF/MD/PI/MI/SS/SP/AH/,2919AL35653
Cahaba Ctr for Substance Abuse Servs,,,912 Jeff Davis Avenue,,,Selma,AL,36701,(334)874-2600 Hotlines: (334)875-2109 (800)291-1920,,,SA/TX/OP/AD/HV/PW/CJ/SF/MD/PI/MI/PA/AH/,8667AL36701
Shoulder,,,4901 Battleship Parkway,,,Spanish Fort,AL,36577,(251)626-2199,www.theshoulder.org,,SA/TX/HH/OP/PH/RR/MN/CJ/SF/PI/SS/PA/,7833AL36577
Cheaha Regional Mental Health/Caradale,Lodge/Mental Retardation Board Inc,,1721 Old Birmingham Highway,,,Sylacauga,AL,35150,(256)249-2395 Intake: (256)245-2201 Hotline: (256)245-2201,,,SA/TX/DT/OP/RR/AD/DU/CJ/SF/MD/SS/AH/,8022AL35150
East Central Mental Health Inc,Substance Abuse Program,,200 Cherry Street,,,Troy,AL,36081,(334)566-6022 Hotline: (334)566-3391,,,MH-SA/TX/OP/AD/CO/DU/SF/MD/PI/MI/,3476AL36081
Bridge Inc,Recovery Center for Teens/Tuscaloosa,,6001 12th Avenue East,,,Tuscaloosa,AL,35405,(205)345-4340,www.bridgeinc.org,,SA/TX/OP/AD/CO/,9807AL35405
Indian Rivers Mental Health Center,Alcohol and Drug Abuse Program,The Insight Center,3532 23rd Street,,,Tuscaloosa,AL,35401,(205)391-0132 Intake: (205)556-0477 Hotline: (205)345-1600,,,SA/TX/OP/PH/CO/PW/WO/SF/MD/PI/MI/SS/SP/AH/F29/,5761AL35401
Phoenix House Inc,,,700 35th Avenue,,,Tuscaloosa,AL,35401,(205)758-3867,,,SA/TX/HH/RR/CJ/SF/SS/,5617AL35401
Tuscaloosa Treatment Center,,,1001 Mimmosa Park Road,,,Tuscaloosa,AL,35405,(205)752-5857,,Methadone Clients Only,SA/TX/MM/OP/HV/WO/MN/SF/MC/PI/MI/,8047AL35405
Veterans Affairs Medical Center,MAPS/MI Addiction PTSD Services,,3701 Loop Road East,,,Tuscaloosa,AL,35404,(205)554-2000x2690 Intake: (205)554-2000x3158,,,SA/TX/DT/OP/PH/CO/SF/PI/MI/SP/AH/F27/F29/F85/F87/,3248AL35404
VA Central Alabama Healthcare System,,,2400 Hospital Road,,,Tuskegee,AL,36083,(334)727-0550x4184 Intake: (334)727-0550x4134,,,GH/TX/DT/OP/HI/CO/SF/PI/MI/,3987AL36083
Bradford Health Services,Warrior Lodge/Jefferson,,1189 Allbritton Road,,,Warrior,AL,35180,(800)333-1865 Intake: (800)648-1945 Hotlines: (800)648-1945 (800)333-1865,www.bradfordhealth.com,,SA/TX/DT/PH/RR/SF/PI/MI/PA/,4757AL35180
Self Discovery Unit,c/o Elmore Community Hospital,,500 Hospital Drive,,,Wetumpka,AL,36092,(877)647-7552,,,SA/TX/DT/HI/WO/MN/SF/MD/MC/PI/MI/,4315AL36092
TCCY/TCMHC,Allakaket Counseling Center,,,,,Allakaket,AK,99720,(907)968-2210,,,MH-SA/TX/OP/CO/PI/,5400AK99720
Akeela Inc,,,4111 Minnesota Drive,,,Anchorage,AK,99503,(907)565-1200 Intake: (907)562-4556,www.alaskaprevention.org/,,SA/TX/RR/CJ/SF/PI/,0153AK99503
Alaska Human Services Inc/Outpatient,Alcohol/Substance Abuse Treatment Prog,,3305 Arctic Boulevard,Number 5,,Anchorage,AK,99503,(907)561-4535,,,SA/TX/OP/DU/CJ/SF/PI/SS/AH/,6193AK99503
Alaska Womens Resource Center,,,610 C Street,Suite 2-A,,Anchorage,AK,99501,(907)276-0528,www.awrconline.org,,SA/TX/RR/WO/SF/MD/PI/SS/,8970AK99501
Alaska Womens Resource Center,,,813 D Street,,,Anchorage,AK,99501,(907)276-0528,www.awrconline.org,,SA/TX/OP/RR/WO/SF/MD/PI/SS/,2757AK99501
Booth Memorial,Youth and Family Services,,3600 East 20th Avenue,,,Anchorage,AK,99508,(907)279-0522,,,MH-SA/TX/OP/PH/AD/CO/PW/SF/MD/MC/PI/AH/,9468AK99508
Cookinlet Tribal Council,Ernie Turner Center,,4330 South Bragaw Street,,,Anchorage,AK,99508,(907)550-2400,www.ernieturner.org,,SA/TX/OP/PH/RR/SE/WO/MN/SF/MC/PI/PA/N66/,1925AK99508
Genesis Recovery Services Inc,,,2825 West 42nd Place,,,Anchorage,AK,99517,(907)243-5130,,,SA/TX/OP/RR/GL/SE/DU/CJ/SF/PI/MI/,6376AK99517
Narcotic Drug Treatment Center Inc,Center for Drug Problems,,520 East 4th Avenue,Suite 102,,Anchorage,AK,99501,(907)276-6430,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/WO/SF/MD/PI/MI/SS/F69/,9067AK99501
Providence Alaska Medical Center,Providence Breakthrough,,2401 East 42nd Avenue,Suite 103,,Anchorage,AK,99508,(907)562-7325,,,SA/TX/OP/PH/CO/WO/MN/DU/SF/PI/MI/,7195AK99508
RITE Inc,,,301 East Fireweed Lane,Suite 102,,Anchorage,AK,99503,(907)562-7483,,,SA/TX/OP/WO/MN/SF/PI/PA/,0663AK99503
Salvation Army,Clitheroe Center,,1709 South Bragaw Street,Suite B,,Anchorage,AK,99508,(907)276-2898,,,SA/TX/DT/OP/RR/CO/WO/MN/SF/MD/PI/MI/AH/,2981AK99508
Southcentral Foundation,Dena A Coy,,4130 San Ernesto Avenue,,,Anchorage,AK,99508,(907)729-5070,www.southcentralfoundation.org,,SA/TX/OP/RR/CO/PW/WO/SF/MD/PI/MI/AH/N66/,2120AK99508
Starting Point,,,341 West Tudor Road,,,Anchorage,AK,99503,(907)562-6116,,,SA/TX/OP/AD/DU/CJ/SF/PI/SS/,3648AK99503
Veterans Affairs and ROC,Anchorage Alaska Addictions Trt Prog,,2925 Debarr Road,Suite 116,,Anchorage,AK,99508,(907)257-4854 Intake: (907)257-4835,,,MH/TX/OP/CO/SF/,2238AK99508
Volunteers of America Alaska,,,1675 C Street,Suite 301,,Anchorage,AK,99501,(907)279-9634,voaak.org,,SA/TX/OP/AD/DU/SF/MD/PI/SS/,0456AK99501
Kuskokwim Native Association,Community Counseling Program,,,,,Aniak,AK,99557,(907)675-4445 Hotlines: (800)478-5622 (907)675-4445,,,MH-SA/TX/OP/CO/CJ/SF/MD/MC/PI/MI/SS/PA/,9033AK99557
North Slope Borough Dept of Hlth/Soc,Servs Substance Abuse Treatment Prog,,5200 Karluk Street,,,Barrow,AK,99723,(907)852-0366,,,SA/TX/DT/OP/RR/CO/DU/SF/MC/PI/SS/PA/F25/N23/,1872AK99723
Copper River Native Association,Behavioral Health Sciences Department,Substance Abuse and Mental Health Serv,Mile 104 Old Richardson Highway,,,Copper Center,AK,99573,(907)822-5241,,,MH-SA/TX/DT/OP/RR/AD/CO/HV/GL/SE/PW/DU/CJ/SF/MD/MC/PI/MI/SS/AH/,1424AK99573
Sound Alternatives,Cordova Community Medical Center,,602 Chase Avenue,,,Cordova,AK,99574,(907)424-8300x334 Intake: (907)424-8300 Hotline: (907)424-8000,,,MH-SA/TX/DT/OP/AD/CO/HV/GL/SE/PW/WO/MN/DU/CJ/SF/MD/MC/PI/MI/SS/PA/SP/AH/,8108AK99574
Bristol Bay Area Health Corp,Alcoholism and Drug Abuse Program,,6000 Kanakanak Road,,,Dillingham,AK,99576,(907)842-5266,,,SA/TX/DT/OP/PH/RR/AD/CO/WO/MN/DU/CJ/SF/MD/PI/SS/PA/N66/,4699AK99576
Elmendorf AFB Alcohol Drug Abuse,Prevention Treatment Program,,3 MDOS/SGOH,5955 Zeamer Avenue,,Elmendorf AFB,AK,99506,(907)580-2181 Intake: (907)580-1793,,,SA/TX/DT/OP/,0796AK99506
Fairbanks Memorial Hospital,Family Recovery Center,,1650 Cowles Street,,,Fairbanks,AK,99701,(907)458-5540,www.bannerhealth.com,,SA/TX/OP/PH/SF/PI/PA/,3339AK99701
Graf Rheeneenhaanjii,Substance Abuse Services,,2550 Lawlor Road,,,Fairbanks,AK,99709,(907)455-4725,,,MH-SA/TX/RR/AD/CO/WO/MN/SF/MD/PI/MI/SS/,7454AK99709
Life Givers,,,605 Hughes Avenue,,,Fairbanks,AK,99701,(907)452-1274 Hotline: (888)797-1274,www.ptialaska.net/~fnalife/lgweb/,,SA/TX/DT/OP/RR/AD/CO/PW/DU/SF/MD/MC/PI/MI/SS/PA/N7/N66/,0850AK99701
Project Special Delivery,,,710 3rd Avenue,,,Fairbanks,AK,99701,(907)452-4222,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/PI/MI/SS/AH/,3645AK99701
Ralph Perdue Center,,,3100 South Cushman Street,,,Fairbanks,AK,99701,(907)452-6251 Intake: (907)456-1041x221,www.fairbanksnative.org,,SA/TX/DT/OP/RR/WO/MN/DU/SF/PI/MI/SS/PA/,1284AK99701
Tanana Chiefs Conference Inc,Old Minto Family Recovery Camp,,122 1st Avenue,Suite 600,,Fairbanks,AK,99701,(907)452-8251x3144 Intake: (800)478-6822,,,SA/TX/RR/AD/,2119AK99701
Tanana Chiefs Conference Inc,Yukon Tanana Counseling Services,,1302 21st Avenue,,,Fairbanks,AK,99701,(907)459-3930 Intake: (907)452-8251x3460,,,MH-SA/TX/OP/,9069AK99701
Womens and Children Center for,Inner Healing,,1027 Evergreen Street,,,Fairbanks,AK,99701,(907)451-8164 Intake: (907)451-8164x226,,,SA/TX/DT/RR/HV/GL/SE/PW/WO/SF/MD/MC/PI/SS/PA/AH/N7/N66/,1234AK99701
ASAP Counseling Center,,,600 Richardson Drive,,,Fort Richardson,AK,99505,(907)384-1412,,,SA/TX/OP/AD/CO/DU/MI/,8496AK99505
Fort Wainwright Community Counseling,Center /US Army MEDDAC-AK,,1060 Gaffney Road Suite 6600,MCUC/CCC Building 1064,,Fort Wainwright,AK,99703,(907)353-9872 Intake: (907)353-9871,www.alaska.amedd.army.mil,,SA/TX/DT/OP/CO/MI/,0789AK99703
Gastineau Human Services,,,5597 Aisek Street,,,Juneau,AK,99801,(907)780-3026,,,MH-SA/TX/HH/OP/RR/CO/GL/DU/CJ/SF/MD/MC/PI/MI/SS/PA/SP/AH/F52/N56/N66/,3095AK99801
Juneau Recovery Hospital,Bartlett Regional Hospital,,3250 Hospital Drive,,,Juneau,AK,99801,(907)586-9508,www.bartletthospital.org,,SA/TX/DT/OP/PH/HI/SF/MD/PI/MI/SS/AH/,7038AK99801
Tongass Community Counseling Center,,,222 Seward Street,Suite 202,,Juneau,AK,99801,(907)586-3585,,,MH-SA/TX/OP/AD/CO/HV/GL/WO/MN/DU/SF/PI/MI/,3728AK99801
Cookinlet Council on,Alcohol and Drug Abuse (CICADA),,10200 Kenai Spur Highway,,,Kenai,AK,99611,(907)283-3658,,,SA/TX/OP/AD/CO/WO/MN/DU/CJ/SF/MD/PI/,2261AK99611
Gateway Center for Human Services,Substance Abuse Services Division,,3050 5th Avenue,,,Ketchikan,AK,99901,(907)245-4135 Intake: (907)225-4135x200 Hotline: (907)225-4154,www.city.ketchikan.ak.us,,MH-SA/TX/DT/OP/RR/AD/CO/WO/MN/DU/CJ/SF/MD/MC/PI/MI/SS/PA/,3192AK99901
Ketchikan Indian Corporation,,,2960 Tongass Avenue,,,Ketchikan,AK,99901,(907)225-4061x13 Intake: (907)225-4061,,kictribe.net,MH-SA/TX/OP/AD/DU/,2813AK99901
Kodiak Council on Alcoholism Inc,DBA Safe Harbor,,115 Mill Bay Road,,,Kodiak,AK,99615,(907)486-3535,,,SA/TX/OP/RR/CO/HV/DU/SF/MD/MC/PI/MI/SS/,8864AK99615
Maniilaq Addictions and Support,Maniilaq Association,,,,,Kotzebue,AK,99752,(907)442-7640,www.maniilaq.org,,SA/TX/DT/OP/PH/RR/AD/DU/SF/SS/N23/,0146AK99752
Four Rivers Counseling Services,McGrath/Anvik Education and MH Assoc,,229 Joaquin Street,,,McGrath,AK,99627,(907)524-3781,,,MH-SA/TX/OP/AD/CO/PW/WO/MN/DU/SF/MD/PI/SS/N7/,6188AK99627
Annette Island Service Unit,Family Services,,5th Avenue and Duncan Street,,,Metlakatla,AK,99926,(907)886-4325 Intake: (907)886-7491,,,MH-SA/TX/OP/AD/DU/,6350AK99926
Railbelt Mental Health and Addictions,Treatment Program,,307 East 2nd Street,,,Nenana,AK,99760,(907)832-5557,www.railbelt.com,,MH-SA/TX/OP/SF/MD/MC/PI/MI/SS/,5810AK99760
Railbelt Mental Health and Addictions,,,307 East 2nd Street,,,Nenana,AK,99760,(907)832-5557,www.railbelt.com,,MH-SA/TX/OP/DU/SF/MD/MC/PI/SS/,5810AK99760
Changing Tides Counseling Services,,,201 North Nordic Street,Suites 204 and 205,,Petersburg,AK,99833,(907)772-3552,www.mitkof.net/~changing,,SA/TX/OP/AD/DU/SF/MD/MC/PI/MI/SS/SP/,2968AK99833
Pribilof Counseling Center,,,,,,Saint Paul Island,AK,99660,(907)546-2342,,,SA/TX/OP/AD/CO/SE/DU/CJ/SF/MD/MC/PI/,3283AK99660
Seldovia Village Tribe,Prevention Program,,274 Main Street,,,Seldovia,AK,99663,(907)234-7807,,,SA/TX/OP/AD/DU/CJ/SF/SS/,1012AK99663
Seaview Community Services,,,302 Railway Avenue,,,Seward,AK,99664,(907)224-5257,www.seward.net/~seaview,,MH-SA/TX/OP/CO/WO/DU/SF/MD/MC/PI/MI/SS/,0677AK99664
Sitka Prevention and Trt Services Inc,,,701 Indian River Road,,,Sitka,AK,99835,(907)747-3636,,,SA/TX/OP/RR/AD/CO/MN/DU/SF/MD/MC/PI/MI/SS/,4722AK99835
Southeast AK Regional Hlth Consortium,Ravens Way,,222 Tongass Drive,,,Sitka,AK,99835,(907)966-8714x8726 Intake: (907)966-8716,www.searhc.org,,SA/TX/RR/AD/CO/MD/MC/PI/PA/,3000AK99835
Upper Tanana Alcohol Program,,,204 East Chena Way,,,Tok,AK,99780,(907)883-5185,,,SA/TX/OP/WO/MN/AH/,2862AK99780
Aleutian Counseling Center,,,34 Lavelle Court,,,Unalaska,AK,99685,(907)581-2742,,,MH-SA/TX/OP/CO/DU/SF/MD/MC/PI/MI/SS/,9786AK99685
Valdez Counseling Center,,,337 Egan Avenue,,,Valdez,AK,99686,(907)835-2838,www.valdezrha.org,,MH-SA/TX/OP/AD/MN/DU/SF/MD/MC/PI/MI/,4204AK99686
Alaska Addiction Rehab Services,Nugens Ranch,,3701 Palmer Wasilla Street,,,Wasilla,AK,99654,(907)376-4534,,,SA/TX/DT/RR/CO/WO/MN/SF/PI/SS/,5017AK99654
