"","x","y","marks"
"70",438108.919715887,4639063.12931272,"MOUD - Methadone"
"71",436311.760645391,4639164.34712796,"MOUD - Naltrexone"
"72",440956.774482324,4639787.49444613,"MOUD - Buprenorphine"
"73",441217.169995489,4621802.2873201,"MOUD - Buprenorphine"
"74",439697.408905188,4620761.68723575,"MOUD - Buprenorphine"
"75",439986.777826561,4621938.72728924,"MOUD - Naltrexone"
"76",441263.886181856,4621578.22673101,"MOUD - Methadone"
"77",449754.046107894,4630992.11007314,"MOUD - Naltrexone"
"78",449225.933965393,4629910.23597252,"MOUD - Buprenorphine"
"79",214700.079129881,4596258.32922045,"MOUD - Buprenorphine"
"80",447369.622307297,4638315.00846224,"MOUD - Buprenorphine"
"81",446627.763528387,4638159.85571325,"MOUD - Naltrexone"
"82",439549.492912727,4615225.4423602,"MOUD - Buprenorphine"
"83",429448.345704573,4647013.42599873,"MOUD - Buprenorphine"
"84",446862.873570127,4644498.07894693,"MOUD - Naltrexone"
"85",447432.712658435,4643191.21644107,"MOUD - Buprenorphine"
"86",447526.408309831,4642883.51051445,"MOUD - Buprenorphine"
"87",447294.85516257,4644952.69921811,"MOUD - Buprenorphine"
"88",446896.146275939,4642949.57079368,"MOUD - Buprenorphine"
"89",447653.08542793,4643594.80651672,"MOUD - Buprenorphine"
"90",446942.794842656,4642954.54675487,"MOUD - Methadone"
"91",446869.230015356,4643967.05191196,"MOUD - Naltrexone"
"92",441146.302271401,4648739.80052912,"MOUD - Methadone"
"93",439927.432561179,4648949.43440392,"MOUD - Buprenorphine"
"94",442921.251532472,4649540.72004265,"MOUD - Naltrexone"
"95",440920.963481152,4648811.8874858,"MOUD - Buprenorphine"
"96",443722.373900348,4649582.80782245,"MOUD - Buprenorphine"
"97",444915.344994941,4648289.9680235,"MOUD - Methadone"
"98",444459.505990978,4649265.25726206,"MOUD - Buprenorphine"
"99",445131.701187561,4649381.24609717,"MOUD - Naltrexone"
"100",446412.857107222,4637111.0405011,"MOUD - Buprenorphine"
"101",430689.68429369,4646032.98918592,"MOUD - Buprenorphine"
"102",433275.85873578,4640151.05111474,"MOUD - Buprenorphine"
"103",431725.964629284,4642366.39246206,"MOUD - Buprenorphine"
"104",434301.570681655,4641925.28324307,"MOUD - Naltrexone"
"105",434094.36040198,4642046.66035973,"MOUD - Methadone"
"106",433613.484051918,4653792.09399092,"MOUD - Buprenorphine"
"107",440483.28287303,4613054.2182796,"MOUD - Buprenorphine"
"108",435509.872289671,4633527.42858124,"MOUD - Naltrexone"
"109",437409.008416048,4632416.19772152,"MOUD - Buprenorphine"
"110",438426.485435595,4635105.93488029,"MOUD - Buprenorphine"
"111",435814.545003213,4632732.59580277,"MOUD - Buprenorphine"
"112",437797.923893097,4630152.05985997,"MOUD - Buprenorphine"
"113",437793.225074576,4633928.92756203,"MOUD - Methadone"
"114",441805.28795948,4618645.36682543,"MOUD - Buprenorphine"
"115",446486.777981344,4610794.87874284,"MOUD - Buprenorphine"
"116",426117.857170269,4547675.2444486,"MOUD - Naltrexone"
"117",416664.04156747,4552074.75294524,"MOUD - Buprenorphine"
"118",431283.540645967,4558083.9355366,"MOUD - Buprenorphine"
"119",436155.652480317,4561744.56967287,"MOUD - Naltrexone"
"120",208450.780448206,4600537.09478651,"MOUD - Buprenorphine"
"121",211662.287774106,4595419.07446067,"MOUD - Naltrexone"
"122",211063.352352975,4597436.28447782,"MOUD - Methadone"
"123",206384.314234025,4599756.697611,"MOUD - Buprenorphine"
"124",272448.986325381,4409686.59653544,"MOUD - Naltrexone"
"125",271174.805332912,4410190.24402279,"MOUD - Buprenorphine"
"126",274624.50142393,4406399.69828623,"MOUD - Naltrexone"
"127",273390.275886052,4400736.29216682,"MOUD - Buprenorphine"
"128",268652.563724487,4405347.35266357,"MOUD - Naltrexone"
"129",270457.295567369,4405920.21037551,"MOUD - Methadone"
"130",268804.243453845,4407324.74605166,"MOUD - Buprenorphine"
"131",271069.243104745,4404534.91206455,"MOUD - Buprenorphine"
"132",391616.942961973,4677238.6876777,"MOUD - Buprenorphine"
"133",389472.705569963,4677605.42902778,"MOUD - Naltrexone"
"134",390320.708505256,4676128.9587854,"MOUD - Methadone"
"135",387253.868230274,4671849.9537834,"MOUD - Buprenorphine"
"136",424234.319937875,4669372.3663436,"MOUD - Buprenorphine"
"137",300110.949284433,4504509.66893708,"MOUD - Buprenorphine"
"138",284147.017876136,4511007.42125307,"MOUD - Buprenorphine"
"139",273664.103300535,4509739.69193742,"MOUD - Buprenorphine"
"140",274200.526725323,4508642.6916255,"MOUD - Naltrexone"
"141",277313.848706541,4505006.99591436,"MOUD - Buprenorphine"
"142",278556.07760322,4508057.9560711,"MOUD - Buprenorphine"
"143",283811.3542918,4504275.26069636,"MOUD - Buprenorphine"
"144",277053.975421554,4518140.34713423,"MOUD - Buprenorphine"
"145",333721.576002006,4686641.08451631,"MOUD - Buprenorphine"
"146",333002.091945457,4695115.84048294,"MOUD - Buprenorphine"
"147",202387.900078478,4600332.58243184,"MOUD - Naltrexone"
"148",198618.012799791,4595418.17400891,"MOUD - Buprenorphine"
"149",203586.57930671,4600360.37680317,"MOUD - Methadone"
"150",199967.247322499,4598540.42461382,"MOUD - Buprenorphine"
"151",279589.890368991,4519960.40507577,"MOUD - Buprenorphine"
"152",333868.135609292,4483130.6750002,"MOUD - Buprenorphine"
"153",334034.965918112,4481584.83574382,"MOUD - Naltrexone"
"154",332549.508426128,4481243.0765455,"MOUD - Methadone"
"155",332840.149343978,4480928.1023452,"MOUD - Buprenorphine"
"156",337883.823968519,4481760.09567295,"MOUD - Buprenorphine"
"157",329700.451948283,4478985.03772732,"MOUD - Naltrexone"
"158",350060.414327886,4680509.87267086,"MOUD - Buprenorphine"
"159",350646.273737001,4673668.14079355,"MOUD - Naltrexone"
"160",293871.395232135,4625377.38668968,"MOUD - Buprenorphine"
"161",281426.049774073,4698684.16688297,"MOUD - Buprenorphine"
"162",414484.257593008,4624813.03670071,"MOUD - Buprenorphine"
"163",412245.67750491,4621689.97160252,"MOUD - Naltrexone"
"164",412202.233154704,4624736.2187749,"MOUD - Buprenorphine"
"165",427728.463635084,4624535.95332081,"MOUD - Buprenorphine"
"166",420274.765760479,4620203.14976222,"MOUD - Buprenorphine"
"167",412468.945993603,4625767.93660074,"MOUD - Naltrexone"
"168",407689.079868366,4629614.28613155,"MOUD - Buprenorphine"
"169",432084.539585701,4630155.28354553,"MOUD - Buprenorphine"
"170",390725.095550593,4619803.68527223,"MOUD - Naltrexone"
"171",385628.580183762,4621640.31712621,"MOUD - Buprenorphine"
"172",341434.589293262,4594195.71826218,"MOUD - Buprenorphine"
"173",319063.940283578,4643246.2075684,"MOUD - Buprenorphine"
"174",276708.625730676,4616113.09812462,"MOUD - Buprenorphine"
"175",338942.796776679,4702053.80577154,"MOUD - Buprenorphine"
"176",268850.772372047,4641166.14970764,"MOUD - Buprenorphine"
"177",324871.376029307,4684260.50014451,"MOUD - Buprenorphine"
"178",320049.198803739,4682613.65311951,"MOUD - Buprenorphine"
"179",330505.08983569,4691399.95189141,"MOUD - Buprenorphine"
"180",328150.635626923,4679876.7867608,"MOUD - Buprenorphine"
"181",339354.534832375,4685299.28665814,"MOUD - Buprenorphine"
"182",337169.353777192,4679977.33956326,"MOUD - Buprenorphine"
"183",332675.844228581,4676706.74295476,"MOUD - Buprenorphine"
"184",332861.647165816,4687406.77803003,"MOUD - Buprenorphine"
"185",402984.33575944,4625444.79675926,"MOUD - Buprenorphine"
"186",404186.646045192,4623097.07273116,"MOUD - Naltrexone"
"187",406818.506696106,4623639.78212914,"MOUD - Methadone"
"188",402222.918359129,4625355.17528942,"MOUD - Buprenorphine"
"189",385415.351383213,4628073.87250008,"MOUD - Buprenorphine"
"190",388344.790843622,4615788.56175658,"MOUD - Buprenorphine"
"191",392479.351298846,4616664.38758696,"MOUD - Naltrexone"
"192",392088.180433395,4603833.36063734,"MOUD - Buprenorphine"
"193",369309.623022516,4615311.80168991,"MOUD - Buprenorphine"
"194",432206.586939983,4631439.59720416,"MOUD - Buprenorphine"
"195",361015.101159255,4616342.03019493,"MOUD - Buprenorphine"
"196",404327.792712646,4630119.24433156,"MOUD - Buprenorphine"
"197",418164.468761102,4625216.50016941,"MOUD - Buprenorphine"
"198",383406.866909223,4615128.28591184,"MOUD - Buprenorphine"
"199",419732.954484133,4623782.62896868,"MOUD - Buprenorphine"
"200",403546.326560109,4627878.09942122,"MOUD - Methadone"
"201",404237.92050395,4627773.82255359,"MOUD - Buprenorphine"
"202",406841.677820616,4628616.23126663,"MOUD - Naltrexone"
"203",404802.980981534,4628967.76371731,"MOUD - Buprenorphine"
"204",402289.860692408,4620430.24847582,"MOUD - Naltrexone"
"205",401703.661738395,4617807.30003222,"MOUD - Buprenorphine"
"206",406789.989982581,4620924.02476042,"MOUD - Buprenorphine"
"207",403685.132871293,4621123.5152334,"MOUD - Naltrexone"
"208",394034.59983502,4609967.71003209,"MOUD - Buprenorphine"
"209",396561.573191582,4602133.47416285,"MOUD - Naltrexone"
"210",399165.76364967,4600209.98804675,"MOUD - Buprenorphine"
"211",401425.197394164,4603284.54074053,"MOUD - Buprenorphine"
"212",395255.779829718,4603730.41686831,"MOUD - Methadone"
"213",299031.59811364,4177479.5974196,"MOUD - Methadone"
"214",311714.860126284,4181186.18350679,"MOUD - Buprenorphine"
"215",303539.317156402,4180476.5380332,"MOUD - Buprenorphine"
"216",303493.272485232,4176353.70213675,"MOUD - Naltrexone"
"217",320270.671987505,4190458.74420845,"MOUD - Buprenorphine"
"218",334981.772471336,4173693.62333563,"MOUD - Buprenorphine"
"219",391898.234752067,4650147.50872319,"MOUD - Buprenorphine"
"220",357126.211803623,4652923.37347967,"MOUD - Buprenorphine"
"221",418172.39233398,4636381.55800659,"MOUD - Buprenorphine"
"222",430282.994418457,4652470.15672047,"MOUD - Buprenorphine"
"223",425262.521582144,4662264.42325782,"MOUD - Buprenorphine"
"224",446629.568870014,4604224.07461287,"MOUD - Buprenorphine"
"225",441494.213744335,4602274.00852135,"MOUD - Buprenorphine"
"226",446197.198409693,4601897.74535424,"MOUD - Buprenorphine"
"227",400035.441037455,4595105.39658586,"MOUD - Buprenorphine"
"228",293888.649099938,4181388.90554137,"MOUD - Buprenorphine"
"229",430012.445365575,4306514.05651031,"MOUD - Buprenorphine"
"230",411172.26318709,4690217.22281068,"MOUD - Buprenorphine"
"231",406840.004947544,4690829.37041271,"MOUD - Methadone"
"232",412084.76778428,4689487.01395899,"MOUD - Buprenorphine"
"233",411133.550395303,4689860.82054123,"MOUD - Naltrexone"
"234",412415.575385924,4666065.01054498,"MOUD - Naltrexone"
"235",415352.326286203,4666311.64143855,"MOUD - Methadone"
"236",415524.566926653,4666727.6782558,"MOUD - Buprenorphine"
"237",414771.191438994,4664177.63705362,"MOUD - Buprenorphine"
"238",439856.964214066,4652974.47654481,"MOUD - Buprenorphine"
"239",437815.522946706,4651227.61217524,"MOUD - Buprenorphine"
"240",408291.492070671,4681507.5024424,"MOUD - Buprenorphine"
"241",431535.380892179,4691513.05421901,"MOUD - Buprenorphine"
"242",430614.915510559,4691639.85504341,"MOUD - Buprenorphine"
"243",429099.594840905,4691189.18144052,"MOUD - Naltrexone"
"244",426995.200554471,4690088.44648081,"MOUD - Buprenorphine"
"245",431640.147417986,4689274.35767408,"MOUD - Methadone"
"246",432212.419060676,4693289.61529598,"MOUD - Buprenorphine"
"247",361566.523961185,4336660.05051348,"MOUD - Buprenorphine"
"248",413747.435406444,4599552.99973854,"MOUD - Buprenorphine"
"249",412275.244674864,4593495.32166146,"MOUD - Buprenorphine"
"250",404633.365790269,4598202.40087765,"MOUD - Methadone"
"251",403257.645636659,4598470.39969281,"MOUD - Naltrexone"
"252",402989.578940338,4599832.08748551,"MOUD - Buprenorphine"
"253",409291.808679982,4598887.02423583,"MOUD - Buprenorphine"
"254",409725.519440927,4594592.10665231,"MOUD - Buprenorphine"
"255",454609.166564107,4604672.23771679,"MOUD - Buprenorphine"
"256",418979.724314977,4613955.73679942,"MOUD - Buprenorphine"
"257",411275.063705956,4618028.46452974,"MOUD - Buprenorphine"
"258",412834.825678727,4618756.90626043,"MOUD - Naltrexone"
"259",408952.331241556,4618024.00463244,"MOUD - Buprenorphine"
"260",408569.174322653,4616434.10977187,"MOUD - Methadone"
"261",416645.576455075,4600981.44328069,"MOUD - Naltrexone"
"262",412023.47287218,4608968.40625577,"MOUD - Buprenorphine"
"263",435365.018777477,4595136.52512398,"MOUD - Buprenorphine"
"264",436032.676635034,4609804.31946237,"MOUD - Buprenorphine"
"265",405788.979112992,4607868.2829433,"MOUD - Naltrexone"
"266",409252.626049602,4609460.27440817,"MOUD - Methadone"
"267",403675.32705506,4607305.12581531,"MOUD - Buprenorphine"
"268",405562.199425485,4608187.04424888,"MOUD - Buprenorphine"
"269",428471.100080405,4683878.03283185,"MOUD - Buprenorphine"
"270",431857.124502952,4685604.33463266,"MOUD - Naltrexone"
"271",418342.839982202,4666310.63439708,"MOUD - Naltrexone"
"272",419541.096592339,4668692.23453657,"MOUD - Buprenorphine"
"273",423062.287618127,4665664.00390454,"MOUD - Buprenorphine"
"274",423036.718706683,4664050.37614976,"MOUD - Naltrexone"
"275",423824.423308511,4664941.56945093,"MOUD - Buprenorphine"
"276",422315.002209714,4664127.38598414,"MOUD - Methadone"
"277",440718.53158115,4658233.5844884,"MOUD - Buprenorphine"
"278",374412.076465896,4690435.74778972,"MOUD - Buprenorphine"
"279",371117.069952637,4689837.26582614,"MOUD - Naltrexone"
"280",422473.186692476,4704443.43363353,"MOUD - Naltrexone"
"281",429874.412590455,4701085.41684816,"MOUD - Buprenorphine"
"282",413070.797142813,4644435.92778654,"MOUD - Methadone"
"283",418155.230568141,4641636.15596778,"MOUD - Naltrexone"
"284",418648.670484549,4641168.16094176,"MOUD - Buprenorphine"
"285",415930.805785724,4641451.98449433,"MOUD - Buprenorphine"
"286",387223.540452133,4669503.28907842,"MOUD - Buprenorphine"
"287",398527.919710751,4649000.81378262,"MOUD - Buprenorphine"
"288",403231.233138744,4647258.32986615,"MOUD - Naltrexone"
"289",388265.305341033,4593968.11515024,"MOUD - Buprenorphine"
"290",428911.575824334,4597389.47604194,"MOUD - Buprenorphine"
"291",377437.642028529,4590426.26675096,"MOUD - Buprenorphine"
"292",422042.012991276,4591371.54251322,"MOUD - Buprenorphine"
"293",416005.498402204,4596105.74007955,"MOUD - Naltrexone"
"294",437497.732344801,4605042.83124311,"MOUD - Buprenorphine"
"295",437714.04841486,4616701.65214998,"MOUD - Buprenorphine"
"296",439103.135269254,4619087.17114797,"MOUD - Methadone"
"297",434486.32399605,4618450.31062789,"MOUD - Buprenorphine"
"298",434027.528675355,4618778.99396516,"MOUD - Naltrexone"
"299",432460.022700352,4620156.37940412,"MOUD - Buprenorphine"
"300",431731.509842466,4618687.08663331,"MOUD - Buprenorphine"
"301",429672.84101444,4623083.17372231,"MOUD - Buprenorphine"
"302",436243.343528754,4622145.1841901,"MOUD - Buprenorphine"
"303",430100.168696057,4606897.44195453,"MOUD - Buprenorphine"
"304",431772.919996356,4606347.75282203,"MOUD - Naltrexone"
"305",428224.194669718,4636540.34164624,"MOUD - Buprenorphine"
"306",421794.105877877,4644154.25284574,"MOUD - Buprenorphine"
"307",400977.043836891,4654490.86843911,"MOUD - Naltrexone"
"308",403691.98364631,4651019.58464902,"MOUD - Methadone"
"309",401256.055771128,4651489.3601627,"MOUD - Buprenorphine"
"310",405116.97299573,4652144.53229815,"MOUD - Buprenorphine"
"311",407423.870507081,4645746.31562901,"MOUD - Buprenorphine"
"312",390601.613710241,4664914.48196327,"MOUD - Naltrexone"
"313",391166.322170211,4664995.08546602,"MOUD - Buprenorphine"
"314",397133.005470993,4664375.24982008,"MOUD - Buprenorphine"
"315",395101.910682686,4664685.4991722,"MOUD - Methadone"
"316",185218.065518158,4539245.26238888,"MOUD - Buprenorphine"
"317",249947.775630025,4484232.66563283,"MOUD - Buprenorphine"
"318",294752.118343762,4497429.65847902,"MOUD - Buprenorphine"
"319",277883.50253427,4496642.61684945,"MOUD - Buprenorphine"
"320",270688.252844497,4490107.18931221,"MOUD - Naltrexone"
"321",269417.45431902,4396396.22040912,"MOUD - Buprenorphine"
"322",322008.257023978,4413039.15204006,"MOUD - Buprenorphine"
"323",213287.800775922,4399191.23466299,"MOUD - Buprenorphine"
"324",302623.305531022,4441557.33221334,"MOUD - Buprenorphine"
"325",433129.385382156,4658083.86963739,"MOUD - Buprenorphine"
"326",330681.509589702,4426381.74455996,"MOUD - Naltrexone"
"327",331862.333454728,4415642.23957026,"MOUD - Buprenorphine"
"328",448297.832683095,4637196.05291121,"MOUD - Buprenorphine"
"329",415635.447312922,4639612.73764254,"MOUD - Buprenorphine"
"330",417616.9068702,4636146.52874848,"MOUD - Buprenorphine"
"331",415759.312278523,4635697.89371321,"MOUD - Naltrexone"
"332",413656.253102732,4641157.86889107,"MOUD - Methadone"
"333",430898.367911249,4636855.19687607,"MOUD - Buprenorphine"
"334",221693.889655656,4275276.66065128,"MOUD - Buprenorphine"
"335",242064.546493985,4275537.00811638,"MOUD - Buprenorphine"
"336",241465.88762638,4259910.92332158,"MOUD - Buprenorphine"
"337",247405.530414373,4269531.20986231,"MOUD - Buprenorphine"
"338",236301.352817775,4267078.94198277,"MOUD - Buprenorphine"
"339",426104.938313819,4632162.97475494,"MOUD - Buprenorphine"
"340",383376.512928982,4673252.19567157,"MOUD - Buprenorphine"
"341",240060.522226315,4270707.03000803,"MOUD - Buprenorphine"
"342",245601.993709752,4203772.7547652,"MOUD - Buprenorphine"
"343",238902.391002691,4282117.51264974,"MOUD - Buprenorphine"
"344",246050.563250936,4285186.33361041,"MOUD - Naltrexone"
"345",294272.04570294,4301420.03328668,"MOUD - Buprenorphine"
"346",313143.695737448,4376521.10736284,"MOUD - Buprenorphine"
"347",448903.139545198,4635954.48217478,"MOUD - Naltrexone"
"348",449454.739768079,4635775.29553976,"MOUD - Methadone"
"349",449489.971506938,4633572.89189633,"MOUD - Buprenorphine"
"350",449456.123407065,4635613.45787417,"MOUD - Buprenorphine"
"351",446623.223163858,4635239.93699236,"MOUD - Methadone"
"352",445301.025941877,4636053.0202704,"MOUD - Buprenorphine"
"353",446465.065102181,4635459.89462318,"MOUD - Naltrexone"
"354",445941.118028557,4636663.47283766,"MOUD - Buprenorphine"
"355",445594.036476352,4632045.76335108,"MOUD - Naltrexone"
"356",442388.736933519,4634331.33664014,"MOUD - Buprenorphine"
"357",444604.566161489,4631674.46661254,"MOUD - Buprenorphine"
"358",445401.452796693,4631448.14219421,"MOUD - Methadone"
"359",442909.96147891,4634113.13307252,"MOUD - Buprenorphine"
"360",445235.246412822,4633361.59539314,"MOUD - Buprenorphine"
"361",444870.752173619,4631092.16729809,"MOUD - Naltrexone"
"362",444655.725909318,4628462.05946362,"MOUD - Methadone"
"363",445009.713227055,4628279.82380614,"MOUD - Buprenorphine"
"364",444477.612906984,4629340.52097624,"MOUD - Buprenorphine"
"365",443614.044426869,4630805.14260267,"MOUD - Buprenorphine"
"366",448526.985719697,4639771.47280374,"MOUD - Buprenorphine"
"367",447242.63653574,4639242.17647262,"MOUD - Methadone"
"368",447387.606909366,4638762.9374748,"MOUD - Naltrexone"
"369",448047.979293138,4640822.86733869,"MOUD - Buprenorphine"
"370",429368.219722515,4640344.63879844,"MOUD - Buprenorphine"
"371",425732.14978359,4642934.80850265,"MOUD - Buprenorphine"
"372",269419.913275084,4290047.30432476,"MOUD - Buprenorphine"
"373",407228.959681203,4656680.06801386,"MOUD - Buprenorphine"
"374",410938.410209842,4655439.21449855,"MOUD - Naltrexone"
"375",397283.098367859,4642403.86306634,"MOUD - Buprenorphine"
"376",399732.907760763,4636579.23247854,"MOUD - Naltrexone"
"377",409039.323709076,4635530.68697542,"MOUD - Buprenorphine"
"378",409258.314536109,4636774.57316277,"MOUD - Naltrexone"
"379",357542.309841586,4644518.4585138,"MOUD - Naltrexone"
"380",363117.176253236,4637087.96961979,"MOUD - Buprenorphine"
"381",346926.167341568,4646983.60101726,"MOUD - Buprenorphine"
"382",358980.619383502,4632206.71248957,"MOUD - Buprenorphine"
"383",357492.853742424,4642301.51561036,"MOUD - Methadone"
"384",392492.412947959,4661432.603819,"MOUD - Buprenorphine"
"385",403875.449579253,4656897.66089207,"MOUD - Naltrexone"
"386",394137.318910747,4656233.01121378,"MOUD - Buprenorphine"
"387",397641.318876246,4655626.24073919,"MOUD - Buprenorphine"
"388",400018.099823837,4655384.15886789,"MOUD - Methadone"
"389",390119.919827572,4656721.51398233,"MOUD - Buprenorphine"
"390",393954.192614745,4653754.985603,"MOUD - Methadone"
"391",390584.291501758,4653499.81578322,"MOUD - Buprenorphine"
"392",389704.23976498,4651893.80110319,"MOUD - Naltrexone"
"393",380315.557091269,4650012.41862925,"MOUD - Buprenorphine"
"394",423079.315761762,4640509.23149384,"MOUD - Naltrexone"
"395",420156.856352226,4641750.38375026,"MOUD - Buprenorphine"
"396",431093.421849007,4634060.23388257,"MOUD - Buprenorphine"
"397",427322.763225314,4641628.34828418,"MOUD - Buprenorphine"
"398",404660.363329655,4646211.56314247,"MOUD - Methadone"
"399",405567.887382347,4651528.2562778,"MOUD - Buprenorphine"
"400",406701.066467188,4645709.32953219,"MOUD - Buprenorphine"
"401",405148.585007176,4646112.75600612,"MOUD - Naltrexone"
"402",395189.380662932,4638567.39496727,"MOUD - Buprenorphine"
"403",412127.759579796,4631305.51108635,"MOUD - Naltrexone"
"404",413049.411993311,4637534.47232986,"MOUD - Buprenorphine"
"405",410039.566122271,4640524.91301531,"MOUD - Methadone"
"406",408742.768273963,4639745.40519141,"MOUD - Buprenorphine"
"407",409365.342135224,4640810.54565311,"MOUD - Naltrexone"
"408",411451.390039205,4640947.95792701,"MOUD - Buprenorphine"
"409",380051.764539455,4657299.77322161,"MOUD - Buprenorphine"
"410",385947.763799459,4667187.80438481,"MOUD - Buprenorphine"
"411",410181.55790552,4647445.30739431,"MOUD - Buprenorphine"
"412",412510.233469802,4655294.97127892,"MOUD - Buprenorphine"
"413",392972.836592846,4642727.56511207,"MOUD - Buprenorphine"
"414",382381.053643375,4645097.53517824,"MOUD - Buprenorphine"
"415",429386.715578985,4645174.03178771,"MOUD - Buprenorphine"
"416",425457.032136305,4655480.72741059,"MOUD - Buprenorphine"
"417",424352.796456148,4655079.36303709,"MOUD - Methadone"
"418",430259.643603566,4656626.35433208,"MOUD - Buprenorphine"
"419",426414.937035139,4654784.91046193,"MOUD - Naltrexone"
"420",423934.207799931,4647705.22637398,"MOUD - Naltrexone"
"421",424937.314648047,4648870.58643993,"MOUD - Buprenorphine"
"422",413869.470092252,4685502.73029574,"MOUD - Buprenorphine"
"423",414716.275072642,4689629.45623408,"MOUD - Naltrexone"
"424",423361.521857988,4689114.46101443,"MOUD - Buprenorphine"
"425",423412.371866892,4692075.08875748,"MOUD - Naltrexone"
"426",361111.382489362,4689803.82734517,"MOUD - Buprenorphine"
"427",431636.850900018,4673277.48214121,"MOUD - Buprenorphine"
"428",428431.075499599,4673283.12041524,"MOUD - Buprenorphine"
"429",417398.41602597,4691074.10262019,"MOUD - Buprenorphine"
"430",415478.586500149,4671589.08623891,"MOUD - Buprenorphine"
