GEOID,SVIth1,SVIth2,SVIth3,SVIth4,SVIS
08001988700,,,,,
08014980100,,,,,
08014980200,,,,,
08014980300,,,,,
08031980100,,,,,
08041003802,,0.0,0.18,,
08043980100,,,0.78,,
08043980200,,,0.84,,
08043980300,,,0.8,,
08059980000,,,,,
08059980400,,,0.64,,
08101000300,,0.31,0.69,,
08101980100,,,,,
08123000300,,0.0,0.54,,
09003980000,,,,,
09011990100,,,,,
09013538100,,,0.74,,
10001990000,,,,,
10003980100,,,,,
10003990100,,,,,
11001000201,0.36,0.0,0.3,,
12009980000,,,,,
12009980100,,,,,
12011980000,,,,,
12043990000,,,,,
12051990000,,,,,
12053990000,,,,,
12055980100,,,,,
12055980200,,,,,
12057980200,,,,,
12057980300,,,,,
12057980600,,,,,
12057980700,,,,,
12057990000,,,,,
12057990100,,,,,
12061980000,,,,,
12071980000,,,,,
12071990000,,,,,
12073001300,0.87,0.0,0.28,,
12083980000,,,,,
12083980100,,,,,
12085990100,,,,,
12086003706,,,0.96,,
12086008904,,0.0,0.64,,
12086014100,,,0.92,,
12086980100,,,,,
12086980200,,,,,
12086980400,,,,,
12086980500,,,,,
12086980600,,,,,
12086980800,,,,,
12086980900,,,,,
12086981000,,,,,
12087980100,,,,,
12087990000,,,,,
12091990200,,,,,
12093990000,,,,,
12095990000,,,,,
12099007100,,0.01,0.34,,
12099008102,,,,,
12099980000,,,,,
12099980100,,,,,
12099980200,,,,,
12099980400,,,,,
12099980500,,,,,
12099990100,,,,,
12103990000,,,,,
12105980000,,,,,
12107980000,,,,,
12109990100,,,,,
12111980000,,,,,
12119910900,,,0.89,,
13029980000,,,,,
13051010605,,,,,
13051980000,,,,,
13053020206,,,0.34,,
13063980000,,,,,
13089023115,,0.05,0.79,,
13089980000,,,,,
13121006801,,,0.82,,
13121980000,,,,,
13179990000,,,,,
13183980000,,,,,
13191980000,,,,,
13191990000,,,,,
15001990300,,,,,
15003007303,,,0.62,,
15003008611,,,,,
15003980000,,,,,
15003980200,,,0.88,,
15003980300,,,,,
15003980600,,,,,
15003980700,,,,,
15003980800,,,,,
15003981000,,,,,
15003981100,,,0.39,,
15003981200,,,,,
15003981300,,,,,
15003990001,,,,,
15007041200,,,,,
15007990100,,,,,
15007990200,,,,,
15009980000,,,,,
15009990200,,,,,
17031381700,,,,,
17031980000,,,,,
17031980100,,,,,
17097863005,,,0.2,,
17097863006,,,,,
17197980000,,,,,
18127980001,,,,,
18127980002,,,,,
18157010400,,0.0,0.62,,
19153011600,,,,,
19193940200,,,,,
20091980001,,,,,
20091980003,,,,,
20161980000,,,,,
20209040001,,,,,
20209040002,,,,,
20209042501,,,,,
20209042502,,,,,
20209043804,,,,,
20209044602,,,,,
20209044603,,,,,
21015980100,,,,,
21029980100,,,,,
21047201503,,,0.27,,
21047980100,,,,,
21061980100,,0.05,0.43,,
21093980100,,,0.26,,
21111980100,,,,,
21143980100,,,,,
21221980100,,0.05,0.35,,
21221980200,,,,,
22017980000,,,,,
22019980000,,,,,
22019980100,,,,,
22033980000,,,,,
22051980000,,,,,
22051990000,,,,,
22055980000,,,,,
22071001600,,,,,
22071014500,,,0.56,,
22071980000,0.15,0.11,0.23,,
22071980100,,,,,
22071990000,,,,,
22073980000,,,,,
22075990000,,,,,
22103990000,,,,,
23015990000,,,,,
23023990000,,,,,
23029990000,,,,,
23031990100,,,,,
24003740400,,,0.6,,
24003980000,,,0.25,,
24005980000,,,,,
24005980100,,,,,
24005980200,,,,,
24017990000,,,,,
24035990200,,,,,
24043011000,,,0.68,,
24047980000,,,,,
24510100300,,,0.71,,
24510250600,,,,,
25001990000,,,,,
25005990000,,,,,
25009990100,,,,,
25015820802,,0.0,0.23,,
25017980000,,,,,
25025980101,1.0,0.05,0.86,,
25025980300,1.0,0.06,0.85,,
25025980700,,,,,
25025981000,,,,,
25025981201,,,,,
25025981202,,,0.17,,
25025981501,,,,,
25025981502,,,,,
25025981600,,,,,
25025981700,,,,,
25027731202,,0.01,0.25,,
26017990000,,,,,
26033980100,,,,,
26033980200,,,0.72,,
26033980300,,,0.39,,
26049980100,,,,,
26057000400,,,0.62,,
26065004490,,0.0,0.53,,
26065004491,,0.0,0.42,,
26065004492,,0.0,0.57,,
26065004493,,0.0,0.65,,
26065004494,,0.0,0.56,,
26065980200,,,,,
26065980300,,,,,
26067982200,,,0.51,,
26075005800,,,0.61,,
26083980100,,0.0,0.25,,
26087336500,,,0.4,,
26095980000,,,,,
26099982100,,,,,
26099982200,,0.08,0.35,,
26099982300,1.0,0.17,0.06,,
26115990000,,,,,
26125981000,,,,,
26131990100,,,,,
26161422900,0.99,0.05,0.44,,
26163985000,,,,,
26163985200,,,,,
26163985500,,,,,
26163985600,,,,,
26163985700,,,,,
26163985900,,,,,
26163990100,,,,,
26163990200,,,,,
27031990000,,,,,
27123040802,,0.0,0.14,,
27123980000,,,,,
27163070801,,,0.72,,
27163070802,,,0.73,,
28047980000,,,0.44,,
28067980000,,,,,
28081980000,,,,,
28143980000,,,,,
29095980101,,,,,
29095980802,,,,,
29095989200,,,,,
29165030307,,,,,
30067980600,,,,,
30101980000,,,0.23,,
31109000600,,0.0,0.53,,
31109003500,,,0.11,,
31109003601,,,0.56,,
31109983200,,,0.29,,
32005990000,,,,,
32023980500,,,,,
32031980000,,,0.2,,
32031980100,,,,,
32031980200,,,,,
32031980300,,,,,
32031990000,,,,,
32031990100,,,,,
32510990000,,,,,
33011980101,,,,,
33015980011,,,,,
34011010103,,,0.81,,
34011010402,,,0.87,,
34011020502,,,0.83,,
34013980100,,,0.66,,
34013980200,,,0.7,,
34017980100,,,,,
34021002400,,,0.63,,
34025990000,,,,,
34029980000,,,,,
34029980100,,,,,
34029990000,,,,,
34031223900,1.0,0.1,0.2,,
35043940300,,,,,
35049980000,,,0.83,,
36005000100,,,0.9,,
36005011000,,,,,
36005016300,,,,,
36005017100,,,,,
36005024900,,,,,
36005031900,0.8,0.01,0.43,,
36009940200,,,,,
36015000300,,,0.38,,
36019101100,,0.0,0.28,,
36025970900,,0.0,0.44,,
36027640001,,,0.86,,
36029006201,,0.0,0.41,,
36029014904,,,0.71,,
36029940100,,,,,
36029990000,,,,,
36039080800,,,0.77,,
36045990001,,,,,
36047001800,,,0.93,,
36047008600,,,,,
36047015400,,,,,
36047017500,,,,,
36047017700,,,,,
36047040700,,,,,
36047066600,,,,,
36047070203,,,,,
36047085200,,,,,
36047096000,,,,,
36047118000,,,,,
36047990100,,,,,
36051030500,,0.0,0.5,,
36051031000,0.68,0.02,0.63,,
36055003802,,0.0,0.59,,
36055980000,,,,,
36059980100,,0.0,0.51,,
36061000100,,,,,
36061000500,,,,,
36061008602,,,,,
36061014300,,0.45,0.52,,
36061024000,1.0,0.09,0.82,,
36061029700,,,0.99,,
36061031100,,,,,
36061031900,,,,,
36063940100,,,,,
36065980002,,,,,
36065980003,,,,,
36065980100,,,,,
36081003700,,,,,
36081009900,,,,,
36081010701,,,,,
36081017100,,,,,
36081021900,,,,,
36081024600,,,,,
36081029900,,,,,
36081033100,,,,,
36081038301,,,,,
36081038302,,,,,
36081042600,0.75,0.48,0.8,,
36081061302,,,,,
36081062400,,,,,
36081064102,,,,,
36081065501,,,,,
36081071600,,,,,
36081079300,,,,,
36081091602,,,,,
36081099900,,,,,
36081107202,,,,,
36081121100,,,,,
36081128300,,,,,
36081138502,0.71,0.48,0.27,,
36081990100,,,,,
36085015400,,,,,
36089491900,,0.0,0.27,,
36095740300,,0.01,0.27,,
36103990100,,,,,
36117990100,,,,,
36119005600,,,,,
36119982000,,,0.82,,
36119983000,0.5,0.0,0.78,,
36119985000,,0.01,0.54,,
37019990100,,,,,
37031980100,,,,,
37031990100,,,,,
37051003402,,,0.53,,
37051003404,,,0.28,,
37051980100,,,,,
37051980200,,,0.26,,
37053990100,,,,,
37055990100,,,,,
37055990200,,,,,
37063001503,,0.0,0.35,,
37063980100,,,,,
37077970704,,,0.76,,
37081980100,,,,,
37087980100,,,,,
37089980100,,,,,
37093980100,,,,,
37095990100,,,,,
37119980100,,,,,
37119980200,,,,,
37129980100,,,,,
37129990100,,,,,
37133000500,,,0.3,,
37133990100,,,,,
37135011601,,0.0,0.34,,
37141990100,,,,,
37173980200,,,,,
37183980100,,,,,
39025041304,,,,,
39035980100,,,,,
39035980500,,,,,
39035981100,,,,,
39043990100,,,,,
39049980000,,,,,
39085990000,,,,,
39113980000,,,,,
39129021300,,,0.54,,
41041990100,,,,,
41045940000,,,,,
41051980000,,,,,
42003980000,,,,,
42003980300,,,,,
42003980400,,,,,
42003980800,,,,,
42003980900,,,0.35,,
42003981000,,,,,
42003981100,,,,,
42003981200,,,,,
42017980000,,,,,
42029310400,0.99,0.0,0.44,,
42041981001,,,0.68,,
42045980000,,,,,
42079980100,,,,,
42101005000,,,,,
42101980300,,,,,
42101980400,,,,,
42101980500,,,,,
42101980600,,,,,
42101980700,,,,,
42101980800,,,,,
42101980900,,,,,
42101989100,1.0,0.06,0.78,,
44003980000,,,,,
44005990000,,,,,
44009990100,,,,,
45003980100,,,,,
45011980100,,,,,
45013990100,,,,,
45015980100,,,,,
45019990100,,,,,
45027960202,,,0.41,,
45029990100,,,,,
45041980100,,,,,
45043990100,,,,,
45051990100,,,,,
45053990100,,,,,
45061920301,,,,,
45063980100,,,,,
45079010408,0.99,0.06,0.71,,
45079010806,0.93,0.18,0.38,,
45079011501,,,0.52,,
45079980100,,,0.26,,
45089970802,,,0.87,,
45091060600,0.9,0.0,0.25,,
47001980100,,,,,
47009980100,,0.05,0.17,,
47017980100,,,,,
47029980100,,,,,
47037013000,,,0.3,,
47037980100,,,,,
47037980200,,,,,
47065980100,,,,,
47065980200,,,,,
47093000901,,0.0,0.49,,
47125980100,,,0.27,,
47145980100,,,,,
47155980100,,,,,
47157021200,,,0.57,,
47157980100,0.79,0.05,0.08,,
47157980200,,,,,
47157980300,,,,,
47157980400,,,0.69,,
47161980100,,,,,
47161980200,,,,,
47179060700,,0.01,0.22,,
48027980001,,,0.42,,
48027980002,,,,,
48027980003,,,,,
48029980001,,,,,
48029980002,,,,,
48029980004,,,,,
48039990000,,,,,
48041002015,,0.0,0.39,,
48041980000,,,,,
48061980001,,,,,
48061980100,,,,,
48071710600,,,,,
48099010503,,,0.47,,
48113980000,,,,,
48141980000,,,,,
48201312100,,0.0,0.37,,
48201412100,,0.0,0.49,,
48215980000,,,,,
48245011202,,,0.68,,
48245011203,,,0.64,,
48245011302,,,0.88,,
48253020102,,,0.7,,
48303980000,,,,,
48309000300,,0.0,0.51,,
48309980000,,,,,
48329980000,,,,,
48355002706,,0.0,0.34,,
48375980000,,,,,
48423980000,,,,,
48439980000,,,,,
48441012100,0.99,0.13,0.16,,
48441013000,,,0.33,,
48441980000,,,,,
48451980000,,,,,
48453001606,0.75,0.03,0.87,,
48453002319,0.99,0.05,0.84,,
48453980000,,,,,
48465980000,,,,,
48469980000,,,,,
48485980000,,,,,
49035112818,,,0.57,,
49035980000,,,,,
49045980000,,,,,
49049980100,,,,,
50007980000,,,,,
51001980100,,,,,
51001980200,,,,,
51001990100,,,,,
51025930202,,,0.42,,
51053980100,,,,,
51059980200,,,,,
51059980300,,,,,
51081880102,,,0.4,,
51087980100,,,,,
51107980100,,,,,
51121020100,,0.01,0.26,,
51131990100,,,,,
51153980100,,,,,
51155980100,,,,,
51155980200,,,,,
51175200300,,,0.33,,
51183870202,,,0.74,,
51590980100,,,,,
51670980100,,,,,
51710980100,,,,,
51710980200,,,,,
51710980300,,,,,
51710990000,,,,,
51735990100,,,,,
51740980100,,,0.36,,
51810990100,,,,,
53005012000,,,,,
53009990100,,,,,
53021980100,,,,,
53029992201,,,,,
53035990100,,,,,
53049990100,,,,,
53055990100,,,,,
53057990100,,,,,
53061990100,,,,,
53067990100,,,,,
55009021100,,,0.72,,
55025991702,,,,,
55025991703,,,,,
55079980000,,,,,
55089990000,,,,,
56021980801,,,,,
01001020100,0.39,0.56,0.37,0.1,0.25
01001020300,0.57,0.87,0.64,0.39,0.64
01001020400,0.18,0.8,0.37,0.06,0.18
01001020500,0.28,0.65,0.42,0.66,0.47
01001020801,0.26,0.71,0.12,0.17,0.2
01001020802,0.38,0.84,0.38,0.54,0.53
01003010701,0.07,0.4,0.24,0.43,0.19
01003010703,0.11,0.22,0.28,0.46,0.18
01003010704,0.33,0.59,0.29,0.08,0.2
01003010705,0.43,0.3,0.2,0.61,0.38
01003010800,0.43,0.68,0.46,0.74,0.59
01003010905,0.49,0.3,0.39,0.71,0.5
01003011101,0.23,0.63,0.43,0.47,0.38
01003011102,0.36,0.47,0.19,0.11,0.19
01003011201,0.29,0.84,0.24,0.74,0.51
01003011202,0.5,0.64,0.22,0.71,0.54
01003011300,0.15,0.7,0.14,0.26,0.2
01003011403,0.28,0.61,0.07,0.25,0.21
01003011408,0.38,0.26,0.03,0.24,0.17
01003011501,0.58,0.42,0.28,0.46,0.46
01003011502,0.67,0.72,0.37,0.57,0.64
01005950800,0.8,1.0,0.71,0.32,0.83
01005950900,0.95,0.93,0.6,0.4,0.84
01007010003,0.54,0.38,0.09,0.13,0.22
01009050102,0.6,0.56,0.41,0.79,0.65
01009050200,0.6,0.59,0.62,0.52,0.62
01009050602,0.33,0.49,0.18,0.37,0.29
01013952800,0.47,0.66,0.24,0.05,0.23
01013952900,0.91,0.4,0.36,0.83,0.78
01015000200,0.78,0.82,0.36,0.16,0.56
01015000300,0.97,0.97,0.43,0.42,0.84
01015000900,0.51,0.91,0.22,0.37,0.51
01015001000,0.47,0.7,0.6,0.33,0.51
01015001100,0.56,0.67,0.64,0.44,0.6
01015001600,0.91,0.91,0.2,0.22,0.66
01015001700,0.69,0.97,0.56,0.69,0.81
01015002102,0.46,0.5,0.16,0.07,0.19
01015002103,0.81,0.79,0.34,0.85,0.81
01015002200,0.66,0.96,0.07,0.47,0.61
01015002300,0.89,0.99,0.18,0.55,0.81
01015002501,0.37,0.53,0.2,0.27,0.28
01017953900,0.48,0.82,0.34,0.39,0.5
01017954200,0.7,0.87,0.33,0.32,0.6
01017954300,0.49,0.56,0.43,0.9,0.66
01017954400,0.88,0.48,0.43,0.3,0.62
01017954500,0.86,0.8,0.47,0.87,0.87
01017954600,0.65,0.88,0.28,0.54,0.65
01017954700,0.61,0.84,0.34,0.22,0.5
01021060101,0.76,0.62,0.42,0.61,0.69
01021060102,0.67,0.79,0.53,0.92,0.82
01025957602,0.74,0.59,0.4,0.82,0.74
01025957902,0.88,0.91,0.35,0.88,0.89
01027958900,0.64,0.82,0.19,0.63,0.62
01027959000,0.92,0.88,0.54,0.86,0.92
01031010800,0.48,0.41,0.22,0.21,0.29
01031010900,0.73,0.9,0.47,0.33,0.67
01031011000,0.52,0.97,0.66,0.54,0.72
01031011100,0.86,0.78,0.56,0.3,0.7
01031011201,0.16,0.72,0.36,0.02,0.12
01031011202,0.59,0.59,0.71,0.34,0.58
01033020100,0.73,0.72,0.39,0.54,0.66
01033020200,0.79,0.83,0.37,0.29,0.63
01033020300,0.85,0.99,0.37,0.26,0.75
01033020400,0.28,0.86,0.1,0.04,0.15
01033020500,0.79,0.81,0.51,0.39,0.69
01033020600,0.64,0.97,0.31,0.32,0.61
01033020701,0.36,0.4,0.15,0.23,0.22
01033020703,0.43,0.43,0.25,0.56,0.41
01033020704,0.59,0.87,0.21,0.14,0.42
01033020801,0.6,0.58,0.16,0.18,0.35
01033020802,0.82,0.81,0.29,0.4,0.66
01033020901,0.65,0.79,0.14,0.32,0.49
01033021000,0.77,0.74,0.13,0.27,0.51
01035960500,0.91,0.94,0.28,0.94,0.92
01039961900,0.59,0.83,0.4,0.34,0.56
01039962000,0.81,0.87,0.48,0.79,0.83
01039962400,0.52,0.81,0.06,0.46,0.45
01039962600,0.98,0.99,0.23,0.72,0.91
01039962700,0.97,0.99,0.34,0.56,0.88
01043964800,0.81,0.93,0.35,0.6,0.77
01043965200,0.64,0.36,0.21,0.58,0.5
01043965402,0.77,0.49,0.27,0.35,0.53
01045020500,0.85,0.97,0.46,0.21,0.72
01045020700,0.95,0.85,0.37,0.77,0.87
01045020801,0.8,0.84,0.54,0.41,0.73
01045020802,0.73,0.99,0.48,0.6,0.8
01045021102,0.67,0.58,0.24,0.86,0.68
01045021300,0.65,0.78,0.29,0.18,0.47
01047956300,0.97,0.98,0.47,0.63,0.91
01047956600,0.9,0.65,0.45,0.85,0.84
01047956701,0.36,0.74,0.5,0.07,0.29
01047956702,0.9,0.99,0.36,0.33,0.79
01049961100,0.8,0.5,0.42,0.87,0.77
01049961200,0.22,0.51,0.53,0.25,0.29
01049961300,0.94,0.78,0.68,0.75,0.9
01049961400,0.79,0.86,0.48,0.29,0.67
01051030200,0.58,0.87,0.22,0.21,0.46
01051030300,0.23,0.75,0.23,0.29,0.29
01051030400,0.73,0.89,0.3,0.87,0.8
01051030701,0.1,0.54,0.16,0.04,0.05
01051030702,0.21,0.6,0.25,0.08,0.14
01051030800,0.61,0.76,0.63,0.51,0.66
01051030901,0.21,0.34,0.21,0.48,0.25
01051031000,0.61,0.71,0.53,0.45,0.6
01051031100,0.3,0.85,0.37,0.1,0.28
01051031300,0.81,0.4,0.63,0.48,0.68
01053970100,0.51,0.69,0.6,0.63,0.63
01053970500,0.88,0.86,0.23,0.49,0.72
01053970600,0.94,0.85,0.4,0.51,0.8
01053970700,0.85,0.95,0.3,0.76,0.84
01055000400,0.57,0.62,0.13,0.06,0.24
01055000500,0.94,0.98,0.31,0.24,0.76
01055000600,0.94,0.92,0.41,0.34,0.78
01055000700,0.96,0.98,0.66,0.12,0.79
01055001000,0.87,0.99,0.79,0.68,0.94
01055001100,0.2,0.45,0.26,0.22,0.19
01055001300,0.96,0.55,0.79,0.49,0.83
01055001600,0.85,0.8,0.52,0.51,0.76
01055001700,0.9,0.67,0.79,0.58,0.84
01055010100,0.87,0.35,0.55,0.33,0.63
01055010200,0.61,0.97,0.34,0.84,0.78
01055010401,0.73,0.84,0.46,0.65,0.74
01055010402,0.34,0.38,0.41,0.56,0.4
01055010501,0.2,0.54,0.15,0.18,0.16
01055010502,0.33,0.5,0.03,0.08,0.12
01055010601,0.43,0.78,0.13,0.19,0.31
01055011200,0.74,0.91,0.86,0.56,0.84
01057020200,0.59,0.72,0.2,0.86,0.66
01057020300,0.89,0.9,0.22,0.81,0.83
01059973200,0.8,0.86,0.83,0.74,0.88
01059973400,0.94,0.88,0.13,0.33,0.69
01063060100,0.96,0.84,0.43,0.83,0.9
01067030500,0.56,0.69,0.21,0.38,0.46
01069040201,0.25,0.65,0.29,0.5,0.36
01069040202,0.21,0.4,0.32,0.38,0.25
01069040301,0.73,0.87,0.57,0.43,0.71
01069040302,0.8,0.87,0.58,0.9,0.89
01069040400,0.3,0.82,0.32,0.56,0.46
01069040500,0.55,0.85,0.28,0.07,0.35
01069040700,0.9,0.95,0.65,0.2,0.77
01069040900,0.57,0.63,0.41,0.48,0.55
01069041000,0.94,0.99,0.69,0.66,0.94
01069041100,0.77,0.83,0.43,0.69,0.77
01069041500,0.91,0.98,0.53,0.4,0.83
01071950200,0.76,0.99,0.43,0.45,0.76
01071950600,0.69,0.52,0.08,0.54,0.51
01071950700,0.63,0.88,0.32,0.62,0.67
01071950900,0.45,0.65,0.05,0.25,0.29
01073000100,0.94,0.98,0.87,0.9,0.99
01073000400,0.96,0.77,0.46,0.42,0.78
01073001100,0.62,0.98,0.5,0.4,0.69
01073001200,0.79,0.77,0.65,0.28,0.69
01073001400,0.8,0.57,0.85,0.23,0.68
01073001902,0.94,0.78,0.77,0.69,0.9
01073002100,0.81,0.97,0.57,0.57,0.83
01073002200,0.94,0.84,0.59,0.74,0.89
01073002303,0.95,0.98,0.66,0.58,0.92
01073002305,0.33,0.05,0.63,0.29,0.22
01073002306,0.33,0.11,0.2,0.23,0.15
01073003100,0.91,0.96,0.75,0.79,0.95
01073003300,0.73,0.79,0.52,0.31,0.63
01073003400,0.93,0.91,0.66,0.7,0.91
01073003500,0.79,0.58,0.48,0.2,0.56
01073003600,0.75,0.78,0.49,0.84,0.81
01073003700,0.85,0.93,0.48,0.85,0.89
01073003802,0.85,0.81,0.5,0.49,0.76
01073003803,0.9,0.97,0.49,0.75,0.9
01073003900,0.77,0.85,0.94,0.45,0.83
01073004702,0.05,0.04,0.27,0.27,0.05
01073005000,0.66,0.03,0.69,0.89,0.6
01073005103,0.82,0.87,0.63,0.13,0.65
01073005200,0.84,0.96,0.67,0.13,0.71
01073005302,0.39,0.47,0.58,0.02,0.19
01073005701,0.8,0.89,0.51,0.13,0.62
01073005702,0.94,0.83,0.47,0.74,0.87
01073005903,0.83,0.73,0.64,0.45,0.75
01073005905,0.81,0.81,0.88,0.73,0.89
01073005907,0.3,0.73,0.62,0.01,0.19
01073005908,0.9,0.75,0.43,0.16,0.63
01073005909,0.75,0.56,0.6,0.04,0.42
01073005910,0.51,0.74,0.59,0.29,0.52
01073010001,0.72,1.0,0.44,0.79,0.87
01073010002,0.62,0.96,0.44,0.08,0.5
01073010301,0.87,1.0,0.73,0.57,0.92
01073010302,0.95,1.0,0.77,0.28,0.9
01073010401,0.96,0.93,0.7,0.8,0.95
01073010402,0.63,0.88,0.74,0.2,0.63
01073010500,0.9,0.89,0.8,0.82,0.94
01073010603,0.56,0.57,0.49,0.73,0.63
01073010702,0.1,0.12,0.23,0.4,0.12
01073010703,0.01,0.14,0.23,0.02,0.01
01073010705,0.04,0.15,0.37,0.12,0.06
01073010801,0.02,0.4,0.18,0.52,0.17
01073010802,0.0,0.32,0.02,0.2,0.04
01073010803,0.19,0.75,0.31,0.28,0.28
01073010804,0.0,0.27,0.22,0.05,0.02
01073010805,0.12,0.33,0.21,0.06,0.06
01073010900,0.89,0.92,0.82,0.38,0.85
01073011001,0.39,0.62,0.53,0.32,0.43
01073011002,0.69,0.97,0.37,0.78,0.8
01073011104,0.54,0.76,0.61,0.1,0.44
01073011107,0.36,0.32,0.34,0.44,0.33
01073011108,0.1,0.46,0.34,0.3,0.2
01073011109,0.06,0.42,0.06,0.21,0.08
01073011110,0.42,0.08,0.21,0.05,0.07
01073011111,0.25,0.66,0.49,0.58,0.45
01073011205,0.2,0.72,0.56,0.07,0.23
01073011206,0.31,0.4,0.13,0.11,0.14
01073011207,0.62,0.89,0.69,0.09,0.54
01073011208,0.31,0.57,0.36,0.02,0.13
01073011209,0.88,0.66,0.42,0.63,0.76
01073011210,0.92,0.82,0.75,0.48,0.85
01073011302,0.35,0.63,0.06,0.12,0.18
01073011400,0.63,0.64,0.11,0.52,0.51
01073011600,0.7,0.67,0.12,0.39,0.51
01073011703,0.41,0.61,0.51,0.48,0.49
01073011704,0.18,0.47,0.24,0.16,0.16
01073011705,0.48,0.78,0.38,0.49,0.54
01073011802,0.74,1.0,0.57,0.88,0.93
01073011803,0.84,0.87,0.43,0.34,0.71
01073011804,0.77,0.8,0.44,0.52,0.71
01073011904,0.8,0.93,0.49,0.1,0.61
01073012001,0.68,0.63,0.51,0.59,0.66
01073012002,0.32,0.73,0.49,0.14,0.32
01073012103,0.76,0.82,0.53,0.15,0.58
01073012104,0.86,0.71,0.31,0.8,0.79
01073012302,0.72,0.7,0.24,0.18,0.47
01073012304,0.39,0.44,0.32,0.54,0.41
01073012305,0.35,0.53,0.53,0.09,0.26
01073012401,0.65,0.91,0.6,0.37,0.68
01073012402,0.58,0.82,0.39,0.13,0.44
01073012403,0.8,0.98,0.31,0.61,0.79
01073012500,0.91,0.94,0.27,0.28,0.72
01073012602,0.76,0.94,0.28,0.58,0.73
01073012703,0.05,0.11,0.59,0.2,0.11
01073012704,0.15,0.39,0.12,0.01,0.03
01073012802,0.29,0.18,0.34,0.11,0.13
01073012905,0.06,0.57,0.16,0.44,0.19
01073012906,0.07,0.4,0.42,0.26,0.18
01073012907,0.4,0.53,0.49,0.35,0.41
01073012911,0.04,0.15,0.05,0.13,0.02
01073012915,0.06,0.42,0.57,0.56,0.31
01073013002,0.83,1.0,0.5,0.3,0.79
01073013100,0.87,0.98,0.83,0.63,0.93
01073013200,0.85,0.84,0.48,0.39,0.73
01073013300,0.94,0.9,0.91,0.88,0.98
01073013400,0.59,0.63,0.47,0.45,0.56
01073013601,0.9,0.89,0.78,0.54,0.88
01073013801,0.94,0.72,0.85,0.49,0.86
01073013901,0.8,0.87,0.41,0.76,0.81
01073013902,0.68,0.9,0.47,0.45,0.69
01073014001,0.47,0.48,0.03,0.11,0.18
01073014002,0.68,0.65,0.31,0.14,0.43
01073014104,0.68,0.91,0.6,0.9,0.86
01073014105,0.8,0.96,0.69,0.81,0.91
01073014203,0.26,0.24,0.48,0.17,0.2
01073014204,0.16,0.15,0.54,0.09,0.11
01073014301,0.8,0.89,0.29,0.32,0.65
01073014302,0.14,0.1,0.61,0.5,0.25
01073014404,0.1,0.16,0.55,0.27,0.16
01073014405,0.37,0.71,0.49,0.31,0.42
01073014406,0.03,0.39,0.22,0.06,0.04
01073014409,0.09,0.38,0.21,0.2,0.11
01073014410,0.1,0.08,0.51,0.12,0.07
01073014412,0.06,0.27,0.26,0.01,0.02
01073014413,0.03,0.24,0.27,0.05,0.03
01075030100,0.83,0.82,0.13,0.8,0.76
01075030200,0.56,0.55,0.11,0.33,0.38
01077010600,0.73,0.16,0.64,0.98,0.79
01077010800,0.93,0.92,0.57,0.62,0.88
01077010900,0.56,0.62,0.43,0.75,0.63
01077011000,0.73,0.77,0.37,0.66,0.71
01077011101,0.37,0.74,0.23,0.27,0.34
01077011102,0.24,0.45,0.09,0.24,0.17
01077011200,0.65,0.65,0.1,0.09,0.31
01077011400,0.4,0.46,0.03,0.17,0.19
01077011501,0.26,0.46,0.38,0.49,0.35
01077011602,0.63,0.66,0.01,0.68,0.53
01077011603,0.35,0.78,0.06,0.68,0.44
