"","COUNTYFP","county","STATEFP","state","fordq_rate"
"1268","047","Logan County","38","CO",12.7333333333333
"1269","045","Logan County","54","CO",12.7333333333333
"1270","141","Logan County","21","CO",12.7333333333333
"1271","113","Logan County","31","CO",12.7333333333333
"1272","083","Logan County","40","CO",12.7333333333333
"1273","109","Logan County","20","CO",12.7333333333333
"1274","075","Logan County","08","CO",12.7333333333333
"1275","107","Logan County","17","CO",12.7333333333333
"1276","077","Mesa County","08","CO",6.225
"1277","021","Mineral County","32","CO",7.1
"1278","057","Mineral County","54","CO",7.1
"1279","079","Mineral County","08","CO",7.1
"1280","061","Mineral County","30","CO",7.1
"1281","081","Moffat County","08","CO",9.84
"1282","083","Montezuma County","08","CO",8.35
"1283","085","Montrose County","08","CO",8.3
"1284","115","Morgan County","39","CO",14.05
"1285","129","Morgan County","47","CO",14.05
"1286","175","Morgan County","21","CO",14.05
"1287","029","Morgan County","49","CO",14.05
"1288","087","Morgan County","08","CO",14.05
"1289","211","Morgan County","13","CO",14.05
"1290","109","Morgan County","18","CO",14.05
"1291","137","Morgan County","17","CO",14.05
"1292","141","Morgan County","29","CO",14.05
"1293","103","Morgan County","01","CO",14.05
"1294","065","Morgan County","54","CO",14.05
"1295","035","Otero County","35","CO",19.2285714285714
"1296","089","Otero County","08","CO",19.2285714285714
"1297","091","Ouray County","08","CO",6.3
"1298","093","Park County","08","CO",8.82
"1299","067","Park County","30","CO",8.82
"1300","029","Park County","56","CO",8.82
"1301","147","Phillips County","20","CO",8.55
"1302","095","Phillips County","08","CO",8.55
"1303","107","Phillips County","05","CO",8.55
"1304","071","Phillips County","30","CO",8.55
"1305","097","Pitkin County","08","CO",3.975
"1306","099","Prowers County","08","CO",18.3333333333333
"1307","101","Pueblo County","08","CO",17.5549019607843
"1308","103","Rio Blanco County","08","CO",9.45
"1309","105","Rio Grande County","08","CO",15.725
"1310","107","Routt County","08","CO",6.9125
"1311","109","Saguache County","08","CO",14.55
"1312","111","San Juan County","08","CO",7.9
"1313","045","San Juan County","35","CO",7.9
"1314","055","San Juan County","53","CO",7.9
"1315","037","San Juan County","49","CO",7.9
"1316","047","San Miguel County","35","CO",14.95
"1317","113","San Miguel County","08","CO",14.95
"1318","115","Sedgwick County","08","CO",16.5
"1319","173","Sedgwick County","20","CO",16.5
"1320","117","Summit County","08","CO",2.975
"1321","043","Summit County","49","CO",2.975
"1322","153","Summit County","39","CO",2.975
"1323","119","Teller County","08","CO",10.3833333333333
"1324","151","Washington County","28","CO",11.95
"1325","029","Washington County","23","CO",11.95
"1326","477","Washington County","48","CO",11.95
"1327","221","Washington County","29","CO",11.95
"1328","189","Washington County","17","CO",11.95
"1329","147","Washington County","40","CO",11.95
"1330","179","Washington County","47","CO",11.95
"1331","131","Washington County","55","CO",11.95
"1332","115","Washington County","36","CO",11.95
"1333","303","Washington County","13","CO",11.95
"1334","143","Washington County","05","CO",11.95
"1335","009","Washington County","44","CO",11.95
"1336","187","Washington County","37","CO",11.95
"1337","053","Washington County","49","CO",11.95
"1338","229","Washington County","21","CO",11.95
"1339","191","Washington County","51","CO",11.95
"1340","163","Washington County","27","CO",11.95
"1341","129","Washington County","01","CO",11.95
"1342","167","Washington County","39","CO",11.95
"1343","177","Washington County","31","CO",11.95
"1344","201","Washington County","20","CO",11.95
"1345","087","Washington County","16","CO",11.95
"1346","121","Washington County","08","CO",11.95
"1347","133","Washington County","12","CO",11.95
"1348","043","Washington County","24","CO",11.95
"1349","023","Washington County","50","CO",11.95
"1350","125","Washington County","42","CO",11.95
"1351","183","Washington County","19","CO",11.95
"1352","175","Washington County","18","CO",11.95
"1353","067","Washington County","41","CO",11.95
"1354","123","Weld County","08","CO",16.0135135135135
"1355","027","Yuma County","04","CO",9.65
"1356","125","Yuma County","08","CO",9.65
"1357","001","Fairfield County","09","CT",8.07190476190476
"1358","039","Fairfield County","45","CT",8.07190476190476
"1359","045","Fairfield County","39","CT",8.07190476190476
"1360","003","Hartford County","09","CT",8.67477477477478
"1361","005","Litchfield County","09","CT",7.30588235294118
"1362","007","Middlesex County","09","CT",5.90857142857143
"1363","119","Middlesex County","51","CT",5.90857142857143
"1364","023","Middlesex County","34","CT",5.90857142857143
"1365","017","Middlesex County","25","CT",5.90857142857143
"1366","009","New Haven County","09","CT",9.81505376344086
"1367","011","New London County","09","CT",7.87301587301587
"1368","013","Tolland County","09","CT",5.08148148148148
"1369","015","Windham County","09","CT",10.704
"1370","025","Windham County","50","CT",10.704
"1371","001","District of Columbia","11","DC",7.09148936170213
"1372","081","Kent County","26","DE",8.15294117647059
"1373","029","Kent County","24","DE",8.15294117647059
"1374","263","Kent County","48","DE",8.15294117647059
"1375","001","Kent County","10","DE",8.15294117647059
"1376","003","Kent County","44","DE",8.15294117647059
"1377","003","New Castle County","10","DE",7.38267716535433
"1378","037","Sussex County","34","DE",6.49166666666667
"1379","005","Sussex County","10","DE",6.49166666666667
"1380","183","Sussex County","51","DE",6.49166666666667
"1381","001","Alachua County","12","FL",9.54651162790698
"1382","001","Baker County","41","FL",12.8
"1383","003","Baker County","12","FL",12.8
"1384","007","Baker County","13","FL",12.8
"1385","005","Bay County","12","FL",11.5172413793103
"1386","017","Bay County","26","FL",11.5172413793103
"1387","015","Bradford County","42","FL",14.525
"1388","007","Bradford County","12","FL",14.525
"1389","009","Brevard County","12","FL",17.2695652173913
"1390","011","Broward County","12","FL",20.505017921147
"1391","057","Calhoun County","48","FL",14.3666666666667
"1392","025","Calhoun County","19","FL",14.3666666666667
"1393","013","Calhoun County","12","FL",14.3666666666667
"1394","037","Calhoun County","13","FL",14.3666666666667
"1395","013","Calhoun County","05","FL",14.3666666666667
"1396","013","Calhoun County","28","FL",14.3666666666667
"1397","025","Calhoun County","26","FL",14.3666666666667
"1398","013","Calhoun County","17","FL",14.3666666666667
"1399","015","Calhoun County","01","FL",14.3666666666667
"1400","013","Calhoun County","54","FL",14.3666666666667
"1401","017","Calhoun County","45","FL",14.3666666666667
"1402","037","Charlotte County","51","FL",22.1391304347826
"1403","015","Charlotte County","12","FL",22.1391304347826
"1404","017","Citrus County","12","FL",14.1333333333333
"1405","027","Clay County","01","FL",12.28
"1406","077","Clay County","48","FL",12.28
"1407","025","Clay County","17","FL",12.28
"1408","027","Clay County","47","FL",12.28
"1409","027","Clay County","27","FL",12.28
"1410","061","Clay County","13","FL",12.28
"1411","051","Clay County","21","FL",12.28
"1412","027","Clay County","46","FL",12.28
"1413","015","Clay County","54","FL",12.28
"1414","021","Clay County","05","FL",12.28
"1415","027","Clay County","20","FL",12.28
"1416","047","Clay County","29","FL",12.28
"1417","041","Clay County","19","FL",12.28
"1418","019","Clay County","12","FL",12.28
"1419","021","Clay County","18","FL",12.28
"1420","035","Clay County","31","FL",12.28
"1421","025","Clay County","28","FL",12.28
"1422","043","Clay County","37","FL",12.28
"1423","021","Collier County","12","FL",20.3403846153846
"1424","073","Columbia County","13","FL",14.8625
"1425","037","Columbia County","42","FL",14.8625
"1426","027","Columbia County","05","FL",14.8625
"1427","013","Columbia County","53","FL",14.8625
"1428","009","Columbia County","41","FL",14.8625
"1429","023","Columbia County","12","FL",14.8625
"1430","021","Columbia County","36","FL",14.8625
"1431","021","Columbia County","55","FL",14.8625
"1432","027","DeSoto County","12","FL",17.02
"1433","033","DeSoto County","28","FL",17.02
"1434","029","Dixie County","12","FL",16.85
"1435","131","Duval County","48","FL",14.4326666666667
"1436","031","Duval County","12","FL",14.4326666666667
"1437","053","Escambia County","01","FL",13.8758620689655
"1438","033","Escambia County","12","FL",13.8758620689655
"1439","035","Flagler County","12","FL",17.2833333333333
"1440","011","Franklin County","50","FL",15.1
"1441","069","Franklin County","37","FL",15.1
"1442","119","Franklin County","13","FL",15.1
"1443","041","Franklin County","16","FL",15.1
"1444","055","Franklin County","17","FL",15.1
"1445","047","Franklin County","18","FL",15.1
"1446","059","Franklin County","20","FL",15.1
"1447","159","Franklin County","48","FL",15.1
"1448","037","Franklin County","12","FL",15.1
"1449","071","Franklin County","29","FL",15.1
"1450","067","Franklin County","51","FL",15.1
"1451","047","Franklin County","05","FL",15.1
"1452","061","Franklin County","31","FL",15.1
"1453","055","Franklin County","42","FL",15.1
"1454","059","Franklin County","01","FL",15.1
"1455","033","Franklin County","36","FL",15.1
"1456","037","Franklin County","28","FL",15.1
"1457","049","Franklin County","39","FL",15.1
"1458","073","Franklin County","21","FL",15.1
"1459","051","Franklin County","47","FL",15.1
"1460","007","Franklin County","23","FL",15.1
"1461","069","Franklin County","19","FL",15.1
"1462","021","Franklin County","53","FL",15.1
"1463","011","Franklin County","25","FL",15.1
"1464","039","Gadsden County","12","FL",13.2444444444444
"1465","041","Gilchrist County","12","FL",14.3
"1466","043","Glades County","12","FL",13.9666666666667
"1467","045","Gulf County","12","FL",13.6666666666667
"1468","065","Hamilton County","47","FL",17.8333333333333
"1469","075","Hamilton County","20","FL",17.8333333333333
"1470","057","Hamilton County","18","FL",17.8333333333333
"1471","041","Hamilton County","36","FL",17.8333333333333
"1472","065","Hamilton County","17","FL",17.8333333333333
"1473","047","Hamilton County","12","FL",17.8333333333333
"1474","061","Hamilton County","39","FL",17.8333333333333
"1475","193","Hamilton County","48","FL",17.8333333333333
"1476","079","Hamilton County","19","FL",17.8333333333333
"1477","081","Hamilton County","31","FL",17.8333333333333
"1478","049","Hardee County","12","FL",16.5
"1479","051","Hendry County","12","FL",21.5666666666667
"1480","053","Hernando County","12","FL",18.596
"1481","055","Highlands County","12","FL",15.4529411764706
"1482","011","Hillsborough County","33","FL",17.9582329317269
"1483","057","Hillsborough County","12","FL",17.9582329317269
"1484","051","Holmes County","28","FL",17.5
"1485","059","Holmes County","12","FL",17.5
"1486","075","Holmes County","39","FL",17.5
"1487","061","Indian River County","12","FL",16.7826086956522
"1488","053","Jackson County","55","FL",14.6454545454545
"1489","029","Jackson County","41","FL",14.6454545454545
"1490","063","Jackson County","27","FL",14.6454545454545
"1491","035","Jackson County","54","FL",14.6454545454545
"1492","075","Jackson County","26","FL",14.6454545454545
"1493","087","Jackson County","47","FL",14.6454545454545
"1494","097","Jackson County","19","FL",14.6454545454545
"1495","071","Jackson County","01","FL",14.6454545454545
"1496","079","Jackson County","39","FL",14.6454545454545
"1497","239","Jackson County","48","FL",14.6454545454545
"1498","071","Jackson County","46","FL",14.6454545454545
"1499","065","Jackson County","40","FL",14.6454545454545
"1500","067","Jackson County","05","FL",14.6454545454545
"1501","099","Jackson County","37","FL",14.6454545454545
"1502","095","Jackson County","29","FL",14.6454545454545
"1503","109","Jackson County","21","FL",14.6454545454545
"1504","059","Jackson County","28","FL",14.6454545454545
"1505","057","Jackson County","08","FL",14.6454545454545
"1506","071","Jackson County","18","FL",14.6454545454545
"1507","063","Jackson County","12","FL",14.6454545454545
"1508","157","Jackson County","13","FL",14.6454545454545
"1509","077","Jackson County","17","FL",14.6454545454545
"1510","085","Jackson County","20","FL",14.6454545454545
"1511","051","Jefferson County","16","FL",11.55
"1512","245","Jefferson County","48","FL",11.55
"1513","101","Jefferson County","19","FL",11.55
"1514","095","Jefferson County","31","FL",11.55
"1515","065","Jefferson County","42","FL",11.55
"1516","059","Jefferson County","08","FL",11.55
"1517","069","Jefferson County","05","FL",11.55
"1518","089","Jefferson County","47","FL",11.55
"1519","031","Jefferson County","53","FL",11.55
"1520","045","Jefferson County","36","FL",11.55
"1521","077","Jefferson County","18","FL",11.55
"1522","163","Jefferson County","13","FL",11.55
"1523","037","Jefferson County","54","FL",11.55
"1524","065","Jefferson County","12","FL",11.55
"1525","055","Jefferson County","55","FL",11.55
"1526","067","Jefferson County","40","FL",11.55
"1527","087","Jefferson County","20","FL",11.55
"1528","081","Jefferson County","39","FL",11.55
"1529","099","Jefferson County","29","FL",11.55
"1530","111","Jefferson County","21","FL",11.55
"1531","081","Jefferson County","17","FL",11.55
"1532","063","Jefferson County","28","FL",11.55
"1533","043","Jefferson County","30","FL",11.55
"1534","031","Jefferson County","41","FL",11.55
"1535","073","Jefferson County","01","FL",11.55
"1536","071","Lafayette County","28","FL",15.5
"1537","065","Lafayette County","55","FL",15.5
"1538","107","Lafayette County","29","FL",15.5
"1539","067","Lafayette County","12","FL",15.5
"1540","073","Lafayette County","05","FL",15.5
"1541","085","Lake County","39","FL",15.5
"1542","089","Lake County","18","FL",15.5
"1543","095","Lake County","47","FL",15.5
"1544","085","Lake County","26","FL",15.5
"1545","069","Lake County","12","FL",15.5
"1546","037","Lake County","41","FL",15.5
"1547","079","Lake County","46","FL",15.5
"1548","075","Lake County","27","FL",15.5
"1549","065","Lake County","08","FL",15.5
"1550","097","Lake County","17","FL",15.5
"1551","047","Lake County","30","FL",15.5
"1552","033","Lake County","06","FL",15.5
"1553","081","Lee County","01","FL",26.4418803418803
"1554","129","Lee County","21","FL",26.4418803418803
"1555","103","Lee County","17","FL",26.4418803418803
"1556","071","Lee County","12","FL",26.4418803418803
"1557","105","Lee County","37","FL",26.4418803418803
"1558","287","Lee County","48","FL",26.4418803418803
"1559","077","Lee County","05","FL",26.4418803418803
"1560","111","Lee County","19","FL",26.4418803418803
"1561","061","Lee County","45","FL",26.4418803418803
"1562","081","Lee County","28","FL",26.4418803418803
"1563","105","Lee County","51","FL",26.4418803418803
"1564","177","Lee County","13","FL",26.4418803418803
"1565","289","Leon County","48","FL",8.67916666666667
"1566","073","Leon County","12","FL",8.67916666666667
"1567","075","Levy County","12","FL",15.6285714285714
"1568","051","Liberty County","30","FL",13.3
"1569","179","Liberty County","13","FL",13.3
"1570","291","Liberty County","48","FL",13.3
"1571","077","Liberty County","12","FL",13.3
"1572","123","Madison County","29","FL",15.24
"1573","065","Madison County","16","FL",15.24
"1574","121","Madison County","19","FL",15.24
"1575","115","Madison County","37","FL",15.24
"1576","151","Madison County","21","FL",15.24
"1577","113","Madison County","51","FL",15.24
"1578","053","Madison County","36","FL",15.24
"1579","119","Madison County","31","FL",15.24
"1580","313","Madison County","48","FL",15.24
"1581","089","Madison County","01","FL",15.24
"1582","119","Madison County","17","FL",15.24
"1583","079","Madison County","12","FL",15.24
"1584","087","Madison County","05","FL",15.24
"1585","195","Madison County","13","FL",15.24
"1586","097","Madison County","39","FL",15.24
"1587","095","Madison County","18","FL",15.24
"1588","113","Madison County","47","FL",15.24
"1589","057","Madison County","30","FL",15.24
"1590","089","Madison County","28","FL",15.24
"1591","081","Manatee County","12","FL",19.2816666666667
"1592","115","Marion County","47","FL",17.1086956521739
"1593","115","Marion County","20","FL",17.1086956521739
"1594","047","Marion County","41","FL",17.1086956521739
"1595","093","Marion County","01","FL",17.1086956521739
"1596","127","Marion County","29","FL",17.1086956521739
"1597","125","Marion County","19","FL",17.1086956521739
"1598","197","Marion County","13","FL",17.1086956521739
"1599","091","Marion County","28","FL",17.1086956521739
"1600","101","Marion County","39","FL",17.1086956521739
"1601","067","Marion County","45","FL",17.1086956521739
"1602","121","Marion County","17","FL",17.1086956521739
"1603","315","Marion County","48","FL",17.1086956521739
"1604","049","Marion County","54","FL",17.1086956521739
"1605","083","Marion County","12","FL",17.1086956521739
"1606","097","Marion County","18","FL",17.1086956521739
"1607","089","Marion County","05","FL",17.1086956521739
"1608","155","Marion County","21","FL",17.1086956521739
"1609","159","Martin County","21","FL",17.7041666666667
"1610","317","Martin County","48","FL",17.7041666666667
"1611","085","Martin County","12","FL",17.7041666666667
"1612","091","Martin County","27","FL",17.7041666666667
"1613","101","Martin County","18","FL",17.7041666666667
"1614","117","Martin County","37","FL",17.7041666666667
"1615","086","Miami-Dade County","12","FL",24.6566091954023
"1616","123","Monroe County","47","FL",15.0923076923077
"1617","111","Monroe County","39","FL",15.0923076923077
"1618","099","Monroe County","01","FL",15.0923076923077
"1619","171","Monroe County","21","FL",15.0923076923077
"1620","095","Monroe County","05","FL",15.0923076923077
"1621","095","Monroe County","28","FL",15.0923076923077
"1622","089","Monroe County","42","FL",15.0923076923077
"1623","087","Monroe County","12","FL",15.0923076923077
"1624","063","Monroe County","54","FL",15.0923076923077
"1625","081","Monroe County","55","FL",15.0923076923077
"1626","055","Monroe County","36","FL",15.0923076923077
"1627","133","Monroe County","17","FL",15.0923076923077
"1628","115","Monroe County","26","FL",15.0923076923077
"1629","135","Monroe County","19","FL",15.0923076923077
"1630","105","Monroe County","18","FL",15.0923076923077
"1631","207","Monroe County","13","FL",15.0923076923077
"1632","137","Monroe County","29","FL",15.0923076923077
"1633","059","Nassau County","36","FL",10.65
"1634","089","Nassau County","12","FL",10.65
"1635","091","Okaloosa County","12","FL",12.5121212121212
"1636","093","Okeechobee County","12","FL",15.85
"1637","361","Orange County","48","FL",19.5616580310881
"1638","117","Orange County","18","FL",19.5616580310881
"1639","095","Orange County","12","FL",19.5616580310881
"1640","017","Orange County","50","FL",19.5616580310881
"1641","137","Orange County","51","FL",19.5616580310881
"1642","135","Orange County","37","FL",19.5616580310881
"1643","059","Orange County","06","FL",19.5616580310881
"1644","071","Orange County","36","FL",19.5616580310881
"1645","143","Osceola County","19","FL",27.1821428571429
"1646","097","Osceola County","12","FL",27.1821428571429
"1647","133","Osceola County","26","FL",27.1821428571429
"1648","099","Palm Beach County","12","FL",18.357358490566
"1649","101","Pasco County","12","FL",18.4184615384615
"1650","103","Pinellas County","12","FL",16.3663461538462
"1651","113","Polk County","05","FL",17.5618181818182
"1652","233","Polk County","13","FL",17.5618181818182
"1653","143","Polk County","31","FL",17.5618181818182
"1654","095","Polk County","55","FL",17.5618181818182
"1655","167","Polk County","29","FL",17.5618181818182
"1656","149","Polk County","37","FL",17.5618181818182
"1657","153","Polk County","19","FL",17.5618181818182
"1658","373","Polk County","48","FL",17.5618181818182
"1659","105","Polk County","12","FL",17.5618181818182
"1660","053","Polk County","41","FL",17.5618181818182
"1661","139","Polk County","47","FL",17.5618181818182
"1662","119","Polk County","27","FL",17.5618181818182
"1663","079","Putnam County","54","FL",16.1142857142857
"1664","141","Putnam County","47","FL",16.1142857142857
"1665","155","Putnam County","17","FL",16.1142857142857
"1666","079","Putnam County","36","FL",16.1142857142857
"1667","107","Putnam County","12","FL",16.1142857142857
"1668","237","Putnam County","13","FL",16.1142857142857
"1669","137","Putnam County","39","FL",16.1142857142857
"1670","133","Putnam County","18","FL",16.1142857142857
"1671","171","Putnam County","29","FL",16.1142857142857
"1672","113","Santa Rosa County","12","FL",11.4789473684211
"1673","115","Sarasota County","12","FL",18.0084337349398
"1674","133","Seminole County","40","FL",14.7426666666667
"1675","117","Seminole County","12","FL",14.7426666666667
"1676","253","Seminole County","13","FL",14.7426666666667
"1677","109","St. Johns County","12","FL",8.95263157894737
"1678","111","St. Lucie County","12","FL",25.6611111111111
"1679","119","Sumter County","12","FL",12.9
"1680","119","Sumter County","01","FL",12.9
"1681","261","Sumter County","13","FL",12.9
"1682","085","Sumter County","45","FL",12.9
"1683","121","Suwannee County","12","FL",16.2666666666667
"1684","217","Taylor County","21","FL",18.68
"1685","119","Taylor County","55","FL",18.68
"1686","173","Taylor County","19","FL",18.68
"1687","269","Taylor County","13","FL",18.68
"1688","123","Taylor County","12","FL",18.68
"1689","091","Taylor County","54","FL",18.68
"1690","441","Taylor County","48","FL",18.68
"1691","145","Union County","28","FL",16.4
"1692","059","Union County","35","FL",16.4
"1693","161","Union County","18","FL",16.4
"1694","039","Union County","34","FL",16.4
"1695","291","Union County","13","FL",16.4
"1696","173","Union County","47","FL",16.4
"1697","181","Union County","17","FL",16.4
"1698","061","Union County","41","FL",16.4
"1699","175","Union County","19","FL",16.4
"1700","225","Union County","21","FL",16.4
"1701","179","Union County","37","FL",16.4
"1702","125","Union County","12","FL",16.4
"1703","087","Union County","45","FL",16.4
"1704","159","Union County","39","FL",16.4
"1705","127","Union County","46","FL",16.4
"1706","139","Union County","05","FL",16.4
"1707","119","Union County","42","FL",16.4
"1708","127","Volusia County","12","FL",17.9179487179487
"1709","129","Wakulla County","12","FL",9.475
"1710","131","Walton County","12","FL",24.1666666666667
"1711","297","Walton County","13","FL",24.1666666666667
"1712","151","Washington County","28","FL",15.0666666666667
"1713","029","Washington County","23","FL",15.0666666666667
"1714","477","Washington County","48","FL",15.0666666666667
"1715","221","Washington County","29","FL",15.0666666666667
"1716","189","Washington County","17","FL",15.0666666666667
"1717","147","Washington County","40","FL",15.0666666666667
"1718","179","Washington County","47","FL",15.0666666666667
"1719","131","Washington County","55","FL",15.0666666666667
"1720","115","Washington County","36","FL",15.0666666666667
"1721","303","Washington County","13","FL",15.0666666666667
"1722","143","Washington County","05","FL",15.0666666666667
"1723","009","Washington County","44","FL",15.0666666666667
"1724","187","Washington County","37","FL",15.0666666666667
"1725","053","Washington County","49","FL",15.0666666666667
"1726","229","Washington County","21","FL",15.0666666666667
"1727","191","Washington County","51","FL",15.0666666666667
"1728","163","Washington County","27","FL",15.0666666666667
"1729","129","Washington County","01","FL",15.0666666666667
"1730","167","Washington County","39","FL",15.0666666666667
"1731","177","Washington County","31","FL",15.0666666666667
"1732","201","Washington County","20","FL",15.0666666666667
"1733","087","Washington County","16","FL",15.0666666666667
"1734","121","Washington County","08","FL",15.0666666666667
"1735","133","Washington County","12","FL",15.0666666666667
"1736","043","Washington County","24","FL",15.0666666666667
"1737","023","Washington County","50","FL",15.0666666666667
"1738","125","Washington County","42","FL",15.0666666666667
"1739","183","Washington County","19","FL",15.0666666666667
"1740","175","Washington County","18","FL",15.0666666666667
"1741","067","Washington County","41","FL",15.0666666666667
"1742","001","Appling County","13","GA",14.5
"1743","003","Atkinson County","13","GA",18.5666666666667
"1744","005","Bacon County","13","GA",11.25
"1745","001","Baker County","41","GA",18.65
"1746","003","Baker County","12","GA",18.65
"1747","007","Baker County","13","GA",18.65
"1748","003","Baldwin County","01","GA",13.9111111111111
"1749","009","Baldwin County","13","GA",13.9111111111111
"1750","011","Banks County","13","GA",11.725
"1751","013","Barrow County","13","GA",14.3285714285714
"1752","015","Bartow County","13","GA",12.0416666666667
"1753","017","Ben Hill County","13","GA",18.18
"1754","019","Berrien County","13","GA",14.5333333333333
"1755","021","Berrien County","26","GA",14.5333333333333
"1756","021","Bibb County","13","GA",16.1414634146341
"1757","007","Bibb County","01","GA",16.1414634146341
"1758","023","Bleckley County","13","GA",11.6666666666667
"1759","025","Brantley County","13","GA",19.7666666666667
"1760","047","Brooks County","48","GA",16.48
"1761","027","Brooks County","13","GA",16.48
"1762","029","Bryan County","13","GA",5.13333333333333
"1763","013","Bryan County","40","GA",5.13333333333333
"1764","031","Bulloch County","13","GA",9.71
"1765","013","Burke County","38","GA",17.0571428571429
"1766","033","Burke County","13","GA",17.0571428571429
"1767","023","Burke County","37","GA",17.0571428571429
"1768","035","Butts County","13","GA",11.675
"1769","057","Calhoun County","48","GA",20.15
"1770","025","Calhoun County","19","GA",20.15
"1771","013","Calhoun County","12","GA",20.15
"1772","037","Calhoun County","13","GA",20.15
"1773","013","Calhoun County","05","GA",20.15
"1774","013","Calhoun County","28","GA",20.15
"1775","025","Calhoun County","26","GA",20.15
"1776","013","Calhoun County","17","GA",20.15
"1777","015","Calhoun County","01","GA",20.15
"1778","013","Calhoun County","54","GA",20.15
"1779","017","Calhoun County","45","GA",20.15
"1780","007","Camden County","34","GA",9.91428571428571
"1781","029","Camden County","37","GA",9.91428571428571
"1782","039","Camden County","13","GA",9.91428571428571
"1783","029","Camden County","29","GA",9.91428571428571
"1784","043","Candler County","13","GA",12.2
"1785","027","Carroll County","19","GA",15.275
"1786","045","Carroll County","13","GA",15.275
"1787","015","Carroll County","05","GA",15.275
"1788","015","Carroll County","28","GA",15.275
"1789","015","Carroll County","18","GA",15.275
"1790","013","Carroll County","24","GA",15.275
"1791","017","Carroll County","47","GA",15.275
"1792","035","Carroll County","51","GA",15.275
"1793","003","Carroll County","33","GA",15.275
"1794","019","Carroll County","39","GA",15.275
"1795","041","Carroll County","21","GA",15.275
"1796","033","Carroll County","29","GA",15.275
"1797","015","Carroll County","17","GA",15.275
"1798","047","Catoosa County","13","GA",10.9875
"1799","049","Charlton County","13","GA",15.85
"1800","037","Chatham County","37","GA",9.76323529411765
"1801","051","Chatham County","13","GA",9.76323529411765
"1802","053","Chattahoochee County","13","GA",12
"1803","055","Chattooga County","13","GA",19.6666666666667
"1804","019","Cherokee County","01","GA",8.4695652173913
"1805","021","Cherokee County","20","GA",8.4695652173913
"1806","021","Cherokee County","40","GA",8.4695652173913
"1807","039","Cherokee County","37","GA",8.4695652173913
"1808","073","Cherokee County","48","GA",8.4695652173913
"1809","035","Cherokee County","19","GA",8.4695652173913
"1810","021","Cherokee County","45","GA",8.4695652173913
"1811","057","Cherokee County","13","GA",8.4695652173913
"1812","039","Clarke County","19","GA",6.33448275862069
"1813","023","Clarke County","28","GA",6.33448275862069
"1814","059","Clarke County","13","GA",6.33448275862069
"1815","043","Clarke County","51","GA",6.33448275862069
"1816","025","Clarke County","01","GA",6.33448275862069
"1817","027","Clay County","01","GA",18.75
"1818","077","Clay County","48","GA",18.75
"1819","025","Clay County","17","GA",18.75
"1820","027","Clay County","47","GA",18.75
"1821","027","Clay County","27","GA",18.75
"1822","061","Clay County","13","GA",18.75
"1823","051","Clay County","21","GA",18.75
"1824","027","Clay County","46","GA",18.75
"1825","015","Clay County","54","GA",18.75
"1826","021","Clay County","05","GA",18.75
"1827","027","Clay County","20","GA",18.75
"1828","047","Clay County","29","GA",18.75
"1829","041","Clay County","19","GA",18.75
"1830","019","Clay County","12","GA",18.75
"1831","021","Clay County","18","GA",18.75
"1832","035","Clay County","31","GA",18.75
"1833","025","Clay County","28","GA",18.75
"1834","043","Clay County","37","GA",18.75
"1835","063","Clayton County","13","GA",21.8789473684211
"1836","043","Clayton County","19","GA",21.8789473684211
"1837","065","Clinch County","13","GA",20.45
"1838","067","Cobb County","13","GA",9.38620689655172
"1839","031","Coffee County","47","GA",17.5625
"1840","069","Coffee County","13","GA",17.5625
"1841","031","Coffee County","01","GA",17.5625
"1842","071","Colquitt County","13","GA",14.1666666666667
"1843","073","Columbia County","13","GA",5.49230769230769
"1844","037","Columbia County","42","GA",5.49230769230769
"1845","027","Columbia County","05","GA",5.49230769230769
"1846","013","Columbia County","53","GA",5.49230769230769
"1847","009","Columbia County","41","GA",5.49230769230769
"1848","023","Columbia County","12","GA",5.49230769230769
"1849","021","Columbia County","36","GA",5.49230769230769
"1850","021","Columbia County","55","GA",5.49230769230769
"1851","075","Cook County","13","GA",15.9
"1852","031","Cook County","17","GA",15.9
"1853","031","Cook County","27","GA",15.9
"1854","077","Coweta County","13","GA",9.32
"1855","033","Crawford County","17","GA",15
"1856","079","Crawford County","13","GA",15
"1857","033","Crawford County","39","GA",15
"1858","023","Crawford County","55","GA",15
"1859","055","Crawford County","29","GA",15
"1860","033","Crawford County","05","GA",15
"1861","025","Crawford County","18","GA",15
"1862","037","Crawford County","20","GA",15
"1863","047","Crawford County","19","GA",15
"1864","039","Crawford County","26","GA",15
"1865","039","Crawford County","42","GA",15
"1866","081","Crisp County","13","GA",15.8
"1867","057","Dade County","29","GA",12.5
"1868","083","Dade County","13","GA",12.5
"1869","085","Dawson County","13","GA",10.35
"1870","115","Dawson County","48","GA",10.35
"1871","047","Dawson County","31","GA",10.35
"1872","021","Dawson County","30","GA",10.35
"1873","039","Decatur County","20","GA",16.7285714285714
"1874","053","Decatur County","19","GA",16.7285714285714
"1875","031","Decatur County","18","GA",16.7285714285714
"1876","087","Decatur County","13","GA",16.7285714285714
"1877","039","Decatur County","47","GA",16.7285714285714
"1878","049","DeKalb County","01","GA",12.8904347826087
"1879","089","DeKalb County","13","GA",12.8904347826087
"1880","041","DeKalb County","47","GA",12.8904347826087
"1881","037","DeKalb County","17","GA",12.8904347826087
"1882","033","DeKalb County","18","GA",12.8904347826087
"1883","063","DeKalb County","29","GA",12.8904347826087
