"","NAME","FIPS","year","totUnits","occP","vacantP"
"53","Perry County, Alabama","01105",2010,4737,83.32,16.68
"54","Pickens County, Alabama","01107",2010,9483,84.49,15.51
"55","Pike County, Alabama","01109",2010,15267,86.53,13.47
"56","Randolph County, Alabama","01111",2010,11982,76.48,23.52
"57","Russell County, Alabama","01113",2010,24595,86.31,13.69
"58","St. Clair County, Alabama","01115",2010,35541,88.98,11.02
"59","Shelby County, Alabama","01117",2010,80970,91.48,8.52
"60","Sumter County, Alabama","01119",2010,6786,82.95,17.05
"61","Talladega County, Alabama","01121",2010,37088,85.98,14.02
"62","Tallapoosa County, Alabama","01123",2010,22111,76.82,23.18
"63","Tuscaloosa County, Alabama","01125",2010,84872,89.71,10.29
"64","Walker County, Alabama","01127",2010,30816,86.22,13.78
"65","Washington County, Alabama","01129",2010,8407,80.39,19.61
"66","Wilcox County, Alabama","01131",2010,5649,79.38,20.62
"67","Winston County, Alabama","01133",2010,13469,75.45,24.55
"68","Aleutians East Borough, Alaska","02013",2010,747,74.03,25.97
"69","Aleutians West Census Area, Alaska","02016",2010,1929,62.83,37.17
"70","Anchorage Municipality, Alaska","02020",2010,113032,94.96,5.04
"71","Bethel Census Area, Alaska","02050",2010,5919,78.58,21.42
"72","Bristol Bay Borough, Alaska","02060",2010,969,43.65,56.35
"73","Denali Borough, Alaska","02068",2010,1771,45.51,54.49
"74","Dillingham Census Area, Alaska","02070",2010,2427,64.4,35.6
"75","Fairbanks North Star Borough, Alaska","02090",2010,41783,87.21,12.79
"76","Haines Borough, Alaska","02100",2010,1631,70.45,29.55
"77","Hoonah-Angoon Census Area, Alaska","02105",2010,1771,51.55,48.45
"78","Juneau City and Borough, Alaska","02110",2010,13055,93.35,6.65
"79","Kenai Peninsula Borough, Alaska","02122",2010,30578,72.47,27.53
"80","Ketchikan Gateway Borough, Alaska","02130",2010,6166,86.04,13.96
"81","Kodiak Island Borough, Alaska","02150",2010,5303,87.31,12.69
"82","Lake and Peninsula Borough, Alaska","02164",2010,1502,36.82,63.18
"83","Matanuska-Susitna Borough, Alaska","02170",2010,41329,77,23
"84","Nome Census Area, Alaska","02180",2010,4008,70.23,29.77
"85","North Slope Borough, Alaska","02185",2010,2500,81.16,18.84
"86","Northwest Arctic Borough, Alaska","02188",2010,2707,70.89,29.11
"87","Petersburg Census Area, Alaska","02195",2010,1994,80.19,19.81
"88","Prince of Wales-Hyder Census Area, Alaska","02198",2010,2992,73.33,26.67
"89","Sitka City and Borough, Alaska","02220",2010,4102,86.42,13.58
"90","Skagway Municipality, Alaska","02230",2010,636,68.55,31.45
"91","Southeast Fairbanks Census Area, Alaska","02240",2010,3915,65.57,34.43
"92","Valdez-Cordova Census Area, Alaska","02261",2010,6102,65,35
"93","Wade Hampton Census Area, Alaska","02270",2010,2183,79.94,20.06
"94","Wrangell City and Borough, Alaska","02275",2010,1428,73.74,26.26
"95","Yakutat City and Borough, Alaska","02282",2010,450,60,40
"96","Yukon-Koyukuk Census Area, Alaska","02290",2010,4038,54.9,45.1
"97","Apache County, Arizona","04001",2010,32514,70.03,29.97
"98","Cochise County, Arizona","04003",2010,59041,86.15,13.85
"99","Coconino County, Arizona","04005",2010,63321,73.77,26.23
"100","Gila County, Arizona","04007",2010,32698,67.28,32.72
"101","Graham County, Arizona","04009",2010,12980,85.67,14.33
"102","Greenlee County, Arizona","04011",2010,4372,72.92,27.08
"103","La Paz County, Arizona","04012",2010,16049,57.31,42.69
"104","Maricopa County, Arizona","04013",2010,1639279,86.11,13.89
"105","Mohave County, Arizona","04015",2010,110911,74.42,25.58
"106","Navajo County, Arizona","04017",2010,56938,62.63,37.37
"107","Pima County, Arizona","04019",2010,440909,88.15,11.85
"108","Pinal County, Arizona","04021",2010,159222,78.88,21.12
"109","Santa Cruz County, Arizona","04023",2010,18010,85.71,14.29
"110","Yavapai County, Arizona","04025",2010,110432,82.32,17.68
"111","Yuma County, Arizona","04027",2010,87850,73.72,26.28
"112","Arkansas County, Arkansas","05001",2010,9436,84.83,15.17
"113","Ashley County, Arkansas","05003",2010,10137,86.47,13.53
"114","Baxter County, Arkansas","05005",2010,22580,83.03,16.97
"115","Benton County, Arkansas","05007",2010,93084,88.19,11.81
"116","Boone County, Arkansas","05009",2010,16827,89.86,10.14
"117","Bradley County, Arkansas","05011",2010,5860,79.74,20.26
"118","Calhoun County, Arkansas","05013",2010,2897,78.08,21.92
"119","Carroll County, Arkansas","05015",2010,13559,84.03,15.97
"120","Chicot County, Arkansas","05017",2010,5421,84.47,15.53
"121","Clark County, Arkansas","05019",2010,10385,84.57,15.43
"122","Clay County, Arkansas","05021",2010,8031,85.23,14.77
"123","Cleburne County, Arkansas","05023",2010,15826,70,30
"124","Cleveland County, Arkansas","05025",2010,4064,84.06,15.94
"125","Columbia County, Arkansas","05027",2010,11596,84.16,15.84
"126","Conway County, Arkansas","05029",2010,9720,87.07,12.93
"127","Craighead County, Arkansas","05031",2010,40515,92.04,7.96
"128","Crawford County, Arkansas","05033",2010,26115,89.78,10.22
"129","Crittenden County, Arkansas","05035",2010,21489,88.54,11.46
"130","Cross County, Arkansas","05037",2010,7853,89.16,10.84
"131","Dallas County, Arkansas","05039",2010,4305,76.19,23.81
"132","Desha County, Arkansas","05041",2010,6261,84.99,15.01
"133","Drew County, Arkansas","05043",2010,8408,87.54,12.46
"134","Faulkner County, Arkansas","05045",2010,46612,91.42,8.58
"135","Franklin County, Arkansas","05047",2010,8021,87.73,12.27
"136","Fulton County, Arkansas","05049",2010,6778,76.66,23.34
"137","Garland County, Arkansas","05051",2010,50548,81.1,18.9
"138","Grant County, Arkansas","05053",2010,7758,89.37,10.63
"139","Greene County, Arkansas","05055",2010,17892,91.8,8.2
"140","Hempstead County, Arkansas","05057",2010,10419,84.84,15.16
"141","Hot Spring County, Arkansas","05059",2010,14332,88.36,11.64
"142","Howard County, Arkansas","05061",2010,6238,86.01,13.99
"143","Independence County, Arkansas","05063",2010,16187,88.9,11.1
"144","Izard County, Arkansas","05065",2010,7232,79.25,20.75
"145","Jackson County, Arkansas","05067",2010,7601,88.46,11.54
"146","Jefferson County, Arkansas","05069",2010,33006,87.48,12.52
"147","Johnson County, Arkansas","05071",2010,11311,86.75,13.25
"148","Lafayette County, Arkansas","05073",2010,4353,72.36,27.64
"149","Lawrence County, Arkansas","05075",2010,8000,86.72,13.28
"150","Lee County, Arkansas","05077",2010,4356,83.2,16.8
"151","Lincoln County, Arkansas","05079",2010,4860,86.56,13.44
"152","Little River County, Arkansas","05081",2010,6460,83.76,16.24
"153","Logan County, Arkansas","05083",2010,10108,86.11,13.89
"154","Lonoke County, Arkansas","05085",2010,27239,92.86,7.14
"155","Madison County, Arkansas","05087",2010,7481,82.53,17.47
"156","Marion County, Arkansas","05089",2010,9354,79.23,20.77
"157","Miller County, Arkansas","05091",2010,19281,89.31,10.69
"158","Mississippi County, Arkansas","05093",2010,20459,86.71,13.29
"159","Monroe County, Arkansas","05095",2010,4455,78.14,21.86
"160","Montgomery County, Arkansas","05097",2010,5763,69.41,30.59
"161","Nevada County, Arkansas","05099",2010,4563,81.02,18.98
"162","Newton County, Arkansas","05101",2010,4664,76.57,23.43
"163","Ouachita County, Arkansas","05103",2010,13121,83.86,16.14
"164","Perry County, Arkansas","05105",2010,4907,84.98,15.02
"165","Phillips County, Arkansas","05107",2010,10126,83.85,16.15
"166","Pike County, Arkansas","05109",2010,5580,79.87,20.13
"167","Poinsett County, Arkansas","05111",2010,10923,89.3,10.7
"168","Polk County, Arkansas","05113",2010,10002,84.48,15.52
"169","Pope County, Arkansas","05115",2010,25551,91.4,8.6
"170","Prairie County, Arkansas","05117",2010,4503,81.83,18.17
"171","Pulaski County, Arkansas","05119",2010,175555,90.44,9.56
"172","Randolph County, Arkansas","05121",2010,8513,85.74,14.26
"173","St. Francis County, Arkansas","05123",2010,10903,88.2,11.8
"174","Saline County, Arkansas","05125",2010,44811,92.48,7.52
"175","Scott County, Arkansas","05127",2010,5193,84.11,15.89
"176","Searcy County, Arkansas","05129",2010,4900,72.94,27.06
"177","Sebastian County, Arkansas","05131",2010,54651,90.76,9.24
"178","Sevier County, Arkansas","05133",2010,6887,86.76,13.24
"179","Sharp County, Arkansas","05135",2010,9822,74.93,25.07
"180","Stone County, Arkansas","05137",2010,6712,79.34,20.66
"181","Union County, Arkansas","05139",2010,19653,86.25,13.75
"182","Van Buren County, Arkansas","05141",2010,10345,71.85,28.15
"183","Washington County, Arkansas","05143",2010,87808,87,13
"184","White County, Arkansas","05145",2010,32488,90.32,9.68
"185","Woodruff County, Arkansas","05147",2010,3893,80.5,19.5
"186","Yell County, Arkansas","05149",2010,9752,84.28,15.72
"187","Alameda County, California","06001",2010,582549,93.58,6.42
"188","Alpine County, California","06003",2010,1760,28.24,71.76
"189","Amador County, California","06005",2010,18032,80.8,19.2
"190","Butte County, California","06007",2010,95835,91.43,8.57
"191","Calaveras County, California","06009",2010,27925,67.63,32.37
"192","Colusa County, California","06011",2010,7883,89.51,10.49
"193","Contra Costa County, California","06013",2010,400263,93.78,6.22
"194","Del Norte County, California","06015",2010,11186,88.57,11.43
"195","El Dorado County, California","06017",2010,88159,79.65,20.35
"196","Fresno County, California","06019",2010,315531,91.72,8.28
"197","Glenn County, California","06021",2010,10778,90.93,9.07
"198","Humboldt County, California","06023",2010,61559,91.02,8.98
"199","Imperial County, California","06025",2010,56067,87.62,12.38
"200","Inyo County, California","06027",2010,9478,84.92,15.08
"201","Kern County, California","06029",2010,284367,89.54,10.46
"202","Kings County, California","06031",2010,43867,94,6
"203","Lake County, California","06033",2010,35492,74.8,25.2
"204","Lassen County, California","06035",2010,12710,79.13,20.87
"205","Los Angeles County, California","06037",2010,3445076,94.08,5.92
"206","Madera County, California","06039",2010,49140,88.15,11.85
"207","Marin County, California","06041",2010,111214,92.8,7.2
"208","Mariposa County, California","06043",2010,10188,75.51,24.49
"209","Mendocino County, California","06045",2010,40323,86.66,13.34
"210","Merced County, California","06047",2010,83698,90.37,9.63
"211","Modoc County, California","06049",2010,5192,78.27,21.73
"212","Mono County, California","06051",2010,13912,41.46,58.54
"213","Monterey County, California","06053",2010,139048,90.58,9.42
"214","Napa County, California","06055",2010,54759,89.26,10.74
"215","Nevada County, California","06057",2010,52590,78.96,21.04
"216","Orange County, California","06059",2010,1048907,94.65,5.35
"217","Placer County, California","06061",2010,152648,86.88,13.12
"218","Plumas County, California","06063",2010,15566,57.67,42.33
"219","Riverside County, California","06065",2010,800707,85.71,14.29
"220","Sacramento County, California","06067",2010,555932,92.45,7.55
"221","San Benito County, California","06069",2010,17870,94.04,5.96
"222","San Bernardino County, California","06071",2010,699637,87.42,12.58
"223","San Diego County, California","06073",2010,1164786,93.31,6.69
"224","San Francisco County, California","06075",2010,376942,91.74,8.26
"225","San Joaquin County, California","06077",2010,233755,91.98,8.02
"226","San Luis Obispo County, California","06079",2010,117315,86.96,13.04
"227","San Mateo County, California","06081",2010,271031,95.13,4.87
"228","Santa Barbara County, California","06083",2010,152834,92.98,7.02
"229","Santa Clara County, California","06085",2010,631920,95.61,4.39
"230","Santa Cruz County, California","06087",2010,104476,90.31,9.69
"231","Shasta County, California","06089",2010,77313,90.99,9.01
"232","Sierra County, California","06091",2010,2328,63.66,36.34
"233","Siskiyou County, California","06093",2010,23910,81.58,18.42
"234","Solano County, California","06095",2010,152698,92.84,7.16
"235","Sonoma County, California","06097",2010,204572,90.84,9.16
"236","Stanislaus County, California","06099",2010,179503,92.02,7.98
"237","Sutter County, California","06101",2010,33858,92.85,7.15
"238","Tehama County, California","06103",2010,26987,88.07,11.93
"239","Trinity County, California","06105",2010,8681,70.07,29.93
"240","Tulare County, California","06107",2010,141696,91.99,8.01
"241","Tuolumne County, California","06109",2010,31244,70.91,29.09
"242","Ventura County, California","06111",2010,281695,94.75,5.25
"243","Yolo County, California","06113",2010,75054,94.43,5.57
"244","Yuba County, California","06115",2010,27635,87.96,12.04
"245","Adams County, Colorado","08001",2010,163136,94.26,5.74
"246","Alamosa County, Colorado","08003",2010,6554,91.47,8.53
"247","Arapahoe County, Colorado","08005",2010,238301,94,6
"248","Archuleta County, Colorado","08007",2010,8762,60.11,39.89
"249","Baca County, Colorado","08009",2010,2248,74.96,25.04
"250","Bent County, Colorado","08011",2010,2242,81.71,18.29
"251","Boulder County, Colorado","08013",2010,127071,93.88,6.12
"252","Broomfield County, Colorado","08014",2010,22646,94.56,5.44
"253","Chaffee County, Colorado","08015",2010,10020,75.86,24.14
"254","Cheyenne County, Colorado","08017",2010,975,80.62,19.38
"255","Clear Creek County, Colorado","08019",2010,5685,74.02,25.98
"256","Conejos County, Colorado","08021",2010,4286,72.75,27.25
"257","Costilla County, Colorado","08023",2010,2613,59.32,40.68
"258","Crowley County, Colorado","08025",2010,1559,83.77,16.23
"259","Custer County, Colorado","08027",2010,3956,48.66,51.34
"260","Delta County, Colorado","08029",2010,14572,87.17,12.83
"261","Denver County, Colorado","08031",2010,285797,92.06,7.94
"262","Dolores County, Colorado","08033",2010,1468,61.24,38.76
"263","Douglas County, Colorado","08035",2010,106859,95.47,4.53
"264","Eagle County, Colorado","08037",2010,31312,61.43,38.57
"265","Elbert County, Colorado","08039",2010,8939,93.75,6.25
"266","El Paso County, Colorado","08041",2010,252852,93.32,6.68
"267","Fremont County, Colorado","08043",2010,19242,86.18,13.82
"268","Garfield County, Colorado","08045",2010,23309,87.34,12.66
"269","Gilpin County, Colorado","08047",2010,3560,69.1,30.9
"270","Grand County, Colorado","08049",2010,16061,40.28,59.72
"271","Gunnison County, Colorado","08051",2010,11412,57.1,42.9
"272","Hinsdale County, Colorado","08053",2010,1388,26.08,73.92
"273","Huerfano County, Colorado","08055",2010,5075,61.81,38.19
"274","Jackson County, Colorado","08057",2010,1286,50.47,49.53
"275","Jefferson County, Colorado","08059",2010,229967,94.87,5.13
"276","Kiowa County, Colorado","08061",2010,805,76.89,23.11
"277","Kit Carson County, Colorado","08063",2010,3527,86.14,13.86
"278","Lake County, Colorado","08065",2010,4271,69.14,30.86
"279","La Plata County, Colorado","08067",2010,25860,81.59,18.41
"280","Larimer County, Colorado","08069",2010,132722,90.64,9.36
"281","Las Animas County, Colorado","08071",2010,8217,77.69,22.31
"282","Lincoln County, Colorado","08073",2010,2420,80.5,19.5
"283","Logan County, Colorado","08075",2010,8981,89.6,10.4
"284","Mesa County, Colorado","08077",2010,62644,92.74,7.26
"285","Mineral County, Colorado","08079",2010,1201,29.56,70.44
"286","Moffat County, Colorado","08081",2010,6196,88.2,11.8
"287","Montezuma County, Colorado","08083",2010,12094,87.16,12.84
"288","Montrose County, Colorado","08085",2010,18250,90.32,9.68
"289","Morgan County, Colorado","08087",2010,11490,89.59,10.41
"290","Otero County, Colorado","08089",2010,8969,86.17,13.83
"291","Ouray County, Colorado","08091",2010,3083,65.59,34.41
"292","Park County, Colorado","08093",2010,13947,51.44,48.56
"293","Phillips County, Colorado","08095",2010,2087,87.16,12.84
"294","Pitkin County, Colorado","08097",2010,12953,62.94,37.06
"295","Prowers County, Colorado","08099",2010,5942,83.05,16.95
"296","Pueblo County, Colorado","08101",2010,69526,90.57,9.43
"297","Rio Blanco County, Colorado","08103",2010,3309,79.99,20.01
"298","Rio Grande County, Colorado","08105",2010,6630,72.08,27.92
"299","Routt County, Colorado","08107",2010,16303,60.68,39.32
"300","Saguache County, Colorado","08109",2010,3843,68.7,31.3
"301","San Juan County, Colorado","08111",2010,756,45.5,54.5
"302","San Miguel County, Colorado","08113",2010,6638,52.03,47.97
"303","Sedgwick County, Colorado","08115",2010,1415,77.24,22.76
"304","Summit County, Colorado","08117",2010,29842,39.39,60.61
"305","Teller County, Colorado","08119",2010,12643,77.55,22.45
"306","Washington County, Colorado","08121",2010,2434,81.35,18.65
"307","Weld County, Colorado","08123",2010,96281,92.8,7.2
"308","Yuma County, Colorado","08125",2010,4466,88.49,11.51
"309","Fairfield County, Connecticut","09001",2010,361221,92.89,7.11
"310","Hartford County, Connecticut","09003",2010,374249,93.75,6.25
"311","Litchfield County, Connecticut","09005",2010,87550,87.54,12.46
"312","Middlesex County, Connecticut","09007",2010,74837,89.8,10.2
"313","New Haven County, Connecticut","09009",2010,362004,92.4,7.6
"314","New London County, Connecticut","09011",2010,120994,88.48,11.52
"315","Tolland County, Connecticut","09013",2010,57963,93.99,6.01
"316","Windham County, Connecticut","09015",2010,49073,91.31,8.69
"317","Kent County, Delaware","10001",2010,65338,92.26,7.74
"318","New Castle County, Delaware","10003",2010,217511,93.17,6.83
"319","Sussex County, Delaware","10005",2010,123036,64.51,35.49
"320","District of Columbia, District of Columbia","11001",2010,296719,89.89,10.11
"321","Alachua County, Florida","12001",2010,112766,89.14,10.86
"322","Baker County, Florida","12003",2010,9687,90.55,9.45
"323","Bay County, Florida","12005",2010,99650,68.68,31.32
"324","Bradford County, Florida","12007",2010,11011,86.09,13.91
"325","Brevard County, Florida","12009",2010,269864,85.11,14.89
"326","Broward County, Florida","12011",2010,810388,84.66,15.34
"327","Calhoun County, Florida","12013",2010,5999,84.36,15.64
"328","Charlotte County, Florida","12015",2010,100632,72.91,27.09
"329","Citrus County, Florida","12017",2010,78026,81.13,18.87
"330","Clay County, Florida","12019",2010,75478,91.14,8.86
"331","Collier County, Florida","12021",2010,197298,67.5,32.5
"332","Columbia County, Florida","12023",2010,28636,87.1,12.9
"333","DeSoto County, Florida","12027",2010,14590,78.44,21.56
"334","Dixie County, Florida","12029",2010,9319,67.78,32.22
"335","Duval County, Florida","12031",2010,388486,88.15,11.85
"336","Escambia County, Florida","12033",2010,136703,85.03,14.97
"337","Flagler County, Florida","12035",2010,48595,80.64,19.36
"338","Franklin County, Florida","12037",2010,8652,49.17,50.83
"339","Gadsden County, Florida","12039",2010,19506,86.91,13.09
"340","Gilchrist County, Florida","12041",2010,7307,83.77,16.23
"341","Glades County, Florida","12043",2010,6979,64.95,35.05
"342","Gulf County, Florida","12045",2010,9110,58.56,41.44
"343","Hamilton County, Florida","12047",2010,5778,79.91,20.09
"344","Hardee County, Florida","12049",2010,9722,84.81,15.19
"345","Hendry County, Florida","12051",2010,14564,82.57,17.43
"346","Hernando County, Florida","12053",2010,84504,84.9,15.1
"347","Highlands County, Florida","12055",2010,55386,76.92,23.08
"348","Hillsborough County, Florida","12057",2010,536092,88.42,11.58
"349","Holmes County, Florida","12059",2010,8641,85.11,14.89
"350","Indian River County, Florida","12061",2010,76346,78.82,21.18
"351","Jackson County, Florida","12063",2010,21003,82.93,17.07
"352","Jefferson County, Florida","12065",2010,6632,85.13,14.87
"353","Lafayette County, Florida","12067",2010,3328,77.52,22.48
"354","Lake County, Florida","12069",2010,144996,83.65,16.35
"355","Lee County, Florida","12071",2010,371099,70.01,29.99
"356","Leon County, Florida","12073",2010,124136,89.37,10.63
"357","Levy County, Florida","12075",2010,20123,81.52,18.48
"358","Liberty County, Florida","12077",2010,3357,75.22,24.78
"359","Madison County, Florida","12079",2010,8481,82.36,17.64
"360","Manatee County, Florida","12081",2010,172690,78.6,21.4
"361","Marion County, Florida","12083",2010,164050,83.95,16.05
"362","Martin County, Florida","12085",2010,78131,81.78,18.22
"363","Miami-Dade County, Florida","12086",2010,989435,87.66,12.34
"364","Monroe County, Florida","12087",2010,52764,61.84,38.16
"365","Nassau County, Florida","12089",2010,35009,82.25,17.75
"366","Okaloosa County, Florida","12091",2010,92407,78.33,21.67
"367","Okeechobee County, Florida","12093",2010,18509,75.71,24.29
"368","Orange County, Florida","12095",2010,487839,86.47,13.53
"369","Osceola County, Florida","12097",2010,128170,70.69,29.31
"370","Palm Beach County, Florida","12099",2010,664594,81.89,18.11
"371","Pasco County, Florida","12101",2010,228928,82.83,17.17
"372","Pinellas County, Florida","12103",2010,503634,82.58,17.42
"373","Polk County, Florida","12105",2010,281214,80.89,19.11
"374","Putnam County, Florida","12107",2010,37337,78.77,21.23
"375","St. Johns County, Florida","12109",2010,89830,83.87,16.13
"376","St. Lucie County, Florida","12111",2010,137029,79.2,20.8
"377","Santa Rosa County, Florida","12113",2010,64760,87.88,12.12
"378","Sarasota County, Florida","12115",2010,228413,76.94,23.06
"379","Seminole County, Florida","12117",2010,181307,90.84,9.16
"380","Sumter County, Florida","12119",2010,53026,78,22
"381","Suwannee County, Florida","12121",2010,19164,83.24,16.76
"382","Taylor County, Florida","12123",2010,11004,71.97,28.03
"383","Union County, Florida","12125",2010,4508,89.8,10.2
"384","Volusia County, Florida","12127",2010,254226,81.91,18.09
"385","Wakulla County, Florida","12129",2010,12804,81.93,18.07
"386","Walton County, Florida","12131",2010,45132,49.41,50.59
"387","Washington County, Florida","12133",2010,10796,82.1,17.9
"388","Appling County, Georgia","13001",2010,8512,81.87,18.13
"389","Atkinson County, Georgia","13003",2010,3522,84.7,15.3
"390","Bacon County, Georgia","13005",2010,4801,87.77,12.23
"391","Baker County, Georgia","13007",2010,1652,83.05,16.95
"392","Baldwin County, Georgia","13009",2010,20159,83.28,16.72
"393","Banks County, Georgia","13011",2010,7595,88.22,11.78
"394","Barrow County, Georgia","13013",2010,26400,90.8,9.2
"395","Bartow County, Georgia","13015",2010,39823,89.85,10.15
"396","Ben Hill County, Georgia","13017",2010,7942,85.55,14.45
"397","Berrien County, Georgia","13019",2010,8709,85.46,14.54
"398","Bibb County, Georgia","13021",2010,69662,86.55,13.45
"399","Bleckley County, Georgia","13023",2010,5304,87.86,12.14
"400","Brantley County, Georgia","13025",2010,8086,85.15,14.85
"401","Brooks County, Georgia","13027",2010,7706,83.79,16.21
"402","Bryan County, Georgia","13029",2010,11842,90.68,9.32
"403","Bulloch County, Georgia","13031",2010,28794,88.82,11.18
"404","Burke County, Georgia","13033",2010,9865,86.5,13.5
"405","Butts County, Georgia","13035",2010,9357,84.23,15.77
"406","Calhoun County, Georgia","13037",2010,2409,83.11,16.89
"407","Camden County, Georgia","13039",2010,21114,85.47,14.53
"408","Candler County, Georgia","13043",2010,4761,84.88,15.12
"409","Carroll County, Georgia","13045",2010,44607,87.85,12.15
"410","Catoosa County, Georgia","13047",2010,26606,91.99,8.01
"411","Charlton County, Georgia","13049",2010,4475,87.75,12.25
"412","Chatham County, Georgia","13051",2010,119323,86.35,13.65
"413","Chattahoochee County, Georgia","13053",2010,3376,79.56,20.44
"414","Chattooga County, Georgia","13055",2010,10977,86.98,13.02
"415","Cherokee County, Georgia","13057",2010,82360,92.2,7.8
"416","Clarke County, Georgia","13059",2010,51068,88.93,11.07
"417","Clay County, Georgia","13061",2010,2102,63.32,36.68
"418","Clayton County, Georgia","13063",2010,104705,86.56,13.44
"419","Clinch County, Georgia","13065",2010,3007,85.53,14.47
"420","Cobb County, Georgia","13067",2010,286490,90.77,9.23
"421","Coffee County, Georgia","13069",2010,17061,86.85,13.15
"422","Colquitt County, Georgia","13071",2010,18311,89.11,10.89
"423","Columbia County, Georgia","13073",2010,48626,92.33,7.67
"424","Cook County, Georgia","13075",2010,7287,86.99,13.01
"425","Coweta County, Georgia","13077",2010,50171,91.03,8.97
"426","Crawford County, Georgia","13079",2010,5292,91.12,8.88
"427","Crisp County, Georgia","13081",2010,10734,84.58,15.42
"428","Dade County, Georgia","13083",2010,7305,86.12,13.88
"429","Dawson County, Georgia","13085",2010,10425,80.89,19.11
"430","Decatur County, Georgia","13087",2010,12125,85.69,14.31
"431","DeKalb County, Georgia","13089",2010,304968,89.13,10.87
"432","Dodge County, Georgia","13091",2010,9857,82.96,17.04
"433","Dooly County, Georgia","13093",2010,6328,83.53,16.47
"434","Dougherty County, Georgia","13095",2010,40801,89.48,10.52
"435","Douglas County, Georgia","13097",2010,51672,90.23,9.77
"436","Early County, Georgia","13099",2010,4975,84.98,15.02
"437","Echols County, Georgia","13101",2010,1558,85.3,14.7
"438","Effingham County, Georgia","13103",2010,19884,90.99,9.01
"439","Elbert County, Georgia","13105",2010,9583,84.14,15.86
"440","Emanuel County, Georgia","13107",2010,9968,84.57,15.43
"441","Evans County, Georgia","13109",2010,4664,86.47,13.53
"442","Fannin County, Georgia","13111",2010,16207,62.86,37.14
"443","Fayette County, Georgia","13113",2010,40793,93.56,6.44
"444","Floyd County, Georgia","13115",2010,40551,88.6,11.4
"445","Forsyth County, Georgia","13117",2010,64052,92.79,7.21
"446","Franklin County, Georgia","13119",2010,10553,80.92,19.08
"447","Fulton County, Georgia","13121",2010,437105,86.11,13.89
"448","Gilmer County, Georgia","13123",2010,16564,68.3,31.7
"449","Glascock County, Georgia","13125",2010,1519,76.5,23.5
