"","TRACTCE","GEOID","BedCt","PITCt","YrBed"
"34346",21412,13089021412,NA,NA,NA
"34347",21414,13089021414,NA,NA,NA
"34348",600,13121000600,276,272,276
"34349",1001,13121001001,14,12,14
"34350",1300,13121001300,NA,NA,NA
"34351",1400,13121001400,NA,NA,NA
"34352",1800,13121001800,NA,NA,NA
"34353",2300,13121002300,NA,NA,NA
"34354",2900,13121002900,80,46,80
"34355",3600,13121003600,NA,NA,NA
"34356",10208,13121010208,NA,NA,NA
"34357",21300,13153021300,NA,NA,NA
"34358",21503,13089021503,NA,NA,NA
"34359",21603,13089021603,NA,NA,NA
"34360",10400,13157010400,NA,NA,NA
"34361",950100,13155950100,NA,NA,NA
"34362",30104,13169030104,33,33,33
"34363",970300,13109970300,NA,NA,NA
"34364",20402,13177020402,NA,NA,NA
"34365",10200,13157010200,NA,NA,NA
"34366",30301,13169030301,NA,NA,NA
"34367",9300,13121009300,NA,NA,NA
"34368",10100,13211010100,NA,NA,NA
"34369",10301,13121010301,NA,NA,NA
"34370",911200,13045911200,NA,NA,NA
"34371",10501,13051010501,6,7,6
"34372",22700,13089022700,10,7,10
"34373",22900,13089022900,20,20,20
"34374",23101,13089023101,NA,NA,NA
"34375",23112,13089023112,66,66,66
"34376",23113,13089023113,81,81,81
"34377",23115,13089023115,NA,NA,NA
"34378",170503,13077170503,NA,NA,NA
"34379",170602,13077170602,NA,NA,NA
"34380",11107,13051011107,NA,NA,NA
"34381",22600,13089022600,1114,1097,1114
"34382",10502,13051010502,NA,NA,NA
"34383",10603,13051010603,NA,NA,NA
"34384",10700,13051010700,NA,NA,NA
"34385",11109,13051011109,NA,NA,NA
"34386",970600,13305970600,NA,NA,NA
"34387",10807,13051010807,NA,NA,NA
"34388",10808,13051010808,NA,NA,NA
"34389",1500,13313001500,NA,NA,NA
"34390",170700,13077170700,NA,NA,NA
"34391",30202,13047030202,NA,NA,NA
"34392",30303,13047030303,NA,NA,NA
"34393",11600,13051011600,NA,NA,NA
"34394",20201,13053020201,NA,NA,NA
"34395",960200,13307960200,NA,NA,NA
"34396",20205,13053020205,NA,NA,NA
"34397",10100,13055010100,NA,NA,NA
"34398",10400,13055010400,NA,NA,NA
"34399",23309,13089023309,NA,NA,NA
"34400",10901,13051010901,NA,NA,NA
"34401",11004,13051011004,NA,NA,NA
"34402",11106,13051011106,NA,NA,NA
"34403",30401,13047030401,NA,NA,NA
"34404",30402,13047030402,NA,NA,NA
"34405",60403,13247060403,NA,NA,NA
"34406",21104,13153021104,NA,NA,NA
"34407",21108,13153021108,NA,NA,NA
"34408",21201,13153021201,NA,NA,NA
"34409",10301,13215010301,NA,NA,NA
"34410",10501,13215010501,NA,NA,NA
"34411",10502,13215010502,NA,NA,NA
"34412",10605,13215010605,NA,NA,NA
"34413",7703,13121007703,NA,NA,NA
"34414",7706,13121007706,NA,NA,NA
"34415",7805,13121007805,8,2,8
"34416",8000,13121008000,NA,NA,NA
"34417",10516,13121010516,NA,NA,NA
"34418",10604,13121010604,NA,NA,NA
"34419",1604,13139001604,NA,NA,NA
"34420",1605,13139001605,NA,NA,NA
"34421",3800,13121003800,NA,NA,NA
"34422",4000,13121004000,NA,NA,NA
"34423",160300,13255160300,NA,NA,NA
"34424",160700,13255160700,35,34,35
"34425",160900,13255160900,NA,NA,NA
"34426",161100,13255161100,19,19,19
"34427",400,13105000400,NA,NA,NA
"34428",140206,13113140206,NA,NA,NA
"34429",140207,13113140207,NA,NA,NA
"34430",140303,13113140303,NA,NA,NA
"34431",140305,13113140305,NA,NA,NA
"34432",910701,13045910701,NA,NA,NA
"34433",910703,13045910703,21,21,21
"34434",1400,13115001400,NA,NA,NA
"34435",101,13127000101,NA,NA,NA
"34436",30319,13067030319,NA,NA,NA
"34437",30329,13067030329,NA,NA,NA
"34438",30330,13067030330,9,9,9
"34439",910200,13045910200,NA,NA,NA
"34440",300,13193000300,NA,NA,NA
"34441",10600,13069010600,NA,NA,NA
"34442",970200,13071970200,NA,NA,NA
"34443",10121,13121010121,NA,NA,NA
"34444",10122,13121010122,NA,NA,NA
"34445",10100,13125010100,NA,NA,NA
"34446",970100,13065970100,1,1,1
"34447",30103,13067030103,NA,NA,NA
"34448",1202,13139001202,NA,NA,NA
"34449",1302,13139001302,NA,NA,NA
"34450",1502,13139001502,NA,NA,NA
"34451",10513,13121010513,4,4,4
"34452",970200,13171970200,NA,NA,NA
"34453",960100,13163960100,NA,NA,NA
"34454",40411,13063040411,NA,NA,NA
"34455",40412,13063040412,NA,NA,NA
"34456",970100,13181970100,NA,NA,NA
"34457",30209,13067030209,NA,NA,NA
"34458",30311,13067030311,NA,NA,NA
"34459",90300,13057090300,NA,NA,NA
"34460",90501,13057090501,NA,NA,NA
"34461",950300,13175950300,62,52,62
"34462",20200,13177020200,NA,NA,NA
"34463",950302,13133950302,12,3,12
"34464",950400,13133950400,NA,NA,NA
"34465",910300,13045910300,NA,NA,NA
"34466",1000,13215001000,NA,NA,NA
"34467",1200,13215001200,NA,NA,NA
"34468",2300,13215002300,NA,NA,NA
"34469",970302,13257970302,NA,NA,NA
"34470",950200,13261950200,NA,NA,NA
"34471",201,13139000201,NA,NA,NA
"34472",970200,13181970200,NA,NA,NA
"34473",140408,13113140408,NA,NA,NA
"34474",30200,13219030200,NA,NA,NA
"34475",30400,13219030400,NA,NA,NA
"34476",30500,13219030500,NA,NA,NA
"34477",950400,13259950400,NA,NA,NA
"34478",31001,13067031001,NA,NA,NA
"34479",31005,13067031005,NA,NA,NA
"34480",31110,13067031110,76,67,76
"34481",31111,13067031111,NA,NA,NA
"34482",403,13127000403,NA,NA,NA
"34483",100600,13217100600,117,116,117
"34484",11201,13121011201,26,17,26
"34485",11301,13121011301,NA,NA,NA
"34486",11303,13121011303,NA,NA,NA
"34487",960400,13163960400,NA,NA,NA
"34488",140405,13113140405,NA,NA,NA
"34489",970300,13071970300,69,74,69
"34490",970701,13071970701,NA,NA,NA
"34491",11410,13121011410,NA,NA,NA
"34492",11414,13121011414,NA,NA,NA
"34493",11417,13121011417,NA,NA,NA
"34494",1201,13139001201,NA,NA,NA
"34495",50500,13227050500,NA,NA,NA
"34496",140406,13113140406,22,14,22
"34497",950100,13267950100,NA,NA,NA
"34498",950202,13267950202,NA,NA,NA
"34499",31115,13067031115,NA,NA,NA
"34500",30301,13103030301,NA,NA,NA
"34501",30304,13103030304,1,1,1
"34502",30402,13103030402,NA,NA,NA
"34503",701,13139000701,NA,NA,NA
"34504",31118,13067031118,NA,NA,NA
"34505",31209,13067031209,NA,NA,NA
"34506",31212,13067031212,NA,NA,NA
"34507",160600,13255160600,NA,NA,NA
"34508",30410,13067030410,NA,NA,NA
"34509",30502,13067030502,NA,NA,NA
"34510",30504,13067030504,NA,NA,NA
"34511",30506,13067030506,NA,NA,NA
"34512",31306,13067031306,30,30,30
"34513",9200,13121009200,25,22,23
"34514",100,13115000100,NA,NA,NA
"34515",400,13139000400,NA,NA,NA
"34516",80100,13123080100,NA,NA,NA
"34517",10002,13121010002,NA,NA,NA
"34518",10115,13121010115,NA,NA,NA
"34519",10119,13121010119,8,9,8
"34520",600,13139000600,48,48,48
"34521",31311,13067031311,NA,NA,NA
"34522",960700,13277960700,8,8,8
"34523",960800,13277960800,NA,NA,NA
"34524",970400,13279970400,NA,NA,NA
"34525",10511,13121010511,NA,NA,NA
"34526",30313,13067030313,NA,NA,NA
"34527",140502,13113140502,NA,NA,NA
"34528",1002,13139001002,NA,NA,NA
"34529",1101,13139001101,103,79,103
"34530",60305,13247060305,NA,NA,NA
"34531",60308,13247060308,NA,NA,NA
"34532",50209,13135050209,NA,NA,NA
"34533",950200,13133950200,NA,NA,NA
"34534",970100,13305970100,NA,NA,NA
"34535",4400,13051004400,NA,NA,NA
"34536",10102,13051010102,NA,NA,NA
"34537",11418,13121011418,NA,NA,NA
"34538",50200,13227050200,NA,NA,NA
"34539",90400,13099090400,NA,NA,NA
"34540",900,13215000900,NA,NA,NA
"34541",10400,13179010400,12,7,12
"34542",10101,13185010101,NA,NA,NA
"34543",10302,13185010302,NA,NA,NA
"34544",50428,13135050428,NA,NA,NA
"34545",50429,13135050429,NA,NA,NA
"34546",50434,13135050434,NA,NA,NA
"34547",50436,13135050436,NA,NA,NA
"34548",50520,13135050520,NA,NA,NA
"34549",40514,13063040514,NA,NA,NA
"34550",60405,13247060405,NA,NA,NA
"34551",960100,13249960100,NA,NA,NA
"34552",880200,13101880200,NA,NA,NA
"34553",22403,13089022403,25,25,25
"34554",50212,13135050212,NA,NA,NA
"34555",10702,13215010702,NA,NA,NA
"34556",10801,13215010801,NA,NA,NA
"34557",11500,13215011500,NA,NA,NA
"34558",101,13313000101,NA,NA,NA
"34559",100202,13217100202,NA,NA,NA
"34560",100400,13217100400,14,14,14
"34561",100502,13217100502,NA,NA,NA
"34562",970600,13279970600,NA,NA,NA
"34563",22008,13089022008,NA,NA,NA
"34564",22100,13089022100,NA,NA,NA
"34565",22302,13089022302,NA,NA,NA
"34566",102,13139000102,NA,NA,NA
"34567",950500,13133950500,NA,NA,NA
"34568",50205,13135050205,NA,NA,NA
"34569",22401,13089022401,NA,NA,NA
"34570",22005,13089022005,NA,NA,NA
"34571",170403,13077170403,NA,NA,NA
"34572",170502,13077170502,NA,NA,NA
"34573",10600,13055010600,NA,NA,NA
"34574",50426,13135050426,NA,NA,NA
"34575",10400,13231010400,NA,NA,NA
"34576",10300,13233010300,NA,NA,NA
"34577",1607,13139001607,NA,NA,NA
"34578",70110,13151070110,NA,NA,NA
"34579",70111,13151070111,NA,NA,NA
"34580",10500,13213010500,NA,NA,NA
"34581",10206,13121010206,NA,NA,NA
"34582",2000,13115002000,NA,NA,NA
"34583",960500,13275960500,NA,NA,NA
"34584",960800,13275960800,NA,NA,NA
"34585",961000,13275961000,1,1,1
"34586",401,13059000401,50,45,50
"34587",600,13059000600,NA,NA,NA
"34588",900,13059000900,74,50,74
"34589",2000,13059002000,NA,NA,NA
"34590",2200,13059002200,NA,NA,NA
"34591",130104,13117130104,NA,NA,NA
"34592",130201,13117130201,NA,NA,NA
"34593",20800,13295020800,NA,NA,NA
"34594",950700,13303950700,NA,NA,NA
"34595",10514,13121010514,NA,NA,NA
"34596",960300,13239960300,NA,NA,NA
"34597",30204,13103030204,NA,NA,NA
"34598",202,13137000202,32,28,32
"34599",20100,13177020100,NA,NA,NA
"34600",1100,13245001100,41,27,31
"34601",10706,13245010706,NA,NA,NA
"34602",10707,13245010707,NA,NA,NA
"34603",950100,13311950100,NA,NA,NA
"34604",950800,13175950800,NA,NA,NA
"34605",10101,13179010101,NA,NA,NA
"34606",950202,13311950202,NA,NA,NA
"34607",70402,13151070402,NA,NA,NA
"34608",70403,13151070403,NA,NA,NA
"34609",951100,13175951100,NA,NA,NA
"34610",960200,13281960200,NA,NA,NA
"34611",2400,13215002400,94,86,94
"34612",2901,13215002901,NA,NA,NA
"34613",2902,13215002902,NA,NA,NA
"34614",3302,13215003302,NA,NA,NA
"34615",20602,13295020602,NA,NA,NA
"34616",30306,13073030306,NA,NA,NA
"34617",30309,13073030309,NA,NA,NA
"34618",30504,13073030504,NA,NA,NA
"34619",120500,13273120500,NA,NA,NA
"34620",130203,13117130203,NA,NA,NA
"34621",130205,13117130205,NA,NA,NA
"34622",950200,13271950200,NA,NA,NA
"34623",120300,13273120300,1,1,1
"34624",130301,13117130301,NA,NA,NA
"34625",20106,13153020106,NA,NA,NA
"34626",20109,13153020109,NA,NA,NA
"34627",20300,13153020300,NA,NA,NA
"34628",20400,13153020400,24,8,24
"34629",3400,13215003400,NA,NA,NA
"34630",10201,13215010201,NA,NA,NA
"34631",10203,13215010203,NA,NA,NA
"34632",120501,13223120501,3,3,3
"34633",120605,13223120605,NA,NA,NA
"34634",120104,13223120104,NA,NA,NA
"34635",120303,13223120303,NA,NA,NA
"34636",500,13105000500,NA,NA,NA
"34637",40101,13225040101,NA,NA,NA
"34638",50500,13111050500,NA,NA,NA
"34639",40520,13063040520,NA,NA,NA
"34640",40524,13063040524,NA,NA,NA
"34641",960200,13315960200,NA,NA,NA
"34642",40525,13063040525,NA,NA,NA
"34643",40606,13063040606,NA,NA,NA
"34644",40200,13225040200,NA,NA,NA
"34645",40302,13225040302,NA,NA,NA
"34646",11615,13121011615,NA,NA,NA
"34647",10500,13233010500,14,10,14
"34648",960201,13237960201,NA,NA,NA
"34649",10400,13211010400,NA,NA,NA
"34650",700,13115000700,NA,NA,NA
"34651",150300,13059150300,NA,NA,NA
"34652",40516,13063040516,NA,NA,NA
"34653",150400,13059150400,NA,NA,NA
"34654",150600,13059150600,NA,NA,NA
"34655",130403,13117130403,NA,NA,NA
"34656",130409,13117130409,NA,NA,NA
"34657",130503,13117130503,NA,NA,NA
"34658",130504,13117130504,NA,NA,NA
"34659",40609,13063040609,NA,NA,NA
"34660",40615,13063040615,NA,NA,NA
"34661",40616,13063040616,NA,NA,NA
"34662",40619,13063040619,NA,NA,NA
"34663",40621,13063040621,NA,NA,NA
"34664",130603,13117130603,NA,NA,NA
"34665",130604,13117130604,NA,NA,NA
"34666",970201,13005970201,NA,NA,NA
"34667",960401,13015960401,NA,NA,NA
"34668",960801,13015960801,NA,NA,NA
"34669",150900,13059150900,NA,NA,NA
"34670",40202,13063040202,NA,NA,NA
"34671",40302,13063040302,NA,NA,NA
"34672",40306,13063040306,NA,NA,NA
"34673",31116,13067031116,24,21,24
"34674",960300,13167960300,NA,NA,NA
"34675",40414,13063040414,NA,NA,NA
"34676",40416,13063040416,NA,NA,NA
"34677",130509,13117130509,NA,NA,NA
"34678",40513,13063040513,NA,NA,NA
"34679",130608,13117130608,NA,NA,NA
"34680",200,13127000200,NA,NA,NA
"34681",20100,13195020100,NA,NA,NA
"34682",401,13127000401,NA,NA,NA
"34683",10712,13245010712,NA,NA,NA
"34684",60101,13247060101,NA,NA,NA
"34685",60201,13247060201,NA,NA,NA
"34686",303,13139000303,NA,NA,NA
"34687",20700,13153020700,NA,NA,NA
"34688",9900,13121009900,NA,NA,NA
"34689",140300,13059140300,NA,NA,NA
"34690",30101,13169030101,NA,NA,NA
"34691",11617,13121011617,NA,NA,NA
"34692",11623,13121011623,NA,NA,NA
"34693",11800,13121011800,59,9,59
"34694",12300,13121012300,NA,NA,NA
"34695",970400,13257970400,9,9,9
"34696",130610,13117130610,NA,NA,NA
"34697",602,13137000602,NA,NA,NA
"34698",500,13115000500,68,63,68
"34699",204,13139000204,NA,NA,NA
"34700",30200,13059030200,NA,NA,NA
"34701",130300,13059130300,50,41,50
"34702",130500,13059130500,NA,NA,NA
"34703",800,13115000800,NA,NA,NA
"34704",1100,13115001100,24,22,24
"34705",1701,13115001701,NA,NA,NA
"34706",1800,13115001800,NA,NA,NA
"34707",970500,13019970500,NA,NA,NA
"34708",970600,13019970600,NA,NA,NA
"34709",10200,13021010200,NA,NA,NA
"34710",960200,13165960200,NA,NA,NA
"34711",950600,13175950600,NA,NA,NA
"34712",10802,13215010802,NA,NA,NA
"34713",100800,13217100800,NA,NA,NA
"34714",200,13313000200,NA,NA,NA
"34715",302,13313000302,NA,NA,NA
"34716",502,13313000502,125,74,125
"34717",800,13313000800,NA,NA,NA
"34718",50545,13135050545,NA,NA,NA
"34719",50548,13135050548,NA,NA,NA
"34720",970100,13005970100,NA,NA,NA
"34721",12101,13021012101,NA,NA,NA
"34722",12300,13021012300,NA,NA,NA
"34723",12700,13021012700,NA,NA,NA
"34724",950400,13001950400,NA,NA,NA
"34725",120302,13223120302,NA,NA,NA
"34726",970200,13107970200,NA,NA,NA
"34727",50525,13135050525,NA,NA,NA
"34728",100,13137000100,NA,NA,NA
"34729",960400,13229960400,NA,NA,NA
"34730",960202,13187960202,12,12,12
"34731",950100,13189950100,NA,NA,NA
"34732",50528,13135050528,NA,NA,NA
"34733",50530,13135050530,NA,NA,NA
"34734",10200,13231010200,NA,NA,NA
"34735",960200,13277960200,NA,NA,NA
"34736",960500,13277960500,NA,NA,NA
"34737",50724,13135050724,NA,NA,NA
"34738",50727,13135050727,3,3,3
"34739",790200,13243790200,NA,NA,NA
"34740",10903,13245010903,NA,NA,NA
"34741",10600,13233010600,NA,NA,NA
"34742",970201,13241970201,42,40,42
"34743",10700,13213010700,NA,NA,NA
"34744",950100,13235950100,NA,NA,NA
"34745",10100,13069010100,NA,NA,NA
"34746",950300,13235950300,NA,NA,NA
"34747",960200,13003960200,NA,NA,NA
"34748",12800,13021012800,NA,NA,NA
"34749",13101,13021013101,NA,NA,NA
"34750",13202,13021013202,NA,NA,NA
"34751",13407,13021013407,NA,NA,NA
"34752",10200,13069010200,NA,NA,NA
"34753",30505,13073030505,NA,NA,NA
"34754",10100,13293010100,NA,NA,NA
"34755",10202,13293010202,NA,NA,NA
"34756",20200,13295020200,NA,NA,NA
"34757",11100,13021011100,NA,NA,NA
"34758",11701,13021011701,NA,NA,NA
"34759",11800,13021011800,NA,NA,NA
"34760",30337,13067030337,NA,NA,NA
"34761",30340,13067030340,NA,NA,NA
"34762",30343,13067030343,NA,NA,NA
"34763",30345,13067030345,NA,NA,NA
"34764",30405,13067030405,NA,NA,NA
"34765",50605,13135050605,NA,NA,NA
"34766",10500,13157010500,NA,NA,NA
"34767",10100,13159010100,NA,NA,NA
"34768",950300,13261950300,NA,NA,NA
"34769",50722,13135050722,19,19,19
"34770",950500,13261950500,NA,NA,NA
"34771",950800,13261950800,1,1,1
"34772",960300,13275960300,NA,NA,NA
"34773",950100,13269950100,NA,NA,NA
"34774",950300,13269950300,NA,NA,NA
"34775",960300,13281960300,NA,NA,NA
"34776",1000,13313001000,15,15,15
"34777",1300,13313001300,20,13,20
"34778",10500,13159010500,NA,NA,NA
"34779",960200,13161960200,1,1,1
"34780",10905,13245010905,NA,NA,NA
"34781",970500,13251970500,NA,NA,NA
"34782",970200,13183970200,1,1,1
"34783",970500,13107970500,NA,NA,NA
"34784",31313,13067031313,NA,NA,NA
"34785",31405,13067031405,NA,NA,NA
"34786",31406,13067031406,NA,NA,NA
"34787",31409,13067031409,NA,NA,NA
"34788",31506,13067031506,NA,NA,NA
"34789",100,13193000100,NA,NA,NA
"34790",960300,13237960300,NA,NA,NA
"34791",960300,13221960300,NA,NA,NA
"34792",200,13105000200,NA,NA,NA
"34793",50102,13207050102,NA,NA,NA
"34794",10201,13185010201,NA,NA,NA
"34795",950500,13189950500,NA,NA,NA
"34796",950200,13209950200,NA,NA,NA
"34797",970300,13305970300,25,18,25
"34798",50532,13135050532,NA,NA,NA
"34799",50537,13135050537,NA,NA,NA
"34800",50538,13135050538,310,305,310
"34801",50540,13135050540,58,65,58
"34802",50608,13135050608,NA,NA,NA
"34803",50610,13135050610,NA,NA,NA
"34804",50712,13135050712,NA,NA,NA
"34805",50720,13135050720,NA,NA,NA
"34806",970900,13071970900,NA,NA,NA
"34807",30201,13073030201,NA,NA,NA
"34808",30302,13073030302,NA,NA,NA
"34809",950100,13321950100,NA,NA,NA
"34810",950500,13321950500,NA,NA,NA
"34811",960300,13319960300,NA,NA,NA
"34812",20501,13295020501,NA,NA,NA
"34813",950300,13303950300,1,1,1
"34814",950400,13303950400,NA,NA,NA
"34815",10101,13317010101,NA,NA,NA
"34816",10301,13317010301,NA,NA,NA
"34817",960502,13285960502,NA,NA,NA
"34818",960600,13285960600,79,72,79
"34819",20901,13295020901,NA,NA,NA
"34820",10602,13039010602,NA,NA,NA
"34821",961000,13285961000,NA,NA,NA
"34822",970200,13287970200,NA,NA,NA
"34823",950300,13043950300,NA,NA,NA
"34824",910103,13045910103,NA,NA,NA
"34825",60100,13289060100,NA,NA,NA
"34826",102,13291000102,NA,NA,NA
"34827",960400,13285960400,NA,NA,NA
"34828",110100,13031110100,NA,NA,NA
"34829",110300,13031110300,NA,NA,NA
"34830",960200,13283960200,NA,NA,NA
"34831",960202,13285960202,NA,NA,NA
"34832",110100,13297110100,NA,NA,NA
"34833",920301,13029920301,NA,NA,NA
"34834",10403,13039010403,NA,NA,NA
"34835",180401,13013180401,NA,NA,NA
"34836",180503,13013180503,NA,NA,NA
"34837",960101,13015960101,NA,NA,NA
"34838",970100,13019970100,NA,NA,NA
"34839",960300,13017960300,NA,NA,NA
"34840",960901,13015960901,NA,NA,NA
"34841",960100,13017960100,NA,NA,NA
"34842",950200,13001950200,NA,NA,NA
"34843",960600,13027960600,NA,NA,NA
"34844",960200,13015960200,NA,NA,NA
"34845",110700,13031110700,NA,NA,NA
"34846",790300,13023790300,NA,NA,NA
"34847",110800,13031110800,NA,NA,NA
"34848",950900,13033950900,NA,NA,NA
"34849",950500,13033950500,NA,NA,NA
"34850",150300,13035150300,NA,NA,NA
"34851",950200,13037950200,NA,NA,NA
"34852",10301,13039010301,NA,NA,NA
"34853",13410,13021013410,NA,NA,NA
"34854",13502,13021013502,NA,NA,NA
"34855",13504,13021013504,NA,NA,NA
"34856",920102,13029920102,NA,NA,NA
"34857",790100,13023790100,NA,NA,NA
"34858",13605,13021013605,NA,NA,NA
"34859",13800,13021013800,NA,NA,NA
"34860",100901,13217100901,NA,NA,NA
"34861",120101,13223120101,NA,NA,NA
"34862",110508,13297110508,NA,NA,NA
"34863",10200,13143010200,NA,NA,NA
"34864",950900,13299950900,78,76,78
"34865",970200,13305970200,NA,NA,NA
"34866",60309,13247060309,50,50,50
"34867",10103,13157010103,NA,NA,NA
"34868",10602,13215010602,NA,NA,NA
"34869",970800,13129970800,NA,NA,NA
"34870",10100,13231010100,NA,NA,NA
"34871",970300,13129970300,NA,NA,NA
"34872",3601,13051003601,NA,NA,NA
"34873",4002,13051004002,NA,NA,NA
"34874",201,13137000201,NA,NA,NA
"34875",110700,13297110700,NA,NA,NA
"34876",170601,13077170601,NA,NA,NA
"34877",10300,13081010300,NA,NA,NA
"34878",40300,13083040300,NA,NA,NA
"34879",40102,13225040102,NA,NA,NA
"34880",10300,13245010300,NA,NA,NA
"34881",10508,13245010508,NA,NA,NA
"34882",20203,13053020203,NA,NA,NA
"34883",10103,13185010103,NA,NA,NA
"34884",20500,13195020500,120,120,120
"34885",10100,13233010100,NA,NA,NA
"34886",960101,13237960101,NA,NA,NA
"34887",80602,13097080602,12,10,12
"34888",302,13139000302,55,55,55
"34889",1603,13139001603,NA,NA,NA
"34890",950303,13133950303,NA,NA,NA
"34891",50308,13135050308,NA,NA,NA
"34892",50320,13135050320,17,17,17
"34893",50425,13135050425,NA,NA,NA
"34894",950300,13267950300,NA,NA,NA
"34895",950400,13131950400,NA,NA,NA
"34896",50529,13135050529,NA,NA,NA
"34897",50541,13135050541,NA,NA,NA
"34898",50606,13135050606,NA,NA,NA
"34899",50721,13135050721,30,30,30
"34900",161000,13255161000,NA,NA,NA
"34901",21105,13153021105,NA,NA,NA
"34902",960100,13281960100,NA,NA,NA
"34903",960700,13285960700,NA,NA,NA
"34904",20301,13295020301,NA,NA,NA
"34905",950400,13261950400,NA,NA,NA
"34906",10200,13211010200,NA,NA,NA
"34907",2200,13215002200,NA,NA,NA
"34908",10104,13215010104,NA,NA,NA
"34909",201,13291000201,NA,NA,NA
"34910",30203,13103030203,NA,NA,NA
"34911",970100,13107970100,NA,NA,NA
"34912",970100,13149970100,NA,NA,NA
"34913",70309,13151070309,NA,NA,NA
"34914",20108,13153020108,NA,NA,NA
"34915",11000,13245011000,290,277,280
"34916",50400,13227050400,NA,NA,NA
"34917",120400,13223120400,NA,NA,NA
"34918",30103,13169030103,NA,NA,NA
"34919",10300,13179010300,175,167,175
"34920",120503,13223120503,NA,NA,NA
"34921",970300,13019970300,NA,NA,NA
"34922",11000,13021011000,360,357,360
"34923",12200,13021012200,NA,NA,NA
"34924",13201,13021013201,NA,NA,NA
"34925",960202,13221960202,NA,NA,NA
"34926",20502,13295020502,NA,NA,NA
"34927",13603,13021013603,NA,NA,NA
"34928",950400,13033950400,NA,NA,NA
"34929",970500,13279970500,NA,NA,NA
"34930",950201,13311950201,NA,NA,NA
"34931",110300,13191110300,NA,NA,NA
"34932",50301,13207050301,NA,NA,NA
"34933",970500,13071970500,NA,NA,NA
"34934",910600,13045910600,NA,NA,NA
"34935",30201,13047030201,3,3,3
"34936",21400,13153021400,NA,NA,NA
"34937",10100,13213010100,NA,NA,NA
"34938",3200,13215003200,NA,NA,NA
"34939",10205,13215010205,NA,NA,NA
"34940",10701,13157010701,NA,NA,NA
"34941",960100,13025960100,NA,NA,NA
"34942",10400,13293010400,NA,NA,NA
"34943",30202,13103030202,NA,NA,NA
"34944",960200,13163960200,NA,NA,NA
"34945",50729,13135050729,NA,NA,NA
"34946",110503,13297110503,NA,NA,NA
"34947",110601,13297110601,NA,NA,NA
"34948",950500,13299950500,NA,NA,NA
"34949",960700,13275960700,23,5,23
"34950",1003,13139001003,NA,NA,NA
"34951",1404,13139001404,NA,NA,NA
"34952",50108,13135050108,NA,NA,NA
"34953",70106,13151070106,NA,NA,NA
"34954",970200,13009970200,NA,NA,NA
"34955",960402,13015960402,NA,NA,NA
"34956",100201,13217100201,NA,NA,NA
"34957",100903,13217100903,NA,NA,NA
"34958",120102,13223120102,NA,NA,NA
"34959",1900,13059001900,49,49,49
"34960",130700,13059130700,NA,NA,NA
"34961",150800,13059150800,NA,NA,NA
"34962",961000,13015961000,NA,NA,NA
"34963",40407,13063040407,NA,NA,NA
"34964",40522,13063040522,NA,NA,NA
"34965",11610,13121011610,NA,NA,NA
"34966",11622,13121011622,NA,NA,NA
"34967",10204,13121010204,NA,NA,NA
"34968",110601,13031110601,NA,NA,NA
"34969",150200,13035150200,NA,NA,NA
"34970",970200,13257970200,NA,NA,NA
"34971",20300,13177020300,NA,NA,NA
"34972",10102,13179010102,NA,NA,NA
"34973",10507,13121010507,8,8,8
"34974",10603,13121010603,33,20,33
"34975",11306,13121011306,NA,NA,NA
"34976",70304,13151070304,92,97,92
"34977",20900,13153020900,NA,NA,NA
"34978",9501,13121009501,NA,NA,NA
"34979",10108,13121010108,NA,NA,NA
"34980",10102,13185010102,NA,NA,NA
"34981",10604,13185010604,NA,NA,NA
"34982",11500,13185011500,NA,NA,NA
"34983",950100,13133950100,NA,NA,NA
"34984",31508,13067031508,NA,NA,NA
"34985",920100,13197920100,NA,NA,NA
"34986",80200,13123080200,NA,NA,NA
"34987",10302,13215010302,NA,NA,NA
"34988",500,13137000500,63,67,63
"34989",304,13139000304,NA,NA,NA
"34990",970100,13279970100,NA,NA,NA
"34991",960201,13285960201,NA,NA,NA
"34992",960400,13027960400,NA,NA,NA
"34993",70202,13151070202,NA,NA,NA
"34994",50547,13135050547,NA,NA,NA
"34995",960500,13017960500,NA,NA,NA
"34996",203,13291000203,NA,NA,NA
"34997",960900,13275960900,NA,NA,NA
"34998",110603,13297110603,NA,NA,NA
"34999",40613,13063040613,56,45,56
"35000",10210,13121010210,NA,NA,NA
"35001",11620,13121011620,NA,NA,NA
"35002",40308,13063040308,50,44,50
"35003",30327,13067030327,NA,NA,NA
"35004",30101,13067030101,NA,NA,NA
"35005",960300,13229960300,NA,NA,NA
"35006",10906,13245010906,NA,NA,NA
"35007",890200,13119890200,NA,NA,NA
"35008",1002,13121001002,NA,NA,NA
"35009",3200,13121003200,NA,NA,NA
"35010",6802,13121006802,NA,NA,NA
"35011",7603,13121007603,10,10,10
"35012",8102,13121008102,157,110,157
"35013",130613,13117130613,NA,NA,NA
"35014",30302,13169030302,NA,NA,NA
"35015",11000,13185011000,223,202,223
"35016",1200,13313001200,NA,NA,NA
"35017",960100,13167960100,NA,NA,NA
"35018",950200,13173950200,NA,NA,NA
"35019",10100,13049010100,NA,NA,NA
"35020",920305,13029920305,NA,NA,NA
"35021",140102,13113140102,NA,NA,NA
"35022",140501,13113140501,NA,NA,NA
"35023",130602,13117130602,NA,NA,NA
"35024",500,13121000500,40,33,NA
