Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,ID,Longitude,Latitude,Match Score
Valle Del Sol Inc,East Clinic,,509 South Rockford Drive,,,Tempe,AZ,85281,(602)258-6797x100 Intake: (602)523-9312,Methadone and Buprenorphine Clients Only,MH-SA/TX/MM/BU/OP/PW/WN/MN/SF/MD/MC/SI/AH/SP/,8333AZ85281,-111.896965025709,33.42555782782975,100.0
Behavioral Awareness Center Inc,,,1475 West Saint Marys Road,,,Tucson,AZ,85745,(520)629-9126,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/SF/,7159AZ85745,-110.99632073705843,32.228985164421054,100.0
COPE Community Services Inc,Substance Abuse Services,,101 South Stone Avenue,,,Tucson,AZ,85701,(520)884-0707 Intake: (920)205-4732,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/WN/DU/SF/MD/MC/PI/MI/AR/SP/,1511AZ85701,-110.97099800173694,32.22039455185662,100.0
Center for Behavioral Health,Tucson Inc,,368 East Grant Road,Suite C,,Tucson,AZ,85705,(520)624-0250,Methadone and Buprenorphine Clients Only,MH-SA/TX/DT/MM/DM/BU/OP/PW/SF/AH/,1160AZ85705,-110.96583600666645,32.25017247826332,100.0
Community Medical Services-Tucson,,,6626 East Carondelet Drive,,,Tucson,AZ,85710,(520)298-1650,Methadone Clients Only,SA/TX/MM/DM/OP/SF/,2921AZ85710,-110.85106595924641,32.2255925052917,100.0
ETANO Center,,,2340 North Tucson Boulevard,Suites 120-130,,Tucson,AZ,85716,(520)325-3323,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/,4049AZ85716,-110.9353409202146,32.24930958104175,100.0
La Frontera Center,Hope Center,,260 South Scott Avenue,,,Tucson,AZ,85701,(520)884-8470,Methadone and Buprenorphine Clients Only,MH-SA/TX/DT/MM/DM/BU/OP/CO/PW/SF/MD/MC/SI/PA/AH/SP/,0739AZ85701,-110.96962797966307,32.21828851486476,100.0
New Hope Behavioral Health Center Inc,,,2001 West Orange Grove,Suite 204,,Tucson,AZ,85704,(520)297-3329 Intake: (480)981-1022,Methadone Clients Only,MH-SA/TX/DT/MM/DM/OP/PW/CJ/SF/PI/MI/SP/,2603AZ85704,-111.0088780014817,32.32308250494411,98.84
Pascua Yaqui Tribe of Arizona,Adult Behavioral Health Program,,7490 South Camino de Oeste,,,Tucson,AZ,85757,(520)879-6060 Hotline: (520)591-7206,Methadone Clients Only,MH-SA/TX/MM/DM/OP/AD/CO/HV/GL/SE/PW/WN/MN/CJ/AR/AH/SP/,3688AZ85757,-111.06321435936893,32.11502250382445,99.52
Yuma Treatment Center,,,1290 West 8th Place,Suite A,,Yuma,AZ,85364,(928)344-4310 Hotline: (866)495-6735,Methadone Clients Only,MH-SA/TX/DT/MM/DM/OP/CO/HV/PW/WN/DU/SF/MD/AH/SP/,5466AZ85364,-114.63488403457909,32.71305763289,100.0
Catar Clinic,,,1401 South University Avenue,,,Little Rock,AR,72204,(501)664-7833,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/SF/SP/,2898AR72204,-92.34153004006546,34.739470861265175,100.0
University of Arkansas for,Medical Sciences/ SAT Clinic,,4224 Sheffi eld Drive,4th Floor Suite 453,,Little Rock,AR,72205,(501)526-8400,Methadone and Buprenorphine Clients Only,SA/TX/MM/BU/OP/CO/SF/SS/AH/,6100AR72205,-92.32037795942115,34.74724172577668,96.88
Springdale Treatment Center,,,1353 E Henri de Tonti Boulevard,Suite A,,Springdale,AR,72762,(479)306-4480,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/WN/MN/SF/AH/,8575AR72762,-94.21553974703212,36.175846596311814,100.0
Addiction Research and Treatment Inc,,,3707 Sunset Lane,,,Antioch,CA,94509,(925)522-0124,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/SF/MD/PI/SS/SP/F4/F28/F81/,6895CA94509,-121.80420938031936,37.984503888517864,100.0
BAART Behavioral Health Services Inc,,,3707 Sunset Lane,,,Antioch,CA,94509,(925)522-0124,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CJ/SF/MD/SP/F4/F28/F81/,6895CA94509,-121.80420938031936,37.984503888517864,100.0
Aegis Medical Systems Inc,,,6500 Morro Road,Suite D,,Atascadero,CA,93422,(805)461-5212,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MC/SI/PI/SS/,2192CA93422,-120.66561182060549,35.483589235452754,100.0
Aegis Medical Systems Inc,,,1018 21st Street,,,Bakersfi eld,CA,93301,(661)861-9967 Intake: (800)821-0775,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/SF/MD/SI/PI/SP/,9712CA93301,-119.01324743359035,35.3781303509037,100.0
American Health Services at,Bakersfi eld Health Services,,1010 1/2 South Union Avenue,,,Bakersfi eld,CA,93307,(661)321-0234,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/PW/SF/MD/SP/,2855CA93307,-119.00288925970858,35.34384972910927,100.0
Berkeley Addiction Treatment Services,,,2975 Sacramento Street,,,Berkeley,CA,94702,(510)644-0200,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/SF/MD/PI/SP/,7277CA94702,-122.27903371782922,37.853748084909185,100.0
Imperial Valley Methadone Clinic,,,535 Cesar Chavez Boulevard,,,Calexico,CA,92231,(760)357-6566,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/MC/SI/PI/MI/SP/,7481CA92231,-115.50220885858333,32.670215432665856,100.0
Bi Valley Medical Clinic,Carmichael,,6127 Fair Oaks Boulevard,,,Carmichael,CA,95608,(916)974-8090 Intake: (916)974-8090x3023 Hotline: (916)974-8090,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/CO/PW/CJ/SF/MD/SS/,4986CA95608,-121.32938814411379,38.61252368363205,100.0
Hayward,,,20094 Mission Boulevard,,,Castro Valley,CA,94546,(510)727-9755x22 Intakes: (510)727-9755x46 (510)727- 9755x23,Methadone Clients Only,SA/TX/MM/OP/SF/MD/PI/,1106CA94546,-122.10248049446491,37.68700193971726,97.13
Aegis Medical Systems Inc,,,584 588 and 590 Rio Lindo Avenue,,,Chico,CA,95926,(530)345-3491,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SS/SP/F37/,4466CA95926,-121.84816751715158,39.75413566909468,97.63
Th ird Avenue Clinic Member of CRC,Health Group,,1161 3rd Avenue,,,Chula Vista,CA,91911,(619)498-8260,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SE/PW/WN/SF/MD/MC/SI/PI/MI/AR/SS/AH/SP/F81/,1945CA91911,-117.06822378424371,32.6115680824088,100.0
Colton Clinical Services,,,2275 East Cooley Drive,,,Colton,CA,92324,(909)370-1777 Hotline: (877)637-6237,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/CJ/SF/MD/PI/MI/AH/SP/,2924CA92324,-117.28870103009451,34.05940598531599,100.0
Aegis Medical Systems Inc,,,1019 Jeff erson Street,,,Delano,CA,93215,(661)721-0463 Intake: (661)721-0563,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/MC/PI/SS/SP/F81/,2761CA93215,-119.2444395467798,35.769531467721144,100.0
El Cajon Treatment Center,East Offi ce,,234 North Magnolia Avenue,,,El Cajon,CA,92020,(619)579-8373 Intake: (619)579-8373x101 Hotline: (866)575-8182,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/WN/MN/SF/MD/MC/PI/SP/F81/,4593CA92020,-116.96237157888831,32.797095935231575,100.0
Imperial Valley Drug and Rehab Clinic,,,1745 South Imperial Avenue,Suite 112,,El Centro,CA,92243,(760)312-9817,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/MC/SI/PI/SP/,2450CA92243,-115.56948736103678,32.777751843807174,100.0
Imperial Valley Methadone Clinic Inc,Medical Treatment Center,,680 West Main Street,,,El Centro,CA,92243,(760)482-0864 Intake: (760)482-5803,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/MC/SI/PI/MI/SP/,2776CA92243,-115.59300991501335,32.79285745825294,100.0
Aegis Medical Systems Inc,,,11041 Valley Boulevard,,,El Monte,CA,91731,(626)442-4177 Hotline: (877)722-4468,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/SF/SI/SS/,3928CA91731,-118.03385574279064,34.074309176800014,100.0
Mission Treatment Services,Escondido,,910 East Ohio Avenue,Suite 104,,Escondido,CA,92025,(760)745-7786,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/SS/SP/,5062CA92025,-117.07010847857288,33.12701596503169,100.0
MedMark Treatment Centers Inc,Medmark Treatment Centers Fairfi eld,,1143 Missouri Street,,,Fairfi eld,CA,94533,(707)435-9911 Hotline: (877)331-3630,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/SF/MD/PI/SP/F37/,5517CA94533,-122.04829098752155,38.248112480271615,100.0
Addiction Research and Treatment Inc,,,3103 East Cartwright Avenue,,,Fresno,CA,93725,(559)498-7100,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/SS/SP/,5945CA93725,-119.73448011080477,36.676163485588546,100.0
Addiction Research and Treatment Inc,,,1235 E Street,,,Fresno,CA,93706,(559)268-6261,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/DU/SF/MD/SI/SS/SP/F37/,9892CA93706,-119.79918940914763,36.73262046497898,100.0
Addiction Research and Treatment Inc,Bay Area Addiction Research and Trt,,539 North Van Ness Avenue,,,Fresno,CA,93728,(559)266-9581,Methadone Clients Only,GH/TX/MM/OP/PW/SF/MD/MC/SS/SP/F4/F37/,2650CA93728,-119.79892747467345,36.751197989448535,100.0
Aegis Medical Systems Inc,,,3707 East Shields Avenue,,,Fresno,CA,93726,(559)229-9040,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/GL/SE/PW/WN/MN/SF/MC/SI/SS/SP/F37/,7237CA93726,-119.76318796154258,36.779687491608684,100.0
BAART Behavioral Health Services Inc,,,3103 East Cartwright Avenue,,,Fresno,CA,93725,(559)498-7100,Methadone Clients Only,SA/DT/MM/DM/OP/SF/MD/SP/,5945CA93725,-119.73448011080477,36.676163485588546,100.0
BAART Behavioral Health Services Inc,Detox Program,,539 North Van Ness Avenue,,,Fresno,CA,93728,(559)266-9581,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/SF/MD/MC/SS/SP/F37/,2650CA93728,-119.79892747467345,36.751197989448535,100.0
MedMark Treatment Centers Inc,,,1310 M Street,,,Fresno,CA,93721,(559)264-2700,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/SF/MD/SI/SS/SP/F37/,2001CA93721,-119.79054138054623,36.739280264237635,100.0
Western Pacifi c Med Corp,Western Pacifi c Fullerton Medical,,218 East Commonwealth Avenue,,,Fullerton,CA,92832,(714)992-4770 Hotline: (714)992-4770,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/PW/SF/MD/PI/SS/PA/SP/F4/,8233CA92832,-117.92112601824158,33.870352536379464,100.0
Western Pacifi c Med Corp,Western Pacifi c Glendale Medical,,4628 San Fernando Road,,,Glendale,CA,91204,(818)240-8843 Hotline: (818)240-8843,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/PW/SF/MD/PI/SS/PA/SP/F4/,7209CA91204,-118.26391006739055,34.136266277235144,100.0
Western Health Harbor City Clinic,,,1647 West Anaheim Street,,,Harbor City,CA,90710,(310)534-5590,Methadone and Buprenorphine Clients Only,MH-SA/TX/DT/MM/DM/BU/OP/CO/HV/GL/SE/PW/WN/MN/CJ/SF/MD/MC/SI/PI/MI/AR/SS/SP/F81/,9765CA90710,-118.28720845199085,33.778691964537714,99.03
Hawaiian Gardens Medical and Mental Health Services,,,21505 Norwalk Boulevard,,,Hawaiian Gardens,CA,90716,(562)916-7581,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SP/,3992CA90716,-118.07206749826307,33.834009987224825,100.0
Successful Alternatives for,Addiction Counseling Servs Inc (SAACS),,795 Fletcher Lane,,,Hayward,CA,94544,(510)247-8300,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/CJ/SF/MD/SS/AH/,6199CA94544,-122.08051940523107,37.66548085849054,100.0
Aegis Medical Systems Inc,,,11959 Mariposa Road,Suite 2,,Hesperia,CA,92345,(760)956-2462,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/SI/PI/MI/SP/,9977CA92345,-117.3462307254533,34.46803386531209,100.0
Aegis Medical Systems Inc,,,614 West Manchester Boulevard,Suite 104,,Inglewood,CA,90301,(310)412-0879,Methadone Clients Only,MH-SA/TX/MM/DM/OP/AD/HV/PW/SF/MD/MC/SS/SP/,4931CA90301,-118.36726698017084,33.96153247168356,100.0
Aegis Medical Systems Inc,La Mirada Methadone Treatment Program,,14240 East Imperial Highway,,,La Mirada,CA,90638,(562)946-1587 Intake: (800)821-0775,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/PW/WN/SF/MD/MC/SI/SS/AH/,3070CA90638,-118.02825491317932,33.91703100106978,98.87
Addiction Research and Treatment Inc,Bay Area Addiction Research and Trt,,15229 East Amar Road,,,La Puente,CA,91744,(626)855-5090,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/MD/SP/F17/F81/,1948CA91744,-117.95262155858437,34.03786678261465,100.0
BAART Behavioral Health Services Inc,,,15229 East Amar Road,,,La Puente,CA,91744,(626)855-5090,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/SF/MD/SP/F17/,1948CA91744,-117.95262155858437,34.03786678261465,100.0
Western Pacifi c Med Corp,Western Pacifi c Antelope Valley Med,,45335 North Sierra Highway,,,Lancaster,CA,93534,(661)949-8599,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/PW/SF/MD/PI/SS/PA/SP/F4/,0572CA93534,-118.13837039270544,34.70685265243158,98.87
Lawndale Medical and Mental Health Services,,,4023 Marine Avenue,,,Lawndale,CA,90260,(310)675-9555,Methadone Clients Only,MH-SA/TX/DT/MM/DM/OP/SF/MC/PI/SP/,5646CA90260,-118.34461999980014,33.89467744803744,100.0
Addiction Research and Treatment Inc,,,1926 West Beverly Boulevard,,,Los Angeles,CA,90057,(213)607-2010,Methadone Clients Only,SA/TX/MM/OP/PW/SF/SI/PI/SP/,3964CA90057,-118.26849915937919,34.065823966667864,98.87
Addiction Research and Treatment Inc,,,4920 South Avalon Boulevard,,,Los Angeles,CA,90011,(323)235-5035 Intake: (310)235-5035,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/PW/SF/MD/SS/SP/,0470CA90011,-118.26521253132496,33.998127986676124,98.87
American Health Services,Hollywood Medical Mental Health Svs,,5015 West Pico Boulevard,,,Los Angeles,CA,90019,(323)653-1677,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/SI/AH/SP/,7671CA90019,-118.34638397132343,34.047807484887485,100.0
BuenaCare,AltaMed Health Services,,1701 Zonal Avenue,,,Los Angeles,CA,90033,(323)223-6146,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/CJ/SF/MD/MC/SS/SP/,4574CA90033,-118.21031257426844,34.06188539418482,100.0
Matrix Institute,,,5220 West Washington Boulevard,Suite 101,,Los Angeles,CA,90016,(323)933-9186 Hotlines: (800)310-7700 (310)207-4322,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/CO/PW/WN/MN/SF/MD/MC/SS/PA/SP/,5328CA90016,-118.35469948982576,34.0414235340624,100.0
Narcotics Prevention Project/Methadone,Maintenance Treatment Program,,942 South Atlantic Boulevard,,,Los Angeles,CA,90022,(323)263-9700 Intake: (866)677-6190,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/GL/SE/PW/WN/MN/CJ/SF/MD/MC/SS/SP/,1178CA90022,-118.15762066196535,34.01924967021644,100.0
Tri City Institute,Pajo Corporation,,2080 Century Park East,Suite 1802,,Los Angeles,CA,90067,(310)553-9500,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/DU/SF/MD/SP/,5332CA90067,-118.41206691153894,34.0586280608824,100.0
VA Greater LA Healthcare System,,,11301 Wilshire Boulevard,,,Los Angeles,CA,90073,(310)478-3711 Intakes: (310)478-3711x83904 (310)478- 3711x83173,Methadone and Buprenorphine Clients Only,GH/TX/DT/MM/DM/HH/BU/HI/RS/RL/OP/PH/CO/SE/SF/MD/MC/SI/PI/MI/SS/PA/,2494CA90073,-118.45846195691887,34.052430748721186,99.51
Veterans Aff airs Outpatient Clinic,Drug Dependence Treatment Program,,351 East Temple Street,Unit 11-C,,Los Angeles,CA,90012,(213)253-2677x4274,Methadone and Buprenorphine Clients Only,GH/TX/MM/BU/OP/CO/CJ/SF/MC/PI/MI/PA/SP/,6088CA90012,-118.23847778059469,34.05149229525194,100.0
Wilshire Treatment Center Inc,,,11901 Santa Monica Boulevard,Suite 204,,Los Angeles,CA,90025,(310)268-2446x268 Intakes: (310)268-2446 (310)268-2456,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/MD/SP/F4/,9099CA90025,-118.46079728494438,34.04205322453848,100.0
