"","NAME","FIPS","year","totUnits","occP","vacantP"
"44","Macon County, Alabama","01087",2000,10627,84.22,15.78
"45","Madison County, Alabama","01089",2000,120288,91.41,8.59
"46","Marengo County, Alabama","01091",2000,10127,86.57,13.43
"47","Marion County, Alabama","01093",2000,14416,88.08,11.92
"48","Marshall County, Alabama","01095",2000,36331,89.58,10.42
"49","Mobile County, Alabama","01097",2000,165101,90.96,9.04
"50","Monroe County, Alabama","01099",2000,11343,82.72,17.28
"51","Montgomery County, Alabama","01101",2000,95437,90.18,9.82
"52","Morgan County, Alabama","01103",2000,47388,92.01,7.99
"53","Perry County, Alabama","01105",2000,5406,80.15,19.85
"54","Pickens County, Alabama","01107",2000,9520,84.94,15.06
"55","Pike County, Alabama","01109",2000,13981,85.35,14.65
"56","Randolph County, Alabama","01111",2000,10285,84.03,15.97
"57","Russell County, Alabama","01113",2000,22831,86.47,13.53
"58","St. Clair County, Alabama","01115",2000,27303,88.43,11.57
"59","Shelby County, Alabama","01117",2000,59302,92.12,7.88
"60","Sumter County, Alabama","01119",2000,6953,82.09,17.91
"61","Talladega County, Alabama","01121",2000,34469,88.99,11.01
"62","Tallapoosa County, Alabama","01123",2000,20510,81.21,18.79
"63","Tuscaloosa County, Alabama","01125",2000,71429,90.32,9.68
"64","Walker County, Alabama","01127",2000,32417,87.5,12.5
"65","Washington County, Alabama","01129",2000,8123,82.54,17.46
"66","Wilcox County, Alabama","01131",2000,6183,77.24,22.76
"67","Winston County, Alabama","01133",2000,12502,80.84,19.16
"68","Aleutians East Borough, Alaska","02013",2000,724,72.65,27.35
"69","Aleutians West Census Area, Alaska","02016",2000,2234,56.85,43.15
"70","Anchorage Municipality, Alaska","02020",2000,100368,94.47,5.53
"71","Bethel Census Area, Alaska","02050",2000,5188,81.46,18.54
"72","Bristol Bay Borough, Alaska","02060",2000,979,50.05,49.95
"73","Denali Borough, Alaska","02068",2000,1351,58.11,41.89
"74","Dillingham Census Area, Alaska","02070",2000,2332,65.57,34.43
"75","Fairbanks North Star Borough, Alaska","02090",2000,33291,89.44,10.56
"76","Haines Borough, Alaska","02100",2000,1419,69.84,30.16
"77","Hoonah-Angoon Census Area, Alaska","02105",2000,1579.1595052,64.94,35.06
"78","Juneau City and Borough, Alaska","02110",2000,12282,93.98,6.02
"79","Kenai Peninsula Borough, Alaska","02122",2000,24871,74.13,25.87
"80","Ketchikan Gateway Borough, Alaska","02130",2000,6221.47949836,86.82,13.18
"81","Kodiak Island Borough, Alaska","02150",2000,5159,85.75,14.25
"82","Lake and Peninsula Borough, Alaska","02164",2000,1557,37.76,62.24
"83","Matanuska-Susitna Borough, Alaska","02170",2000,27329,75.22,24.78
"84","Nome Census Area, Alaska","02180",2000,3649,73.8,26.2
"85","North Slope Borough, Alaska","02185",2000,2538,83.1,16.9
"86","Northwest Arctic Borough, Alaska","02188",2000,2540,70.08,29.92
"87","Petersburg Census Area, Alaska","02195",2000,2085.5455784,78.78,21.22
"88","Prince of Wales-Hyder Census Area, Alaska","02198",2000,3036.111292435,74.04,25.96
"89","Sitka City and Borough, Alaska","02220",2000,3650,89.81,10.19
"90","Skagway Municipality, Alaska","02230",2000,528.8404948,64.94,35.06
"91","Southeast Fairbanks Census Area, Alaska","02240",2000,3225,65.05,34.95
"92","Valdez-Cordova Census Area, Alaska","02261",2000,5148,75.45,24.55
"93","Wade Hampton Census Area, Alaska","02270",2000,2063,77.65,22.35
"94","Wrangell City and Borough, Alaska","02275",2000,1213.863630805,78.72,21.28
"95","Yakutat City and Borough, Alaska","02282",2000,499,53.11,46.89
"96","Yukon-Koyukuk Census Area, Alaska","02290",2000,3917,58.95,41.05
"97","Apache County, Arizona","04001",2000,31621,63.16,36.84
"98","Cochise County, Arizona","04003",2000,51126,85.85,14.15
"99","Coconino County, Arizona","04005",2000,53443,75.68,24.32
"100","Gila County, Arizona","04007",2000,28189,71.45,28.55
"101","Graham County, Arizona","04009",2000,11430,88.5,11.5
"102","Greenlee County, Arizona","04011",2000,3744,83.25,16.75
"103","La Paz County, Arizona","04012",2000,15133,55.26,44.74
"104","Maricopa County, Arizona","04013",2000,1250231,90.61,9.39
"105","Mohave County, Arizona","04015",2000,80062,78.45,21.55
"106","Navajo County, Arizona","04017",2000,47413,63.36,36.64
"107","Pima County, Arizona","04019",2000,366737,90.62,9.38
"108","Pinal County, Arizona","04021",2000,81154,75.61,24.39
"109","Santa Cruz County, Arizona","04023",2000,13036,90.59,9.41
"110","Yavapai County, Arizona","04025",2000,81730,85.86,14.14
"111","Yuma County, Arizona","04027",2000,74140,72.63,27.37
"112","Arkansas County, Arkansas","05001",2000,9672,87.44,12.56
"113","Ashley County, Arkansas","05003",2000,10615,88.4,11.6
"114","Baxter County, Arkansas","05005",2000,19891,85.73,14.27
"115","Benton County, Arkansas","05007",2000,64281,90.56,9.44
"116","Boone County, Arkansas","05009",2000,15426,89.79,10.21
"117","Bradley County, Arkansas","05011",2000,5930,81.52,18.48
"118","Calhoun County, Arkansas","05013",2000,3012,76.93,23.07
"119","Carroll County, Arkansas","05015",2000,11828,86.14,13.86
"120","Chicot County, Arkansas","05017",2000,5974,87.13,12.87
"121","Clark County, Arkansas","05019",2000,10166,87.66,12.34
"122","Clay County, Arkansas","05021",2000,8498,87.28,12.72
"123","Cleburne County, Arkansas","05023",2000,13732,74.21,25.79
"124","Cleveland County, Arkansas","05025",2000,3834,85.37,14.63
"125","Columbia County, Arkansas","05027",2000,11566,86.3,13.7
"126","Conway County, Arkansas","05029",2000,9028,88.25,11.75
"127","Craighead County, Arkansas","05031",2000,35133,91.94,8.06
"128","Crawford County, Arkansas","05033",2000,21315,92.43,7.57
"129","Crittenden County, Arkansas","05035",2000,20507,90.07,9.93
"130","Cross County, Arkansas","05037",2000,8030,92.04,7.96
"131","Dallas County, Arkansas","05039",2000,4401,79.96,20.04
"132","Desha County, Arkansas","05041",2000,6663,88.88,11.12
"133","Drew County, Arkansas","05043",2000,8287,88.54,11.46
"134","Faulkner County, Arkansas","05045",2000,34546,92.29,7.71
"135","Franklin County, Arkansas","05047",2000,7673,89.69,10.31
"136","Fulton County, Arkansas","05049",2000,5973,80.53,19.47
"137","Garland County, Arkansas","05051",2000,44953,84.12,15.88
"138","Grant County, Arkansas","05053",2000,6960,89.67,10.33
"139","Greene County, Arkansas","05055",2000,16161,91.27,8.73
"140","Hempstead County, Arkansas","05057",2000,10166,88.13,11.87
"141","Hot Spring County, Arkansas","05059",2000,13384,89.69,10.31
"142","Howard County, Arkansas","05061",2000,6297,86.88,13.12
"143","Independence County, Arkansas","05063",2000,14841,90.74,9.26
"144","Izard County, Arkansas","05065",2000,6591,82.54,17.46
"145","Jackson County, Arkansas","05067",2000,7956,87.62,12.38
"146","Jefferson County, Arkansas","05069",2000,34350,88.95,11.05
"147","Johnson County, Arkansas","05071",2000,9926,88.03,11.97
"148","Lafayette County, Arkansas","05073",2000,4560,75.31,24.69
"149","Lawrence County, Arkansas","05075",2000,8085,87.92,12.08
"150","Lee County, Arkansas","05077",2000,4768,87.71,12.29
"151","Lincoln County, Arkansas","05079",2000,4955,86.07,13.93
"152","Little River County, Arkansas","05081",2000,6435,84.93,15.07
"153","Logan County, Arkansas","05083",2000,9942,87.44,12.56
"154","Lonoke County, Arkansas","05085",2000,20749,92.83,7.17
"155","Madison County, Arkansas","05087",2000,6537,83.57,16.43
"156","Marion County, Arkansas","05089",2000,8235,82.28,17.72
"157","Miller County, Arkansas","05091",2000,17727,88.21,11.79
"158","Mississippi County, Arkansas","05093",2000,22310,86.73,13.27
"159","Monroe County, Arkansas","05095",2000,5067,81.01,18.99
"160","Montgomery County, Arkansas","05097",2000,5048,74.98,25.02
"161","Nevada County, Arkansas","05099",2000,4751,81.94,18.06
"162","Newton County, Arkansas","05101",2000,4316,81.09,18.91
"163","Ouachita County, Arkansas","05103",2000,13450,86.34,13.66
"164","Perry County, Arkansas","05105",2000,4702,84.84,15.16
"165","Phillips County, Arkansas","05107",2000,10859,89.43,10.57
"166","Pike County, Arkansas","05109",2000,5536,81.36,18.64
"167","Poinsett County, Arkansas","05111",2000,11051,90.72,9.28
"168","Polk County, Arkansas","05113",2000,9236,87.13,12.87
"169","Pope County, Arkansas","05115",2000,22851,90.59,9.41
"170","Prairie County, Arkansas","05117",2000,4790,81.29,18.71
"171","Pulaski County, Arkansas","05119",2000,161135,91.81,8.19
"172","Randolph County, Arkansas","05121",2000,8268,87.87,12.13
"173","St. Francis County, Arkansas","05123",2000,11242,89.33,10.67
"174","Saline County, Arkansas","05125",2000,33825,93.95,6.05
"175","Scott County, Arkansas","05127",2000,4924,87.79,12.21
"176","Searcy County, Arkansas","05129",2000,4292,82.08,17.92
"177","Sebastian County, Arkansas","05131",2000,49311,91.87,8.13
"178","Sevier County, Arkansas","05133",2000,6434,88.72,11.28
"179","Sharp County, Arkansas","05135",2000,9342,77.19,22.81
"180","Stone County, Arkansas","05137",2000,5715,83.43,16.57
"181","Union County, Arkansas","05139",2000,20676,87,13
"182","Van Buren County, Arkansas","05141",2000,9164,74.48,25.52
"183","Washington County, Arkansas","05143",2000,64330,93.5,6.5
"184","White County, Arkansas","05145",2000,27613,91.07,8.93
"185","Woodruff County, Arkansas","05147",2000,4089,86.35,13.65
"186","Yell County, Arkansas","05149",2000,9157,86.51,13.49
"187","Alameda County, California","06001",2000,540183,96.89,3.11
"188","Alpine County, California","06003",2000,1514,31.9,68.1
"189","Amador County, California","06005",2000,15035,84.86,15.14
"190","Butte County, California","06007",2000,85523,93.03,6.97
"191","Calaveras County, California","06009",2000,22946,71.77,28.23
"192","Colusa County, California","06011",2000,6774,90.01,9.99
"193","Contra Costa County, California","06013",2000,354577,97.05,2.95
"194","Del Norte County, California","06015",2000,10434,87.89,12.11
"195","El Dorado County, California","06017",2000,71278,82.69,17.31
"196","Fresno County, California","06019",2000,270767,93.42,6.58
"197","Glenn County, California","06021",2000,9982,91.89,8.11
"198","Humboldt County, California","06023",2000,55912,91.64,8.36
"199","Imperial County, California","06025",2000,43891,89.73,10.27
"200","Inyo County, California","06027",2000,9042,85.19,14.81
"201","Kern County, California","06029",2000,231564,90.11,9.89
"202","Kings County, California","06031",2000,36563,94.13,5.87
"203","Lake County, California","06033",2000,32528,73.7,26.3
"204","Lassen County, California","06035",2000,12000,80.21,19.79
"205","Los Angeles County, California","06037",2000,3270909,95.81,4.19
"206","Madera County, California","06039",2000,40387,89.52,10.48
"207","Marin County, California","06041",2000,104990,95.87,4.13
"208","Mariposa County, California","06043",2000,8826,74.93,25.07
"209","Mendocino County, California","06045",2000,36937,90.06,9.94
"210","Merced County, California","06047",2000,68373,93.33,6.67
"211","Modoc County, California","06049",2000,4807,78.72,21.28
"212","Mono County, California","06051",2000,11757,43.69,56.31
"213","Monterey County, California","06053",2000,131708,92.05,7.95
"214","Napa County, California","06055",2000,48554,93.51,6.49
"215","Nevada County, California","06057",2000,44282,83.32,16.68
"216","Orange County, California","06059",2000,969484,96.47,3.53
"217","Placer County, California","06061",2000,107302,87.03,12.97
"218","Plumas County, California","06063",2000,13386,67.23,32.77
"219","Riverside County, California","06065",2000,584674,86.58,13.42
"220","Sacramento County, California","06067",2000,474814,95.53,4.47
"221","San Benito County, California","06069",2000,16499,96.28,3.72
"222","San Bernardino County, California","06071",2000,601369,87.9,12.1
"223","San Diego County, California","06073",2000,1040149,95.63,4.37
"224","San Francisco County, California","06075",2000,346527,95.14,4.86
"225","San Joaquin County, California","06077",2000,189160,96.02,3.98
"226","San Luis Obispo County, California","06079",2000,102275,90.68,9.32
"227","San Mateo County, California","06081",2000,260576,97.52,2.48
"228","Santa Barbara County, California","06083",2000,142901,95.61,4.39
"229","Santa Clara County, California","06085",2000,579329,97.68,2.32
"230","Santa Cruz County, California","06087",2000,98873,92.18,7.82
"231","Shasta County, California","06089",2000,68810,92.18,7.82
"232","Sierra County, California","06091",2000,2202,69.03,30.97
"233","Siskiyou County, California","06093",2000,21947,84.55,15.45
"234","Solano County, California","06095",2000,134513,96.94,3.06
"235","Sonoma County, California","06097",2000,183153,94.13,5.87
"236","Stanislaus County, California","06099",2000,150807,96.25,3.75
"237","Sutter County, California","06101",2000,28319,95.46,4.54
"238","Tehama County, California","06103",2000,23547,89.24,10.76
"239","Trinity County, California","06105",2000,7980,70.01,29.99
"240","Tulare County, California","06107",2000,119639,92.27,7.73
"241","Tuolumne County, California","06109",2000,28336,74.12,25.88
"242","Ventura County, California","06111",2000,251712,96.63,3.37
"243","Yolo County, California","06113",2000,61587,96.41,3.59
"244","Yuba County, California","06115",2000,22636,90.72,9.28
"245","Adams County, Colorado","08001",2000,126810.775326571,96.65,3.35
"246","Alamosa County, Colorado","08003",2000,6088,89.8,10.2
"247","Arapahoe County, Colorado","08005",2000,196835,96.99,3.01
"248","Archuleta County, Colorado","08007",2000,6212,64.07,35.93
"249","Baca County, Colorado","08009",2000,2364,80.58,19.42
"250","Bent County, Colorado","08011",2000,2366,84.66,15.34
"251","Boulder County, Colorado","08013",2000,111045.228090412,95.65,4.35
"252","Broomfield County, Colorado","08014",2000,15359.0941829855,96.09,3.91
"253","Chaffee County, Colorado","08015",2000,8392,78.46,21.54
"254","Cheyenne County, Colorado","08017",2000,1105,79.64,20.36
"255","Clear Creek County, Colorado","08019",2000,5128,78.37,21.63
"256","Conejos County, Colorado","08021",2000,3886,76.69,23.31
"257","Costilla County, Colorado","08023",2000,2202,68.26,31.74
"258","Crowley County, Colorado","08025",2000,1542,88.07,11.93
"259","Custer County, Colorado","08027",2000,2989,49.51,50.49
"260","Delta County, Colorado","08029",2000,12374,89.36,10.64
"261","Denver County, Colorado","08031",2000,251435,95.15,4.85
"262","Dolores County, Colorado","08033",2000,1193,65.8,34.2
"263","Douglas County, Colorado","08035",2000,63333,96.2,3.8
"264","Eagle County, Colorado","08037",2000,22111,68.51,31.49
"265","Elbert County, Colorado","08039",2000,7113,95.18,4.82
"266","El Paso County, Colorado","08041",2000,202428,95.05,4.95
"267","Fremont County, Colorado","08043",2000,17145,88.84,11.16
"268","Garfield County, Colorado","08045",2000,17336,93.61,6.39
"269","Gilpin County, Colorado","08047",2000,2929,69.75,30.25
"270","Grand County, Colorado","08049",2000,10894,46.59,53.41
"271","Gunnison County, Colorado","08051",2000,9135,61.84,38.16
"272","Hinsdale County, Colorado","08053",2000,1304,27.53,72.47
"273","Huerfano County, Colorado","08055",2000,4599,67.01,32.99
"274","Jackson County, Colorado","08057",2000,1145,57.73,42.27
"275","Jefferson County, Colorado","08059",2000,211792.145502565,96.98,3.02
"276","Kiowa County, Colorado","08061",2000,817,81.4,18.6
"277","Kit Carson County, Colorado","08063",2000,3430,87.17,12.83
"278","Lake County, Colorado","08065",2000,3913,76.08,23.92
"279","La Plata County, Colorado","08067",2000,20765,83.52,16.48
"280","Larimer County, Colorado","08069",2000,105392,92.19,7.81
"281","Las Animas County, Colorado","08071",2000,7629,80.91,19.09
"282","Lincoln County, Colorado","08073",2000,2406,85.54,14.46
"283","Logan County, Colorado","08075",2000,8424,89.64,10.36
"284","Mesa County, Colorado","08077",2000,48427,94.62,5.38
"285","Mineral County, Colorado","08079",2000,1119,33.69,66.31
"286","Moffat County, Colorado","08081",2000,5635,88.43,11.57
"287","Montezuma County, Colorado","08083",2000,10497,87.65,12.35
"288","Montrose County, Colorado","08085",2000,14202,91.84,8.16
"289","Morgan County, Colorado","08087",2000,10410,91.63,8.37
"290","Otero County, Colorado","08089",2000,8813,89.87,10.13
"291","Ouray County, Colorado","08091",2000,2146,73.44,26.56
"292","Park County, Colorado","08093",2000,10697,55.1,44.9
"293","Phillips County, Colorado","08095",2000,2014,88.43,11.57
"294","Pitkin County, Colorado","08097",2000,10096,67.42,32.58
"295","Prowers County, Colorado","08099",2000,5977,88.79,11.21
"296","Pueblo County, Colorado","08101",2000,58926,92.62,7.38
"297","Rio Blanco County, Colorado","08103",2000,2855,80.77,19.23
"298","Rio Grande County, Colorado","08105",2000,6003,78.31,21.69
"299","Routt County, Colorado","08107",2000,11217,70.9,29.1
"300","Saguache County, Colorado","08109",2000,3087,74.51,25.49
"301","San Juan County, Colorado","08111",2000,632,42.56,57.44
"302","San Miguel County, Colorado","08113",2000,5197,58.01,41.99
"303","Sedgwick County, Colorado","08115",2000,1387,83.99,16.01
"304","Summit County, Colorado","08117",2000,24201,37.68,62.32
"305","Teller County, Colorado","08119",2000,10362,77.14,22.86
"306","Washington County, Colorado","08121",2000,2307,86.22,13.78
"307","Weld County, Colorado","08123",2000,66168.7568974665,95.55,4.45
"308","Yuma County, Colorado","08125",2000,4295,88.47,11.53
"309","Fairfield County, Connecticut","09001",2000,339466,95.51,4.49
"310","Hartford County, Connecticut","09003",2000,353022,94.92,5.08
"311","Litchfield County, Connecticut","09005",2000,79267,90.27,9.73
"312","Middlesex County, Connecticut","09007",2000,67285,91.17,8.83
"313","New Haven County, Connecticut","09009",2000,340732,93.63,6.37
"314","New London County, Connecticut","09011",2000,110674,90.21,9.79
"315","Tolland County, Connecticut","09013",2000,51570,95.85,4.15
"316","Windham County, Connecticut","09015",2000,43959,93.59,6.41
"317","Kent County, Delaware","10001",2000,50481,93.55,6.45
"318","New Castle County, Delaware","10003",2000,199521,94.69,5.31
"319","Sussex County, Delaware","10005",2000,93070,67.24,32.76
"320","District of Columbia, District of Columbia","11001",2000,274845,90.36,9.64
"321","Alachua County, Florida","12001",2000,95113,92.01,7.99
"322","Baker County, Florida","12003",2000,7592,92.77,7.23
"323","Bay County, Florida","12005",2000,78435,75.98,24.02
"324","Bradford County, Florida","12007",2000,9605,88.46,11.54
"325","Brevard County, Florida","12009",2000,222072,89.25,10.75
"326","Broward County, Florida","12011",2000,741043,88.31,11.69
"327","Calhoun County, Florida","12013",2000,5250,85.1,14.9
"328","Charlotte County, Florida","12015",2000,79758,80.07,19.93
"329","Citrus County, Florida","12017",2000,62204,84.62,15.38
"330","Clay County, Florida","12019",2000,53748,93.48,6.52
"331","Collier County, Florida","12021",2000,144536,71.24,28.76
"332","Columbia County, Florida","12023",2000,23579,88.74,11.26
"333","DeSoto County, Florida","12027",2000,13608,78.97,21.03
"334","Dixie County, Florida","12029",2000,7362,70.7,29.3
"335","Duval County, Florida","12031",2000,329778,92.11,7.89
"336","Escambia County, Florida","12033",2000,124647,89.09,10.91
"337","Flagler County, Florida","12035",2000,24452,87.08,12.92
"338","Franklin County, Florida","12037",2000,7180,57.05,42.95
"339","Gadsden County, Florida","12039",2000,17703,89.63,10.37
"340","Gilchrist County, Florida","12041",2000,5906,85.02,14.98
"341","Glades County, Florida","12043",2000,5790,66.53,33.47
"342","Gulf County, Florida","12045",2000,7587,64.99,35.01
"343","Hamilton County, Florida","12047",2000,4966,83.79,16.21
"344","Hardee County, Florida","12049",2000,9820,83.16,16.84
"345","Hendry County, Florida","12051",2000,12294,88.25,11.75
"346","Hernando County, Florida","12053",2000,62727,88.36,11.64
"347","Highlands County, Florida","12055",2000,48846,76.71,23.29
"348","Hillsborough County, Florida","12057",2000,425962,91.88,8.12
"349","Holmes County, Florida","12059",2000,7998,86.53,13.47
"350","Indian River County, Florida","12061",2000,57902,84.86,15.14
"351","Jackson County, Florida","12063",2000,19490,85.27,14.73
"352","Jefferson County, Florida","12065",2000,5251,89.41,10.59
"353","Lafayette County, Florida","12067",2000,2660,80.53,19.47
"354","Lake County, Florida","12069",2000,102830,85.98,14.02
"355","Lee County, Florida","12071",2000,245405,76.85,23.15
"356","Leon County, Florida","12073",2000,103974,92.83,7.17
"357","Levy County, Florida","12075",2000,16570,83.69,16.31
"358","Liberty County, Florida","12077",2000,3156,70.41,29.59
"359","Madison County, Florida","12079",2000,7836,84.6,15.4
"360","Manatee County, Florida","12081",2000,138128,81.42,18.58
"361","Marion County, Florida","12083",2000,122663,87.03,12.97
"362","Martin County, Florida","12085",2000,65471,84.45,15.55
"363","Miami-Dade County, Florida","12086",2000,852278,91.14,8.86
"364","Monroe County, Florida","12087",2000,51617,67.97,32.03
"365","Nassau County, Florida","12089",2000,25917,84.81,15.19
"366","Okaloosa County, Florida","12091",2000,78593,84.32,15.68
"367","Okeechobee County, Florida","12093",2000,15504,81.22,18.78
"368","Orange County, Florida","12095",2000,361349,93.06,6.94
"369","Osceola County, Florida","12097",2000,72293,84.35,15.65
"370","Palm Beach County, Florida","12099",2000,556428,85.22,14.78
"371","Pasco County, Florida","12101",2000,173717,84.95,15.05
"372","Pinellas County, Florida","12103",2000,481573,86.17,13.83
"373","Polk County, Florida","12105",2000,226376,82.71,17.29
"374","Putnam County, Florida","12107",2000,33870,82.19,17.81
"375","St. Johns County, Florida","12109",2000,58008,85.53,14.47
"376","St. Lucie County, Florida","12111",2000,91262,84.3,15.7
"377","Santa Rosa County, Florida","12113",2000,49119,89.16,10.84
"378","Sarasota County, Florida","12115",2000,182467,82.17,17.83
"379","Seminole County, Florida","12117",2000,147079,94.9,5.1
"380","Sumter County, Florida","12119",2000,25195,82.47,17.53
"381","Suwannee County, Florida","12121",2000,15679,85.85,14.15
"382","Taylor County, Florida","12123",2000,9646,74.39,25.61
"383","Union County, Florida","12125",2000,3736,90.12,9.88
"384","Volusia County, Florida","12127",2000,211938,87.16,12.84
"385","Wakulla County, Florida","12129",2000,9820,86.05,13.95
"386","Walton County, Florida","12131",2000,29083,56.9,43.1
"387","Washington County, Florida","12133",2000,9503,83.46,16.54
"388","Appling County, Georgia","13001",2000,7854,84.11,15.89
"389","Atkinson County, Georgia","13003",2000,3171,85.68,14.32
"390","Bacon County, Georgia","13005",2000,4464,85.86,14.14
"391","Baker County, Georgia","13007",2000,1740,87.01,12.99
"392","Baldwin County, Georgia","13009",2000,17173,85.94,14.06
"393","Banks County, Georgia","13011",2000,5808,92.36,7.64
"394","Barrow County, Georgia","13013",2000,17304,94.51,5.49
"395","Bartow County, Georgia","13015",2000,28751,94.52,5.48
"396","Ben Hill County, Georgia","13017",2000,7623,87.54,12.46
"397","Berrien County, Georgia","13019",2000,7100,88.18,11.82
"398","Bibb County, Georgia","13021",2000,67194,88.8,11.2
"399","Bleckley County, Georgia","13023",2000,4866,89.85,10.15
"400","Brantley County, Georgia","13025",2000,6490,83.76,16.24
"401","Brooks County, Georgia","13027",2000,7118,86.47,13.53
"402","Bryan County, Georgia","13029",2000,8675,93.24,6.76
"403","Bulloch County, Georgia","13031",2000,22742,91.21,8.79
"404","Burke County, Georgia","13033",2000,8842,89.73,10.27
"405","Butts County, Georgia","13035",2000,7380,87.47,12.53
"406","Calhoun County, Georgia","13037",2000,2305,85.12,14.88
"407","Camden County, Georgia","13039",2000,16958,86.71,13.29
"408","Candler County, Georgia","13043",2000,3893,86.69,13.31
"409","Carroll County, Georgia","13045",2000,34067,92.66,7.34
"410","Catoosa County, Georgia","13047",2000,21794,93.72,6.28
"411","Charlton County, Georgia","13049",2000,3859,86.6,13.4
"412","Chatham County, Georgia","13051",2000,99683,90.15,9.85
"413","Chattahoochee County, Georgia","13053",2000,3316,88.42,11.58
"414","Chattooga County, Georgia","13055",2000,10677,89.7,10.3
"415","Cherokee County, Georgia","13057",2000,51937,95.3,4.7
"416","Clarke County, Georgia","13059",2000,42126,94.26,5.74
"417","Clay County, Georgia","13061",2000,1925,69.97,30.03
"418","Clayton County, Georgia","13063",2000,86461,95.12,4.88
"419","Clinch County, Georgia","13065",2000,2837,88.54,11.46
"420","Cobb County, Georgia","13067",2000,237522,95.78,4.22
"421","Coffee County, Georgia","13069",2000,15610,85.55,14.45
"422","Colquitt County, Georgia","13071",2000,17554,88.27,11.73
"423","Columbia County, Georgia","13073",2000,33321,93.39,6.61
"424","Cook County, Georgia","13075",2000,6558,89.69,10.31
"425","Coweta County, Georgia","13077",2000,33182,94.76,5.24
"426","Crawford County, Georgia","13079",2000,4872,91.56,8.44
"427","Crisp County, Georgia","13081",2000,9559,87.22,12.78
"428","Dade County, Georgia","13083",2000,6224,90.5,9.5
"429","Dawson County, Georgia","13085",2000,7163,84.73,15.27
"430","Decatur County, Georgia","13087",2000,11968,86.73,13.27
"431","DeKalb County, Georgia","13089",2000,261231,95.45,4.55
"432","Dodge County, Georgia","13091",2000,8186,86.27,13.73
"433","Dooly County, Georgia","13093",2000,4499,86.89,13.11
"434","Dougherty County, Georgia","13095",2000,39656,89.65,10.35
"435","Douglas County, Georgia","13097",2000,34825,94.25,5.75
"436","Early County, Georgia","13099",2000,5338,87.95,12.05
"437","Echols County, Georgia","13101",2000,1482,85.29,14.71
"438","Effingham County, Georgia","13103",2000,14169,92.82,7.18
"439","Elbert County, Georgia","13105",2000,9136,87.61,12.39
"440","Emanuel County, Georgia","13107",2000,9419,85.41,14.59
"441","Evans County, Georgia","13109",2000,4381,86.24,13.76
"442","Fannin County, Georgia","13111",2000,11134,75.17,24.83
"443","Fayette County, Georgia","13113",2000,32726,96.33,3.67
"444","Floyd County, Georgia","13115",2000,36615,92.93,7.07
"445","Forsyth County, Georgia","13117",2000,36505,94.69,5.31
"446","Franklin County, Georgia","13119",2000,9303,84.79,15.21
"447","Fulton County, Georgia","13121",2000,348632,92.14,7.86
