ID,ADDRESS,CITY,STATE,ZIP,Longitude,Latitude,Match Score
165,6550 Mapleridge Street Ste. 210,Houston,TX,77081,-95.47425679651766,29.709809655188497,100
166,5161 SAN FELIPE,Houston,TX,77056,-95.46591697049602,29.749055988969772,98.82
167,1917 Ashland Street Suite 100,Houston,TX,77008,-95.40429900186336,29.80361400628631,100
168,"2040 North Loop West, Suite 330",Houston,TX,77018,-95.43792619158019,29.810725665728917,100
169,6311 Fulton Street,Houston,TX,77022,-95.3707903322628,29.81610677196462,100
170,9660 WESTHEIMER RD,Houston,TX,77063,-95.53711897485755,29.738541017164735,100
171,513 THORNTON RD,HOUSTON,TX,77018,-95.40716402018776,29.832552526999393,100
172,9432 Katy Freeway Ste 400,Houston,TX,77055,-95.5251797081554,29.785011000831453,100
173,10228 BROADWAY,Pearland,TX,77584,-95.37828601681548,29.554425012112787,98.82
174,"12850 MEMORIAL DR, STE 1000",Houston,TX,77024,-95.56020499931658,29.77456098877572,100
175,1140 Business Center Drive Ste 580,Houston,TX,77043,-95.56804249788065,29.790054601519397,100
176,3525 East Broadway Street,Pearland,TX,77581,-95.27955702408937,29.563194649148706,100
177,3043 N Gessner Rd,Houston,TX,77080,-95.54543751084509,29.827918005095754,98.87
178,14610 MEMORIAL DR,Houston,TX,77079,-95.60697903652068,29.772013015938924,100
179,3346 Highway 6 South,Sugar Land,TX,77478,-95.6039362282947,29.591548870631534,100
180,"1441 Highway 6, Suite 200",Sugar Land,TX,77478,-95.63144799118463,29.603128982523046,100
181,11500 Space Center Boulevard,Houston,TX,77059,-95.14248296392266,29.623982989985493,100
182,18322 Clay Road,Houston,TX,77084,-95.68371301315898,29.832824016843375,100
183,525 SOUTH FRY RD,Katy,TX,77450,-95.71883263725002,29.778662751523278,98.9
184,5219 FM 1960 WEST,Houston,TX,77069,-95.51035047706189,29.98120837958263,100
185,14340 Torrey Chase Blvd Suite 160,Houston,TX,77014,-95.49132897308624,29.98794798273032,100
186,1890 FM 359,Richmond,TX,77406,-95.74345470135263,29.621989360685664,99.54
187,"17115 Red Oak Drive, Suite 109",Houston,TX,77090,-95.44438956093252,30.01789614559049,100
188,"20333 State Highway 249, Suite 200",HOUSTON,TX,77070,-95.57228516581128,29.987783320242503,100
189,2951 Marina Bay Dr.,League City,TX,77573,-95.06398667478577,29.539816804355077,100
190,2802 Garth Road STE 109,Baytown,TX,77521,-94.97719158184609,29.75263786956324,100
191,719 SAWDUST RD STE 207,SPRING,TX,77380,-95.453682409345,30.126673760882746,100
192,635 Rayford Road,Spring,TX,77386,-95.4317519978768,30.127877988912104,100
193,1820 East County Road 36,Angleton,TX,77515,-95.48641902184413,29.276541997341695,98.85
194,2931 CENTRAL CITY AVE,Galveston,TX,77551,-94.82979153973513,29.269152846778514,98.04
195,"3560 Delaware Street, Suite 207",Beaumont,TX,77706,-94.13929396036048,30.10574398101575,100
196,1651 Rock Prarie Rd,College Station,TX,77845,-96.28973886197888,30.58283591670127,98.34
197,2750 Country Club Rd,Lake Charles,LA,70605,-93.2650193768254,30.168710025500804,100
198,710 W. Prien Road. Suite 206,Lake Charles,LA,70601,-93.23133075294614,30.198277467954235,90.67
199,"4060 Ryan Street, South",Lake Charles,LA,70605,-93.21860182714623,30.185119179163642,98.87
200,2802 HODGES ST,LAKE CHARLES,LA,70601,-93.21604182627806,30.204400071038123,100
201,314 E Highland Mall Blvd Ste 305,Austin,TX,78752,-97.71143654254799,30.328603950482268,100
202,2051 Gattis School Road,Round Rock,TX,78664,-97.65431001673194,30.496112471677197,100
203,503 W 41ST ST,AUSTIN,TX,78751,-97.73507191694114,30.305973608189234,100
204,"630 West 34th Street, Suite 301",Austin,TX,78705,-97.74096791527278,30.30097137219322,100
205,5419 S CONGRESS AVE,AUSTIN,TX,78745,-97.77402027406443,30.20671737389947,100
206,1500 W. 35th Street,Austin,TX,78703,-97.74901001609351,30.306591019177148,100
207,2025 W. Ben White Blvd.,Austin,TX,78704,-97.79009098084182,30.229246001797378,100
208,5311 Balcones Drive,Austin,TX,78731,-97.75827889226291,30.335742356411927,100
209,8040 Mesa Drive,Austin,TX,78731,-97.75835097663028,30.37135199195302,100
210,10900- D Research Blvd.,Austin,TX,78759,-97.74677699326853,30.401499015466072,99.99
211,"3300 Bee Caves Road, Suite 500",West Lake Hills,TX,78746,-97.80020500430847,30.275922012643846,100
212,3238 S LECANTO HWY,LECANTO,FL,34461,-82.48773449216412,28.81561992634815,100
213,131 W Main Street,Tavares,FL,32778,-81.72892800612792,28.80203801617121,100
214,"4820 N HIGHWAY 19A, SUITE 2",MOUNT DORA,FL,32757,-81.68491496782978,28.820281018884984,100
215,633 Umatilla Boulevard,Umatilla,FL,32784,-81.66771002191479,28.935620993811455,100
216,5664 SW 60TH AVE BLDG 2,OCALA,FL,34474,-82.2184116217395,29.13104678463705,100
217,3130 Southwest 27th Avenue,Ocala,FL,34471,-82.17059495959924,29.155606012398195,100
218,919 E 2ND ST,SANFORD,FL,32771,-81.2588360073319,28.80922901854349,100
219,2583 S VOLUSIA AVE STE 200,ORANGE CITY,FL,32763,-81.30294703007813,28.913492015057003,100
220,103 NE 1st St.,Chiefland,FL,32626,-82.85863840154305,29.479758892897397,100
221,502 Palmetto Street,New Smyrna Beach,FL,32168,-80.92259294396392,29.02040390252152,100
222,"724 South Beach Street, Suite 3",Daytona Beach,FL,32114,-81.01401100913715,29.1994820065794,100
223,1890 LPGA Blvd Suite 160,Daytona Beach,FL,32117,-81.08512391386803,29.227701192362332,100
224,208 Booth Road,Ormond Beach,FL,32174,-81.12060962297063,29.253722475494133,100
225,1125 N SUMMIT ST,CRESCENT CITY,FL,32112,-81.51199613768253,29.44931460518815,100
226,"4721 East Moody Boulevard, Suite 107",Bunnell,FL,32110,-81.22415957098094,29.475552560517055,100
227,"145 Cypress Point Parkway, Suite 105",Palm Coast,FL,32164,-81.23054188733464,29.549566609575226,100
228,8042 Wurzbach Rd Ste 150,San Antonio,TX,78229,-98.5770761680682,29.51499524038049,100
229,3050 Eisenhauer Road,San Antonio,TX,78209,-98.43993800619614,29.49523699912021,100
230,3320 Oakwell Ct Suite 103,San Antonio,TX,78218,-98.43134747745056,29.5060442059794,100
231,9911 BRODIE LANE,Austin,TX,78748,-97.8477390286735,30.1838509972132,100
232,6600 MOPAC EXPWY SOUTH,Austin,TX,78749,-97.83653450975031,30.221398793953696,99.89
233,2301 Ranch Road 620 South,Lakeway,TX,78734,-97.96633197831285,30.341453994783322,100
234,5145 N Fm 620 Suite A,Austin,TX,78732,-97.88308529508538,30.389782354480463,100
235,1400 Cypress Creek Road,Cedar Park,TX,78613,-97.82974299873679,30.482499003635027,100
236,3441 N. Lakeline Blvd.,Leander,TX,78641,-97.86359914464887,30.54255358634876,100
237,"1130 Cottonwood Creek Trail, Suite B-1",Austin,TX,73301,-97.74915489999995,30.219059800000025,85
238,4316 SW 13TH ST,GAINESVILLE,FL,32608,-82.34128244330242,29.61230871715226,100
239,3930 US 1 South,St. Augustine,FL,32086,-81.32232699604813,29.82036000109295,100
240,"3574 US 1 South, Suite 111",St. Augustine,FL,32086,-81.32054802091818,29.828244019219767,100
241,1305 N. Orange Ave Ste 115,Green Cove Springs,FL,32043,-81.69406297695546,30.00658401288399,100
242,439 SW MICHIGAN ST,LAKE CITY,FL,32025,-82.64544067096219,30.15650751076491,100
243,1301 S. Plantation Island Drive Suite 201B,St. Augustine,FL,32080,-81.29752201088588,29.86314601258522,99.88
244,304 Kingsley Lake Dr STE 601,ST AUGUSTINE,FL,32092,-81.51447617519389,30.058177141499748,100
245,"1543 Kingsley Avenue, Building 14",Orange Park,FL,32073,-81.72815259626515,30.16518005643283,100
246,"462 Kingsley Avenue, Suite 102",Orange Park,FL,32073,-81.70449400400021,30.16546499923126,100
247,"1677 Wells Road, Suite A",Orange Park,FL,32073,-81.72422668045587,30.18734017395765,100
248,"6100 Greenland Rd, Suite 201",Jacksonville,FL,32258,-81.54817880203387,30.16139139428797,100
249,6100 Greenland Rd Ste 202,Jacksonville,FL,22258,-81.54818802212736,30.161360967979434,99.75
250,3685 Crown Point Court,Jacksonville,FL,32257,-81.62016627454199,30.195663864815497,100
251,"8130 Baymeadows Circle West, Suite 308",Jacksonville,FL,32250,-81.56724302171135,30.222531007706436,99.8
252,"9141 Cypress Green Drive, Suite 1",Jacksonville,FL,32256,-81.57022253683307,30.223505278222152,100
253,4190 BELFORT RD Suite 140,JACKSONVILLE,FL,32216,-81.58552101887088,30.25321899925042,100
254,3947 Salisbury Rd,Jacksonville,FL,32216,-81.5961177561414,30.25750106212567,100
255,6817 SOUTHPOINT PARKWAY SUITE 1404,JACKSONVILLE,FL,32216,-81.58777466117763,30.258473949627355,100
256,"6817 Southpoint Parkway, Suite 2402",Jacksonville,FL,32216,-81.58772981799558,30.25846225687257,100
257,1597 The Greens Way,Jacksonville,FL,32250,-81.40351888789024,30.254115779071217,99.9
258,390 16TH AVENUE SOUTH,Jacksonville,FL,32250,-81.39014589664995,30.273052677639114,99.9
259,1909 Beach Blvd. suit.201,Jacksonville Beach,FL,32250,-81.41188084213617,30.288197519391993,100
260,3636 University Blvd S Suite B-2,Jacksonville,FL,32216,-81.60236126817888,30.288356398366563,100
261,340-16th Avenue North,Jacksonville Beach,FL,32250,-81.39578498964931,30.303792846530513,100
262,1900 CORPORATE SQUARE BOULEVARD,JACKSONVILLE,FL,32216,-81.5606094159004,30.310724387089962,100
263,2624 Atlantic Blvd. Suite 1,Jacksonville,FL,32207,-81.63679203094765,30.305174980454694,100
264,40 Acme Street,Jacksonville,FL,32211,-81.57251884302713,30.315067973134603,100
265,"320 3rd Street, Suite B",Neptune Beach,FL,32266,-81.3979114784851,30.321605899520947,100
266,555 STOCKTON STREET,JACKSONVILLE,FL,32204,-81.69003698122224,30.32197298497053,100
267,1128 North Laura Street,Jacksonville,FL,32206,-81.65679401795231,30.337194018222945,100
268,5721 Williams Drive,Georgetown,TX,78633,-97.74974100186944,30.703345011315932,100
269,3450 Dunn Ave 201,Jacksonville,FL,32218,-81.70351399188094,30.438612490165184,100
270,463142 State Road 200,Yulee,FL,32097,-81.60237803198508,30.631072009276167,100
271,111 N. Patterson St.,Valdosta,GA,31601,-83.2789925221721,30.831144098579507,100
272,2704 N. Oak Street B-1,Valdosta,GA,31602,-83.29298108038167,30.86454744956677,100
273,"1965 Capital Circle Northeast, Suite 102",Tallahassee,FL,32308,-84.2348039915016,30.47539701707447,100
274,"1000 West Tharpe Street, Suite 2",Tallahassee,FL,32303,-84.29932511611811,30.46370690244451,100
275,1102 Smith Avenue,Thosmasville,GA,31792,-83.95540364270816,30.835258062386444,98.7
276,525 Cassidy Road,Thomasville,GA,31792,-83.99199299700216,30.854139766122284,100
277,7 St. Andrews CT.,BRUNSWICK,GA,31520,-81.49859909037997,31.15032169090134,100
278,104 S Park Dr,Brownwood,TX,76801,-98.99540999857489,31.6805884203317,100
279,1314 North Lafitte,Abbeville,LA,70510,-92.11168895616807,29.981763488059606,98.84
280,2615 NORTH DRIVE,ABBEVILLE,LA,70510,-92.10656886552766,29.97358751947696,100
281,4400 AMBASSADOR CAFFERY PKWY,Lafayette,LA,70508,-92.05070096629238,30.156488986758745,100
282,111 Liberty Avenue,Lafayette,LA,70508,-92.04148137571353,30.160656091832017,100
283,1304 Bertrand Dr. Ste. E4,Lafayette,LA,70506,-92.05104194211347,30.220795660382567,100
284,2678 Johnston Street,Lafayette,LA,70503,-92.03864401766967,30.208710003741416,100
285,1210 Albertson Parkway,Broussard,LA,70518,-91.9485507122933,30.14089914976637,100
286,1500 Lee Street,Alexandria,LA,71301,-92.45053006915872,31.30299156126713,100
287,500 Roderick Street,Morgan City,LA,70380,-91.17647148257852,29.694920880577964,100
